Inscrits,% Abs/Ins,LE PEN,MACRON,Code Insee
1572,21.88,55.91,44.09,66058
1673,24.87,52.17,47.83,66059
148,21.62,39.78,60.22,66060
97,21.65,39.29,60.71,66061
143,20.98,32.18,67.82,66062
196,21.94,56.25,43.75,66063
361,24.93,41.35,58.65,66064
6503,24.67,50.85,49.15,66065
425,26.12,37.69,62.31,66066
415,21.2,40.96,59.04,66067
106,33.02,31.25,68.75,66068
2507,24.45,55.74,44.26,66069
130,20.77,53.66,46.34,66070
1557,22.99,53.55,46.45,66071
300,20.0,38.24,61.76,66072
125,17.6,51.72,48.28,66073
307,26.06,21.43,78.57,66074
156,26.28,23.0,77.0,66075
54,20.37,37.14,62.86,66076
65,24.62,57.14,42.86,66077
198,12.63,10.56,89.44,66078
160,14.38,45.37,54.63,66079
120,24.17,40.35,59.65,66080
126,23.81,48.1,51.9,66081
313,21.73,47.6,52.4,66082
42,16.67,27.27,72.73,66083
896,20.09,50.49,49.51,66084
298,29.19,39.15,60.85,66085
24,12.5,46.67,53.33,66086
3863,23.82,46.58,53.42,66088
202,19.8,51.85,48.15,66089
59,33.9,35.48,64.52,66090
68,16.18,43.18,56.82,66091
65,27.69,44.74,55.26,66092
1793,22.76,42.0,58.0,66093
1951,18.91,52.69,47.31,66094
360,24.44,32.03,67.97,66095
768,25.0,45.74,54.26,66096
109,22.94,30.99,69.01,66097
207,22.22,36.51,63.49,66098
235,26.38,45.1,54.9,66099
143,25.17,26.14,73.86,66100
1621,16.78,48.04,51.96,66101
37,24.32,5.0,95.0,66102
357,21.01,51.49,48.51,66103
675,24.3,43.37,56.63,66104
248,23.79,25.34,74.66,66105
2247,27.59,42.67,57.33,66106
644,27.02,43.66,56.34,66107
2884,20.87,0.0,0.0,66108
179,24.58,31.62,68.38,66109
132,26.52,49.37,50.63,66111
204,15.69,52.32,47.68,66112
131,15.27,34.83,65.17,66113
1276,21.08,50.7,49.3,66114
1005,18.21,43.14,56.86,66115
156,26.92,25.53,74.47,66116
139,20.14,48.0,52.0,66117
228,22.81,52.03,47.97,66118
275,37.45,24.09,75.91,66119
58,17.24,33.33,66.67,66120
949,15.49,52.44,47.56,66121
76,26.32,32.43,67.57,66122
108,29.63,26.67,73.33,66123
1415,27.07,36.85,63.15,66124
346,24.28,44.71,55.29,66125
229,24.45,45.58,54.42,66126
880,25.23,53.28,46.72,66127
34,23.53,52.38,47.62,66128
1080,20.65,55.32,44.68,66129
762,23.36,35.85,64.15,66130
262,23.66,40.57,59.43,66132
2368,23.14,49.31,50.69,66133
601,21.8,50.36,49.64,66134
69001,31.94,40.29,59.71,66136
450,37.11,47.33,52.67,66137
1028,19.55,49.86,50.14,66138
53,9.43,34.88,65.12,66139
2674,23.71,51.01,48.99,66140
6534,27.04,59.22,40.78,66141
44,43.18,58.82,41.18,66142
89,29.21,27.45,72.55,66143
3817,20.28,53.4,46.6,66144
2111,20.75,54.74,45.26,66145
113,24.78,38.67,61.33,66146
141,31.91,18.39,81.61,66147
3133,25.6,52.58,47.42,66148
4326,26.42,39.2,60.8,66149
779,21.57,36.62,63.38,66150
72,22.22,31.25,68.75,66151
70,31.43,22.86,77.14,66152
37,35.14,21.05,78.95,66153
132,28.79,36.14,63.86,66154
90,33.33,19.05,80.95,66155
94,23.4,29.82,70.18,66156
54,27.78,25.0,75.0,66157
152,15.79,22.43,77.57,66158
71,29.58,47.73,52.27,66159
1091,27.31,45.65,54.35,66160
1032,21.41,44.58,55.42,66161
423,23.88,52.98,47.02,66162
6612,24.67,45.15,54.85,66164
496,22.78,46.93,53.07,66165
295,26.78,36.31,63.69,66166
796,23.49,44.67,55.33,66167
2728,27.46,52.08,47.92,66168
92,14.13,59.38,40.63,66169
125,17.6,29.76,70.24,66170
9367,21.94,52.63,47.37,66171
9066,23.34,49.06,50.94,66172
732,14.89,52.85,47.15,66173
1894,21.33,53.63,46.37,66174
2281,23.94,51.91,48.09,66175
2376,19.7,59.62,40.38,66176
1005,18.71,54.62,45.38,66177
1718,22.58,49.61,50.39,66178
762,22.18,28.6,71.4,66179
7903,23.47,58.09,41.91,66180
108,19.44,41.54,58.46,66181
4100,21.95,55.26,44.74,66182
80,12.5,31.82,68.18,66183
57,22.81,29.41,70.59,66184
275,14.91,46.63,53.37,66185
2103,22.87,53.57,46.43,66186
1394,25.11,55.17,44.83,66187
221,15.84,45.27,54.73,66188
4097,20.6,50.18,49.82,66189
2246,19.86,55.2,44.8,66190
46,30.43,61.54,38.46,66191
89,29.21,58.82,41.18,66192
226,24.34,30.83,69.17,66193
206,21.36,40.31,59.69,66194
5843,22.09,53.05,46.95,66195
2603,22.55,42.39,57.61,66196
32,25.0,29.41,70.59,66197
331,22.36,63.06,36.94,66198
92,32.61,34.04,65.96,66199
45,33.33,29.63,70.37,66201
161,21.12,28.85,71.15,66202
53,26.42,55.17,44.83,66203
267,25.84,30.19,69.81,66204
687,20.52,50.76,49.24,66205
70,18.57,37.78,62.22,66206
552,23.55,46.76,53.24,66207
1312,19.97,44.95,55.05,66208
42,23.81,28.57,71.43,66209
6117,26.11,43.79,56.21,66210
151,21.19,30.69,69.31,66211
2926,21.57,51.81,48.19,66212
5398,21.43,44.17,55.83,66213
794,20.53,46.81,53.19,66214
121,15.7,45.12,54.88,66215
69,17.39,24.24,75.76,66216
1483,21.31,54.5,45.5,66217
242,22.31,40.69,59.31,66218
61,19.67,47.5,52.5,66219
64,28.13,18.92,81.08,66220
56,30.36,25.0,75.0,66221
1197,24.81,37.42,62.58,66222
177,23.16,36.84,63.16,66223
2409,22.87,53.36,46.64,66224
1281,21.55,48.3,51.7,66225
923,17.55,60.24,39.76,66226
3445,21.13,47.91,52.09,66227
964,18.98,55.33,44.67,66228
1561,24.02,47.82,52.18,66230
439,25.97,38.46,61.54,66231
39,15.38,61.54,38.46,66232
146,18.49,45.45,54.55,66233
96,19.79,16.67,83.33,66234
1739,20.24,29.21,70.79,67001
348,26.44,43.19,56.81,67002
400,19.25,45.32,54.68,67003
1215,16.87,49.61,50.39,67004
647,16.38,40.17,59.83,67005
178,14.04,61.97,38.03,67006
1088,17.1,42.68,57.32,67008
336,23.21,45.54,54.46,67009
1320,23.33,43.49,56.51,67010
826,17.8,54.61,45.39,67011
503,13.52,45.24,54.76,67012
221,23.98,58.82,41.18,67013
691,20.26,55.34,44.66,67014
653,24.5,41.61,58.39,67016
231,15.15,54.07,45.93,67017
545,18.35,43.4,56.6,67018
902,17.74,43.8,56.2,67019
667,24.44,44.25,55.75,67020
4968,28.1,34.97,65.03,67021
220,26.82,36.23,63.77,67022
773,13.07,46.77,53.23,67023
1128,20.83,40.33,59.67,67025
138,19.57,28.72,71.28,67026
166,13.86,40.65,59.35,67027
3652,24.92,40.12,59.88,67028
322,18.32,56.85,43.15,67029
576,17.36,39.62,60.38,67030
1156,15.57,35.22,64.78,67031
201,22.89,47.55,52.45,67032
522,21.07,41.36,58.64,67033
1927,18.58,33.48,66.52,67034
391,21.48,47.43,52.57,67035
266,19.17,54.75,45.25,67036
306,25.49,46.7,53.3,67037
218,18.81,60.71,39.29,67038
398,19.1,44.93,55.07,67039
845,20.83,48.39,51.61,67040
9657,32.48,31.62,68.38,67043
211,16.59,46.98,53.02,67044
2701,22.95,36.24,63.76,67045
6871,28.23,44.57,55.43,67046
132,19.7,65.66,34.34,67047
385,14.03,47.46,52.54,67048
1101,20.44,33.46,66.54,67049
49,24.49,48.48,51.52,67050
293,20.82,30.46,69.54,67051
1976,18.22,36.57,63.43,67052
266,12.03,34.13,65.87,67053
373,18.5,50.0,50.0,67054
1041,16.91,47.61,52.39,67055
514,18.48,56.61,43.39,67056
134,15.67,41.94,58.06,67057
292,9.59,36.67,63.33,67058
358,24.86,48.09,51.91,67059
409,23.96,47.88,52.12,67060
2778,23.29,48.33,51.67,67061
261,18.01,35.64,64.36,67062
597,24.29,44.85,55.15,67063
1018,19.45,38.74,61.26,67065
2196,28.51,48.72,51.28,67066
7354,24.61,38.71,61.29,67067
202,17.33,45.75,54.25,67068
378,22.75,45.83,54.17,67069
244,19.26,56.32,43.68,67070
357,18.49,55.98,44.02,67071
570,23.16,57.55,42.45,67072
3333,25.86,39.68,60.32,67073
539,19.85,44.3,55.7,67074
343,20.7,49.58,50.42,67075
383,20.63,58.84,41.16,67076
489,15.95,43.48,56.52,67077
201,17.91,54.61,45.39,67078
109,12.84,48.35,51.65,67079
1449,21.19,37.71,62.29,67080
606,19.47,43.06,56.94,67081
865,23.35,62.07,37.93,67082
629,23.69,56.24,43.76,67083
1693,22.68,33.45,66.55,67084
597,22.11,35.52,64.48,67085
333,21.92,35.11,64.89,67086
1111,19.62,54.61,45.39,67087
311,29.9,60.42,39.58,67088
2018,22.45,47.72,52.28,67089
489,17.38,49.03,50.97,67090
297,27.95,45.23,54.77,67091
551,12.34,31.42,68.58,67092
272,23.16,44.44,55.56,67093
227,21.59,55.15,44.85,67094
1281,26.78,45.45,54.55,67095
282,17.38,42.0,58.0,67096
1082,17.28,22.61,77.39,67097
1191,20.07,43.18,56.82,67098
220,30.91,57.04,42.96,67099
246,17.07,29.67,70.33,67100
1990,19.2,39.43,60.57,67101
231,18.61,23.78,76.22,67102
928,27.16,50.25,49.75,67103
529,22.12,42.55,57.45,67104
992,22.28,43.96,56.04,67105
4215,23.63,50.15,49.85,67106
494,19.64,40.91,59.09,67107
1269,19.31,43.79,56.21,67108
559,15.38,35.95,64.05,67109
906,22.85,54.37,45.63,67110
356,20.51,45.22,54.78,67111
2280,18.33,44.68,55.32,67112
296,14.19,40.44,59.56,67113
1747,20.26,44.97,55.03,67115
422,17.3,39.53,60.47,67116
376,25.53,40.87,59.13,67117
4662,22.18,30.5,69.5,67118
1266,24.64,30.94,69.06,67119
419,22.43,46.45,53.55,67120
602,13.79,49.44,50.56,67121
1091,20.07,48.63,51.37,67122
407,16.71,51.35,48.65,67123
1763,21.33,37.97,62.03,67124
1752,21.0,39.87,60.13,67125
244,19.26,53.85,46.15,67126
1030,19.13,40.22,59.78,67127
1528,19.37,39.4,60.6,67128
536,19.78,48.48,51.52,67129
7929,27.3,43.2,56.8,67130
3853,20.5,36.27,63.73,67131
823,17.98,45.29,54.71,67132
381,20.73,53.33,46.67,67133
144,18.75,56.31,43.69,67134
631,16.32,44.47,55.53,67135
211,13.27,55.28,44.72,67136
4435,24.96,36.6,63.4,67137
427,14.75,31.56,68.44,67138
396,17.93,42.65,57.35,67139
503,28.03,59.46,40.54,67140
484,15.7,56.79,43.21,67141
175,17.71,65.15,34.85,67142
586,18.26,35.65,64.35,67143
260,19.23,50.57,49.43,67144
188,15.43,39.57,60.43,67145
528,20.83,56.08,43.92,67146
429,23.31,56.6,43.4,67147
151,19.87,45.79,54.21,67148
319,16.3,46.96,53.04,67149
971,19.98,30.4,69.6,67150
3798,23.22,41.58,58.42,67151
5607,23.11,33.14,66.86,67152
190,12.11,54.17,45.83,67153
2557,21.82,41.38,58.62,67154
963,24.92,46.57,53.43,67155
2048,19.09,53.87,46.13,67156
198,22.22,58.02,41.98,67159
871,21.13,53.31,46.69,67160
326,17.79,34.48,65.52,67161
274,14.96,40.83,59.17,67162
441,17.91,36.34,63.66,67163
705,21.28,40.91,59.09,67164
360,31.67,51.66,48.34,67165
201,14.43,55.63,44.37,67166
1103,24.84,51.9,48.1,67167
1359,25.09,42.57,57.43,67168
2457,23.93,52.41,47.59,67169
1721,16.91,40.66,59.34,67172
960,18.85,19.58,80.42,67173
971,20.49,55.85,44.15,67174
2871,24.0,50.0,50.0,67176
544,16.73,50.0,50.0,67177
243,24.69,58.06,41.94,67178
559,23.26,47.3,52.7,67179
23302,27.58,38.87,61.13,67180
256,14.84,35.52,64.48,67181
1171,21.01,36.24,63.76,67182
723,23.1,62.32,37.68,67183
1398,21.67,52.48,47.52,67184
522,18.77,56.41,43.59,67185
299,15.38,50.92,49.08,67186
391,15.6,45.64,54.36,67187
568,18.66,49.64,50.36,67188
730,15.48,40.56,59.44,67189
153,19.61,55.45,44.55,67190
1604,26.56,56.33,43.67,67191
741,15.79,50.8,49.2,67192
3894,20.52,47.46,52.54,67194
420,17.86,44.63,55.37,67195
2083,28.47,53.63,46.37,67196
1196,18.48,33.41,66.59,67197
116,19.83,28.57,71.43,67198
74,28.38,56.1,43.9,67199
775,19.87,35.33,64.67,67200
244,26.23,51.27,48.73,67201
3043,21.43,43.83,56.17,67202
290,18.28,40.49,59.51,67203
7776,24.22,30.9,69.1,67204
3385,20.47,38.8,61.2,67205
886,19.64,51.48,48.52,67206
436,16.51,53.71,46.29,67208
217,17.51,50.0,50.0,67209
470,28.3,48.46,51.54,67210
2816,24.93,38.83,61.17,67212
541,21.63,41.37,58.63,67213
536,14.74,34.96,65.04,67214
408,19.61,55.17,44.83,67215
2119,23.69,48.97,51.03,67216
251,17.13,31.67,68.33,67217
17946,27.76,28.68,71.32,67218
262,23.66,51.69,48.31,67220
225,14.67,46.02,53.98,67221
2922,29.47,41.23,58.77,67222
965,18.76,49.93,50.07,67223
91,18.68,47.76,52.24,67225
1603,20.59,31.56,68.44,67226
209,10.53,31.68,68.32,67227
647,18.7,27.84,72.16,67228
154,20.13,47.27,52.73,67229
1847,30.1,49.53,50.47,67230
138,20.29,58.76,41.24,67231
169,15.98,50.79,49.21,67232
1072,19.59,48.58,51.42,67233
1218,21.59,54.29,45.71,67234
281,19.93,38.28,61.72,67235
492,17.89,33.43,66.57,67236
2089,19.87,36.89,63.11,67237
495,18.99,58.9,41.1,67238
1453,22.3,39.52,60.48,67239
562,19.75,43.8,56.2,67240
146,20.55,55.88,44.12,67241
433,24.94,48.82,51.18,67242
109,12.84,50.0,50.0,67244
168,13.1,58.14,41.86,67245
920,22.28,53.18,46.82,67246
735,17.28,31.18,68.82,67247
1387,19.39,40.67,59.33,67248
176,19.89,49.21,50.79,67249
589,16.47,39.95,60.05,67250
855,23.51,52.12,47.88,67252
536,16.04,40.25,59.75,67253
693,18.9,44.71,55.29,67254
383,21.15,46.92,53.08,67255
2603,20.71,25.25,74.75,67256
598,20.07,48.96,51.04,67257
153,12.42,61.02,38.98,67258
762,24.15,56.56,43.44,67259
273,17.95,50.29,49.71,67260
1381,32.3,33.45,66.55,67261
1197,18.96,37.41,62.59,67263
602,21.1,52.46,47.54,67264
490,22.24,62.32,37.68,67265
550,14.91,37.53,62.47,67266
12533,32.6,30.92,69.08,67267
2041,19.99,33.42,66.58,67268
207,17.87,49.07,50.93,67269
282,13.12,43.98,56.02,67270
448,16.52,39.83,60.17,67271
351,21.37,42.32,57.68,67272
447,27.74,56.03,43.97,67273
175,18.86,51.67,48.33,67274
647,20.25,45.51,54.49,67275
1441,24.84,47.22,52.78,67276
582,14.26,54.37,45.63,67277
498,21.69,60.17,39.83,67278
171,15.79,58.78,41.22,67279
646,20.9,51.35,48.65,67280
2959,27.04,48.13,51.87,67281
3466,24.73,39.87,60.13,67282
2067,24.48,40.66,59.34,67283
1187,20.56,47.18,52.82,67285
1287,21.99,55.63,44.37,67286
455,22.2,49.69,50.31,67287
284,26.76,48.35,51.65,67288
510,20.39,50.95,49.05,67289
719,23.92,45.86,54.14,67290
2685,27.49,51.18,48.82,67291
510,19.41,51.74,48.26,67292
524,17.37,42.26,57.74,67293
602,22.76,31.53,68.47,67295
1558,22.59,23.46,76.54,67296
409,13.94,54.63,45.37,67298
773,25.1,40.39,59.61,67299
6065,20.64,34.31,65.69,67300
1465,18.16,39.22,60.78,67301
1507,24.62,46.85,53.15,67302
484,22.93,46.59,53.41,67303
490,14.08,44.04,55.96,67304
1371,20.28,48.63,51.37,67305
544,22.98,50.92,49.08,67306
356,13.76,56.27,43.73,67307
497,15.29,42.12,57.88,67308
3917,20.91,30.85,69.15,67309
1044,22.22,45.63,54.37,67310
1666,21.85,39.3,60.7,67311
358,13.69,50.18,49.82,67312
3880,30.46,43.58,56.42,67313
460,19.35,36.11,63.89,67314
418,19.62,35.45,64.55,67315
533,18.95,40.58,59.42,67317
264,14.77,52.5,47.5,67319
565,19.12,32.84,67.16,67320
304,24.67,35.35,64.65,67321
868,25.12,44.74,55.26,67322
3269,27.07,43.41,56.59,67324
1047,21.01,50.07,49.93,67325
1320,19.39,27.17,72.83,67326
635,18.74,39.56,60.44,67327
683,25.48,55.34,44.66,67328
1022,21.92,43.24,56.76,67329
658,19.15,48.36,51.64,67330
1121,17.4,47.82,52.18,67331
226,14.16,52.22,47.78,67333
113,16.81,45.68,54.32,67334
743,20.86,41.25,58.75,67335
1379,20.01,42.31,57.69,67336
381,19.16,40.82,59.18,67337
1154,22.96,44.69,55.31,67338
2917,21.19,50.48,49.52,67339
1175,25.79,54.48,45.52,67340
314,18.79,51.27,48.73,67341
1449,24.64,50.25,49.75,67342
3443,20.56,25.44,74.56,67343
227,15.86,36.36,63.64,67344
2711,24.01,57.19,42.81,67345
394,20.81,39.23,60.77,67346
1404,23.22,43.7,56.3,67347
8971,30.74,35.23,64.77,67348
374,19.79,48.44,51.56,67349
1869,20.65,29.32,70.68,67350
1346,18.42,39.46,60.54,67351
342,16.67,54.65,45.35,67352
182,21.98,21.26,78.74,67353
397,12.34,38.94,61.06,67354
852,17.49,55.59,44.41,67355
2002,23.88,48.92,51.08,67356
715,20.7,56.51,43.49,67358
1141,19.11,42.93,57.07,67359
808,18.07,53.64,46.36,67360
409,17.36,37.33,62.67,67361
489,19.02,36.52,63.48,67362
670,16.87,35.5,64.5,67363
774,19.64,36.41,63.59,67364
7891,25.31,36.29,63.71,67365
646,20.28,32.44,67.56,67366
1088,19.21,36.46,63.54,67367
1321,20.74,37.75,62.25,67368
208,17.31,57.45,42.55,67369
544,24.26,47.83,52.17,67370
456,22.37,44.55,55.45,67371
3605,24.88,48.65,51.35,67372
264,22.73,47.43,52.57,67373
1091,22.82,31.14,68.86,67375
873,24.28,50.95,49.05,67377
3341,19.63,38.44,61.56,67378
721,20.25,55.19,44.81,67379
191,18.32,52.55,47.45,67380
289,26.99,65.26,34.74,67381
645,19.07,33.98,66.02,67382
161,23.6,38.18,61.82,67383
315,20.32,37.44,62.56,67384
215,18.6,46.1,53.9,67385
164,20.73,56.19,43.81,67386
229,14.41,32.95,67.05,67387
3947,24.98,47.47,52.53,67388
3381,20.47,34.18,65.82,67389
399,18.8,46.64,53.36,67391
789,23.19,60.85,39.15,67392
238,28.57,37.09,62.91,67394
335,19.1,49.8,50.2,67395
163,14.72,46.34,53.66,67396
2201,25.9,50.74,49.26,67397
283,20.14,68.34,31.66,67398
851,21.74,50.6,49.4,67400
258,20.93,56.28,43.72,67401
93,6.45,54.22,45.78,67402
315,15.87,43.72,56.28,67403
707,25.46,42.92,57.08,67404
1699,20.54,44.98,55.02,67405
241,15.35,38.1,61.9,67406
1419,26.22,54.38,45.62,67407
1070,19.35,47.04,52.96,67408
624,23.24,52.01,47.99,67409
566,15.9,36.47,63.53,67410
4218,21.6,35.31,64.69,67411
789,20.03,49.02,50.98,67412
475,22.95,46.2,53.8,67413
1150,31.13,53.73,46.27,67414
408,23.53,58.48,41.52,67415
381,20.21,42.49,57.51,67416
285,21.75,38.19,61.81,67417
809,19.65,53.34,46.66,67418
1118,24.24,46.39,53.61,67420
571,21.02,48.33,51.67,67421
491,16.29,51.12,48.88,67422
492,21.54,49.56,50.44,67423
187,24.6,62.3,37.7,67424
493,18.66,37.25,62.75,67425
281,26.33,43.55,56.45,67426
304,17.76,34.39,65.61,67427
447,19.69,39.23,60.77,67428
463,20.09,44.14,55.86,67429
692,22.25,36.19,63.81,67430
463,16.85,39.94,60.06,67432
1018,18.86,47.85,52.15,67433
1999,32.87,44.7,55.3,67434
734,24.93,54.27,45.73,67435
398,28.14,61.0,39.0,67436
7530,25.75,29.38,70.62,67437
678,16.81,35.53,64.47,67438
435,19.54,42.54,57.46,67440
272,23.53,44.07,55.93,67441
968,17.56,39.78,60.22,67442
491,21.59,28.1,71.9,67443
105,22.86,33.8,66.2,67444
2542,21.01,41.63,58.37,67445
378,20.37,36.4,63.6,67446
18119,32.53,25.34,74.66,67447
1513,26.5,40.82,59.18,67448
1838,21.27,53.44,46.56,67449
543,17.86,49.02,50.98,67450
1200,22.25,36.87,63.13,67451
1180,14.83,32.29,67.71,67452
459,20.48,49.24,50.76,67453
359,17.55,53.16,46.84,67454
564,20.74,44.12,55.88,67455
349,18.91,56.56,43.44,67456
3728,21.81,44.82,55.18,67458
611,19.48,55.33,44.67,67459
1333,17.18,48.25,51.75,67460
231,13.42,52.2,47.8,67461
13895,28.41,35.34,64.66,67462
2112,22.4,52.34,47.66,67463
726,20.8,56.59,43.41,67464
1687,23.0,53.41,46.59,67465
345,20.29,34.43,65.57,67466
343,25.36,58.3,41.7,67467
500,22.4,46.47,53.53,67468
109,21.1,31.08,68.92,67470
5602,21.03,28.1,71.9,67471
3536,26.27,45.31,54.69,67472
787,21.98,41.64,58.36,67473
2299,24.05,45.8,54.2,67474
195,28.21,39.2,60.8,67475
532,20.3,56.95,43.05,67476
526,21.86,44.07,55.93,67477
1621,23.94,52.17,47.83,67478
524,24.81,38.15,61.85,67479
1431,22.99,45.94,54.06,67480
913,16.65,39.16,60.84,67481
136820,25.88,18.76,81.24,67482
213,21.6,48.25,51.75,67483
359,15.88,52.59,47.41,67484
1237,17.3,27.38,72.62,67485
1356,24.93,53.8,46.2,67486
1322,24.89,53.79,46.21,67487
149,22.15,65.35,34.65,67488
667,22.19,34.62,65.38,67489
512,17.19,33.25,66.75,67490
245,27.76,56.6,43.4,67491
553,21.7,27.86,72.14,67492
385,22.08,41.95,58.05,67493
414,18.12,50.33,49.67,67494
3341,18.2,28.86,71.14,67495
584,20.38,43.67,56.33,67497
601,18.14,51.6,48.4,67498
266,22.93,37.36,62.64,67499
1211,23.78,44.66,55.34,67500
441,19.05,42.99,57.01,67501
175,17.71,56.25,43.75,67502
130,20.77,41.38,58.62,67503
1029,20.51,50.67,49.33,67504
386,23.58,25.4,74.6,67505
4703,26.51,30.45,69.55,67506
1411,27.0,41.44,58.56,67507
357,27.45,59.36,40.64,67508
301,24.92,59.8,40.2,67509
361,13.57,33.21,66.79,67510
767,17.08,46.86,53.14,67511
134,27.61,44.94,55.06,67513
531,21.09,60.05,39.95,67514
455,16.7,42.56,57.44,67515
546,16.48,43.84,56.16,67516
579,17.79,40.43,59.57,67517
4781,20.27,29.17,70.83,67519
4251,24.09,49.5,50.5,67520
397,17.38,52.22,47.78,67521
483,26.5,48.05,51.95,67522
2470,24.78,52.4,47.6,67523
472,22.46,45.37,54.63,67524
1327,20.27,44.88,55.12,67525
1271,19.43,44.3,55.7,67526
237,15.19,46.29,53.71,67527
403,18.61,58.33,41.67,67528
2599,20.32,40.27,59.73,67529
352,15.06,41.22,58.78,67530
275,23.27,49.72,50.28,67531
825,16.36,42.86,57.14,67532
555,11.35,45.6,54.4,67534
891,18.07,53.58,46.42,67535
157,17.2,50.0,50.0,67536
394,23.6,48.48,51.52,67537
1234,25.04,46.77,53.23,67538
1846,17.44,36.8,63.2,67539
662,16.31,48.6,51.4,67540
365,17.26,49.27,50.73,67541
322,19.88,52.38,47.62,67542
1638,25.15,52.02,47.98,67543
5648,29.9,34.95,65.05,67544
418,25.6,49.26,50.74,67545
524,14.5,55.17,44.83,67546
1648,20.69,51.75,48.25,67547
694,17.58,35.69,64.31,67548
1385,26.14,50.16,49.84,67550
2997,20.89,29.73,70.27,67551
288,22.57,47.4,52.6,67552
246,20.33,58.76,41.24,67553
808,18.81,32.59,67.41,67554
201,23.38,52.94,47.06,67555
162,16.05,42.15,57.85,67556
620,17.9,46.94,53.06,67557
614,23.78,63.92,36.08,67558
226,23.89,38.31,61.69,67559
163,20.86,34.21,65.79,67560
605,19.01,44.7,55.3,68001
317,14.83,51.82,48.18,68002
3855,25.4,35.67,64.33,68004
1372,19.02,28.54,71.46,68005
933,17.15,45.63,54.37,68006
1862,17.88,37.6,62.4,68007
435,13.56,50.76,49.24,68008
590,15.93,46.0,54.0,68009
899,20.47,43.85,56.15,68010
1070,24.3,45.27,54.73,68011
1441,20.26,41.53,58.47,68012
686,16.33,44.33,55.67,68013
272,19.85,35.91,64.09,68014
2229,21.58,39.39,60.61,68015
728,18.27,52.02,47.98,68016
672,20.39,47.98,52.02,68017
646,17.49,41.65,58.35,68018
422,18.96,56.45,43.55,68019
1205,19.67,43.38,56.62,68020
2587,23.31,45.65,54.35,68021
1234,18.15,49.33,50.67,68022
745,21.21,38.21,61.79,68023
91,13.19,37.14,62.86,68024
157,17.2,51.79,48.21,68025
1091,22.46,35.31,64.69,68026
257,21.01,41.1,58.9,68027
1576,19.42,45.06,54.94,68028
860,16.4,40.88,59.12,68029
344,19.19,42.98,57.02,68030
1014,18.15,40.72,59.28,68032
400,23.5,48.18,51.82,68033
254,16.93,36.96,63.04,68034
204,19.12,32.58,67.42,68035
1768,22.12,44.18,55.82,68036
351,17.38,57.09,42.91,68037
862,17.75,41.23,58.77,68038
461,27.33,53.49,46.51,68039
1432,25.49,51.57,48.43,68040
1456,18.48,56.48,43.52,68041
3027,20.58,45.14,54.86,68042
3022,24.09,49.41,50.59,68043
613,21.53,44.53,55.47,68044
485,17.11,48.17,51.83,68045
349,21.49,41.87,58.13,68046
333,23.42,49.54,50.46,68049
359,19.78,45.42,54.58,68050
732,23.91,46.76,53.24,68051
150,16.67,51.79,48.21,68052
305,13.11,42.02,57.98,68054
844,13.27,39.67,60.33,68055
6051,23.78,33.46,66.54,68056
197,12.69,50.69,49.31,68057
2372,22.89,48.85,51.15,68058
1478,22.26,49.31,50.69,68059
1375,18.25,46.02,53.98,68060
666,20.27,40.42,59.58,68061
1603,21.9,43.17,56.83,68062
8096,29.5,45.93,54.07,68063
679,18.11,46.48,53.52,68064
488,17.42,53.13,46.87,68065
41422,30.11,33.79,66.21,68066
282,22.7,62.16,37.84,68067
1442,21.57,48.27,51.73,68068
958,14.72,57.58,42.42,68069
220,14.09,67.95,32.05,68071
1171,19.04,38.67,61.33,68072
376,17.55,57.03,42.97,68073
404,24.26,61.26,38.74,68074
631,20.76,51.72,48.28,68075
657,19.94,56.86,43.14,68076
268,14.18,45.5,54.5,68077
1337,15.48,27.09,72.91,68078
233,16.74,53.89,46.11,68079
242,24.38,39.87,60.13,68080
454,14.54,44.65,55.35,68081
5762,26.24,52.09,47.91,68082
312,19.23,41.59,58.41,68083
1189,17.75,34.89,65.11,68084
300,18.33,56.56,43.44,68085
166,18.07,59.32,40.68,68086
380,18.68,47.5,52.5,68087
789,21.8,40.99,59.01,68088
1294,22.95,55.41,44.59,68089
425,20.94,33.67,66.33,68090
1667,19.02,53.64,46.36,68091
340,15.29,50.39,49.61,68092
1301,22.44,34.24,65.76,68093
586,19.97,37.91,62.09,68094
937,19.32,33.53,66.47,68095
257,18.68,55.29,44.71,68096
1136,17.69,42.75,57.25,68097
513,21.25,56.69,43.31,68098
597,19.1,41.78,58.22,68099
294,18.37,54.63,45.37,68100
633,22.91,41.61,58.39,68101
401,17.46,47.6,52.4,68102
377,18.3,39.57,60.43,68103
215,12.56,58.49,41.51,68104
244,22.13,41.52,58.48,68105
276,22.1,62.9,37.1,68106
302,16.23,35.85,64.15,68107
570,15.26,41.61,58.39,68109
696,17.82,56.52,43.48,68110
689,17.56,30.85,69.15,68111
7947,29.57,42.45,57.55,68112
1120,21.7,47.29,52.71,68113
125,15.2,56.25,43.75,68114
1153,21.25,48.77,51.23,68115
613,17.29,46.48,53.52,68116
706,17.0,46.17,53.83,68117
3888,24.15,44.2,55.8,68118
555,19.64,46.24,53.76,68119
867,23.18,42.74,57.26,68120
480,20.63,39.09,60.91,68121
520,23.27,38.22,61.78,68122
648,18.67,47.36,52.64,68123
340,20.59,47.44,52.56,68124
392,23.47,51.18,48.82,68125
2113,24.61,30.34,69.66,68126
