Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des rés. principales construites avant 1946 2016;Part des rés. principales dans le total des logements 2016;Part des rés. secondaires (y compris les logements occasionnels) dans le total des logements 2016;Part des logements vacants dans le total des logements 2016;Part des appartements dans le total des logements 2016;Part des maisons dans le total des logements 2016;Part des propriétaires dans les rés. principales 2016;Part des locataires dans les rés. principales 2016;Part des locataires HLM dans les rés. principales 2016
24470;Sainte-Mondane;45.8;55.6;35.6;8.8;0.9;99.1;82.5;16.7;0
24471;Sainte-Nathalène;21.5;71.9;19.6;8.5;4.1;93.8;73.3;22.7;0
24472;Saint-Nexans;19.8;87.9;6.8;5.2;1;98.1;87.6;11.2;2.1
24473;Sainte-Orse;47.9;59.3;33.9;6.8;1;98;78.1;18.6;0
24474;Saint-Pancrace;33.8;70;20.3;9.7;2;98;71.8;28.2;0
24476;Saint-Pantaly-d'Excideuil;72.7;59.4;19.4;21.2;0.9;99.1;74.2;24.2;0
24477;Saint-Pardoux-de-Drône;44.3;70.8;19;10.2;2.9;97.1;82.5;16.5;0
24478;Saint-Pardoux-et-Vielvic;27.7;71.9;28.1;0;0.9;99.1;75.9;22.9;0
24479;Saint-Pardoux-la-Rivière;40.4;70.2;20.8;9;6.7;92.7;75.3;21.6;3
24480;Saint-Paul-de-Serre;31.3;81;12;7;2.1;97.2;91.3;7;0
24481;Saint-Paul-la-Roche;61.3;64;23.2;12.7;0.8;98.4;87.9;7.3;0
24482;Saint-Paul-Lizonne;53.2;61.3;29;9.7;3.7;96.3;87.8;8.6;2.9
24483;Saint-Perdoux;35.6;76.8;20.7;2.6;3.9;96.1;76.3;18.6;0
24484;Saint-Pierre-de-Chignac;25.9;82.2;6.3;11.5;3.7;96;77;18.2;1.3
24485;Saint-Pierre-de-Côle;57.8;67.4;18.2;14.3;1;98.7;67.5;30.1;1.9
24486;Saint-Pierre-de-Frugie;41.2;64;27.5;8.5;2.2;96.5;84.3;12.7;0
24487;Saint-Pierre-d'Eyraud;24.8;88;5.3;6.7;0.7;98.3;78.3;17.6;4.3
24488;Saint-Pompont;40.6;60;35.3;4.7;1.3;98.4;83.4;13.9;0
24489;Saint-Priest-les-Fougères;39.6;68.5;16;15.6;0.7;98.2;85.9;11.5;0.5
24490;Saint Privat en Périgord;52.6;64.6;25.1;10.3;2;97.6;75.2;21.5;3.9
24491;Saint-Rabier;45.5;68.6;30.6;0.8;1.9;97.6;80;17.3;5.5
24492;Sainte-Radegonde;50;64.2;17;18.9;1.9;98.1;88.2;5.9;0
24493;Saint-Raphaël;65.4;53.3;34.2;12.4;0;100;67.3;30.8;0
24494;Saint-Rémy;17;82.4;11.4;6.2;0.7;92.3;80;16.9;0
24495;Saint-Romain-de-Monpazier;58.1;76.7;14.4;9;0;100;76.7;11.6;0
24496;Saint-Romain-et-Saint-Clément;31.6;74.8;20.7;4.5;3.3;96.7;82.9;14.6;1.3
24498;Saint-Saud-Lacoussière;47.9;60.3;32;7.7;0.8;98.9;83.9;13;1.1
24499;Saint-Sauveur;12.7;91;4.9;4.1;1.2;98.3;84.8;14.1;4.2
24500;Saint-Sauveur-Lalande;26.2;83.8;9.5;6.8;0;100;88.5;8.2;0
24501;Saint-Seurin-de-Prats;35.2;74.9;15.5;9.6;0.3;98.3;82.4;15.9;0
24502;Saint-Séverin-d'Estissac;51.2;75.5;12.3;12.3;1.8;98.2;79.1;16.3;0
24504;Saint-Sulpice-de-Roumagnac;50.7;70.1;20;10;2.6;97.4;69.4;25.4;0
24505;Saint-Sulpice-d'Excideuil;53.5;60;29.1;10.8;2.1;97.9;87.6;10.6;2.4
24507;Sainte-Trie;53.7;61.9;22.9;15.3;1.1;98.9;83.3;9.3;0
24508;Saint-Victor;39.2;63.2;30.3;6.6;0.7;98.7;83.5;12.4;0
24509;Saint-Vincent-de-Connezac;31.1;74.5;14;11.4;6.9;92.3;70.8;27;3.5
24510;Saint-Vincent-de-Cosse;36.1;65;27.3;7.7;4.2;95;80.5;14.8;0.6
24511;Saint-Vincent-Jalmoutiers;33.3;70.4;10.5;19.1;2.5;96.3;78.9;15.8;0
24512;Saint-Vincent-le-Paluel;10.7;72;25.3;2.7;1.2;98.3;82.6;14.9;0
24513;Saint-Vincent-sur-l'Isle;21.1;80.6;8.5;10.9;0;100;81.2;12.8;0
24514;Saint-Vivien;56;73.1;20;6.9;2;97.3;82.6;16.5;3.7
24515;Salagnac;87.2;70;14.1;15.9;63.8;35.6;20.4;74.9;1.8
24516;Salignac-Eyvigues;34.8;64.8;23.8;11.4;7.4;92.3;69.9;27.1;2.7
24517;Salles-de-Belvès;48.6;57.4;32.8;9.8;0;96.7;68.6;22.9;0
24518;Salon;39.8;76.7;11.4;12;0.6;99.4;74.6;21.2;0
24519;Sarlande;57;65.2;17.2;17.6;3.7;95.9;72.5;23.8;1
24520;Sarlat-la-Canéda;19.5;74.3;15.6;10.1;35;63.8;52.3;44.7;12.1
24521;Sarliac-sur-l'Isle;15.7;89.5;4.9;5.7;3.7;95.9;73;25;7.4
24522;Sarrazac;52.4;58.5;31.8;9.8;1.5;96.9;79.6;9.4;0
24523;Saussignac;34.4;78.3;9.5;12.1;1.3;97.9;78;18.3;0
24524;Savignac-de-Miremont;32;58.6;38.3;3.1;1.6;94.5;88;10.7;0
24525;Savignac-de-Nontron;36.5;72.9;21.8;5.3;3.5;96.5;79.2;17.7;3.1
24526;Savignac-Lédrier;51.6;69.7;20.7;9.6;2.2;97.2;83.2;14.8;0.6
24527;Savignac-les-Églises;32.3;77.6;11.7;10.7;7.6;89;61.4;34.9;7.9
24528;Sceau-Saint-Angel;57.9;63.9;25.1;11;2.1;90.8;84.2;12.3;0
24529;Segonzac;23.9;82.9;4.5;12.6;2.7;96.4;65.2;29.3;7.6
24531;Sergeac;33.6;63.6;30.9;5.5;5.9;94.1;73.8;22.4;0
24532;Serres-et-Montguyard;35.2;81;12.4;6.6;0;100;83.8;16.2;0
24533;Servanches;40.5;66.2;28.9;4.8;2.8;97.2;81;19;0
24534;Sigoulès-et-Flaugeac;27.4;79.4;9.6;11;12.5;87.2;64.2;31;5.4
24535;Simeyrols;25.2;61.4;37.4;1.2;8.6;89.6;81.3;17.8;0
24536;Singleyrac;16.1;59;33.6;7.4;34;65.5;64.5;33.1;15.3
24537;Siorac-de-Ribérac;46.6;64;24;12;0.5;99.5;83.9;11.9;0
24538;Siorac-en-Périgord;36.7;68.8;26.2;5;8;90.2;70.5;27.7;3.3
24540;Sorges et Ligueux en Périgord;40;76.5;16.9;6.6;2.1;97.3;82.1;14.9;0.6
24541;Soudat;73.8;49.4;40;10.6;0;97.6;83.3;14.3;0
24542;Soulaures;54.5;67.6;22.3;10.1;4.1;95.9;72.7;27.3;0
24543;Sourzac;32.5;81.6;8.7;9.7;3;96.7;81.7;16;0
24544;Tamniès;25.8;61.8;28.5;9.7;2.4;96.5;77;18;2.8
24545;Teillots;56.6;59.5;34.9;5.6;0;97.8;77.4;18.9;0
24546;Temple-Laguyon;54.5;64.7;23.5;11.8;0;97.1;86.4;4.5;0
24547;Terrasson-Lavilledieu;24.4;80.1;6;13.9;31.2;68.5;57.1;40.9;11
24548;Teyjat;48.2;71.7;20.2;8.1;1.5;96.4;82.8;11.3;0.8
24549;Thénac;52.2;66.8;23.1;10.1;1.3;98.3;76.1;18.2;0
24550;Thenon;34.3;71;15.9;13.1;14.5;85.3;64.1;33.3;10.4
24551;Thiviers;31.3;74.8;8.1;17.1;28.6;70.9;60.1;36.6;6.9
24552;Thonac;30;67.4;23.8;8.8;3.6;95.3;74.6;17.7;0
24553;Tocane-Saint-Apre;34.3;77.6;8;14.5;9.4;90.3;69.1;28.3;8
24554;La Tour-Blanche-Cercles;49.5;67.1;21.6;11.2;1.6;98.4;78.8;16.8;0.4
24555;Tourtoirac;48.4;66;28.9;5;4.2;95;81.8;13.7;1.5
24557;Trélissac;8.7;88.3;1.2;10.4;25.9;73.6;64.7;33.9;4.8
24558;Trémolat;38;54.9;41.7;3.5;7.3;92;78.3;19.1;3.7
24559;Tursac;22.8;60.5;31.4;8.1;2.6;97;81;11.4;0
24560;Urval;54.1;44.2;48.2;7.6;1.5;98.5;80.3;14.8;0
24562;Vallereuil;39.4;77.7;10.3;12.1;1.8;98.2;83.7;14.7;0
24563;Valojoulx;32.1;67.1;25.3;7.6;2.5;97;74.6;22.4;0
24564;Vanxains;59.2;65.8;25.1;9.1;1.3;98.7;79.2;17.9;2.2
24565;Varaignes;54.1;62.9;27.2;9.9;2.6;97.1;75;21.4;0.5
24566;Varennes;15.4;83.9;11;5.1;0.9;99.1;78.5;18.5;0
24567;Vaunac;57.3;76.6;15.4;8;2.5;96.9;78.2;11.3;0
24568;Vélines;33.6;74.9;7.7;17.4;7.5;91.8;69.5;26.2;4
24569;Vendoire;38.5;48.5;34.3;17.2;2.2;97.8;67.7;30.8;6.2
24570;Verdon;35;62.5;31.2;6.2;0;100;95;5;0
24571;Vergt;21.3;83.1;5;11.9;24.2;75.4;54.9;41.5;4.4
24572;Vergt-de-Biron;51.1;65.7;17.1;17.1;0;99.3;77.3;19.3;0
24573;Verteillac;37.4;65.7;26.1;8.2;6.2;86.8;67.8;27.4;2.1
24574;Veyrignac;27.2;64.5;33.3;2.2;3.9;94.7;75.5;23.8;10.2
24575;Veyrines-de-Domme;41.2;58.3;34.8;6.8;2.9;92;85.3;11.8;1
24576;Veyrines-de-Vergt;41.9;72;18.7;9.3;1.4;97.3;81.9;10.5;0
24577;Vézac;26.8;67.5;24.3;8.2;10.2;88.8;75.4;20.2;6.3
24580;Villac;51.6;50.9;36.6;12.5;0.8;99.2;91.4;4.7;0.8
24581;Villamblard;44.7;74.4;8.7;16.9;6.7;93.1;69.5;25.3;6.7
24582;Villars;52.6;65.8;20;14.2;1.6;97.9;83.5;15.7;1.7
24584;Villefranche-de-Lonchat;39.4;77;14;9;6.4;93.6;72.9;25.2;3.4
24585;Villefranche-du-Périgord;27.7;61;26.8;12.2;9.7;89.4;68.8;28.6;6.8
24586;Villetoureix;28.1;77.7;13.8;8.4;2.1;97.9;79.8;19.5;0
24587;Vitrac;20.1;69.5;21.6;8.9;5.8;93.7;83;14.2;0
25001;Abbans-Dessous;41.6;94.4;1.9;3.8;7.5;90.7;84.2;13.9;0
25002;Abbans-Dessus;22.1;93.8;3.1;3.1;6.9;93.1;91;7.4;0.8
25003;Abbenans;35.4;85.5;5;9.5;10.7;89.3;82.3;15.1;0.6
25004;Abbévillers;21.6;91.2;0.2;8.6;25.6;74.1;78.2;20.2;0.2
25005;Accolans;45.5;89.6;10.4;0;8.1;91.9;86.4;13.6;0
25006;Adam-lès-Passavant;48.6;85.4;12.2;2.4;7.3;92.7;71.4;17.1;0
25007;Adam-lès-Vercel;28.1;91.1;3;5.9;17.1;82.9;71.9;25;0
25008;Aibre;17.7;94.7;0;5.3;10.4;89.6;85.4;12.5;6.8
25009;Aïssey;17.1;89.6;0;10.4;14.1;85.9;74.3;21.4;0
25011;Allenjoie;26.3;95.5;0.3;4.2;7.5;92.5;90.1;6.8;0
25012;Les Alliés;27.6;75.5;24.5;0;8.7;91.3;84.5;13.8;0
25013;Allondans;28.8;90.4;3.5;6.1;15.7;84.3;77.9;19.2;0
25014;Amagney;17.5;93.3;2.5;4.3;9.8;90;86.2;12.4;2.1
25015;Amancey;20.8;89.6;3.2;7.2;24.1;71.5;59;36.3;4.3
25016;Amathay-Vésigneux;40.3;72.7;19.2;8.1;5.1;94.9;84.7;8.3;0
25017;Amondans;37.5;76.9;17.3;5.8;28.8;71.2;72.5;25;0
25018;Anteuil;34.7;90.2;3.9;6;9.1;90.9;82.5;17.1;4.7
25019;Appenans;35.6;89.7;4.3;5.9;9.2;90.2;84.2;13.4;0
25020;Arbouans;27.3;93.8;0.2;6;30.9;69.1;73.9;25.2;6.7
25021;Arc-et-Senans;26.2;86.8;3.9;9.3;15.4;84;74.5;23.8;6.6
25022;Arcey;16.7;94.8;0.2;5;6.5;91.8;85.2;13.5;1.9
25024;Arçon;22.1;85.2;6.2;8.6;21.8;78.2;78.5;16.4;0
25025;Arc-sous-Cicon;33.9;77;10.8;12.2;14.9;84.5;79.7;18.8;0.4
25026;Arc-sous-Montenot;38;77;12.8;10.2;7.6;92.4;88;5.4;0
25029;Aubonne;57.4;83.4;8.7;7.9;8;92;86.6;8.6;0
25030;Audeux;15.1;94.9;0.6;4.6;20.8;78.2;76.2;23.2;0.5
25031;Audincourt;19;85.6;1.1;13.3;57.1;42.3;50;48.6;28
25032;Autechaux;14;94.3;0.6;5;6.9;93.1;86;13.3;0
25033;Autechaux-Roide;25.1;92;2;6;7.8;92.2;92.1;6.6;0
25035;Les Auxons;7.6;96.2;1.1;2.8;11.3;88.7;80.7;18.9;2.8
25036;Avanne-Aveney;13.6;93.9;0.8;5.3;15.1;84.9;77.5;20.7;0
25038;Avilley;61.6;74.2;9.6;16.3;1;99;79.5;20.5;0
25039;Avoudrey;19.6;87.6;2.9;9.5;30.9;68.2;65.7;33;3.4
25040;Badevel;44.6;88.6;1.3;10.1;28.7;70.3;77.2;19.9;0.6
25041;Bannans;30.1;94.2;2.2;3.6;15.3;84.7;82.3;17;0
25042;Le Barboux;14.9;90.8;3.3;5.9;18.7;80.6;85.1;12.8;0
25043;Bart;19.8;94.3;0;5.7;19.2;80.1;77.6;20.7;4.4
25044;Bartherans;29.2;64.6;26.6;8.9;2.7;97.3;75;16.7;0
25045;Battenans-les-Mines;54.5;83.4;13.3;3.3;7.1;92.9;81.8;18.2;0
25046;Battenans-Varin;61.3;64.6;27.1;8.3;8.3;89.6;74.2;19.4;0
25047;Baume-les-Dames;15.9;85.7;1.5;12.7;48.7;50.9;58.9;39.4;13.8
25048;Bavans;13.2;91.9;0.3;7.8;27.7;72;71.7;27.1;14.6
25049;Belfays;24.5;89.2;5.4;5.4;10.9;89.1;83.7;16.3;0
25050;Le Bélieu;18.3;90.4;5.3;4.3;13.9;86.1;79.3;18.9;3.6
25051;Belleherbe;31;85;6.3;8.8;18.5;81.5;76.4;17.7;0
25052;Belmont;46.4;78.2;9.3;12.4;2.8;97.2;82.1;14.3;0
25053;Belvoir;45;79.8;16.1;4;14;84;82.5;15;0
25054;Berche;7.3;95.1;1;4;6;93.5;92.2;7.3;0
25055;Berthelange;18.5;94.8;1.2;4.1;6.1;93.1;89.5;8.9;0
25056;Besançon;16.3;87.2;2.7;10.1;86.1;12.5;35.2;62.5;22.6
25057;Bethoncourt;11.2;88.3;0.5;11.3;49.1;50.4;51.9;46.6;38.5
25058;Beure;33.8;83.9;1.2;14.9;40.2;59.3;63.7;34.4;0.2
25059;Beutal;19.8;88.5;1.6;9.8;17.6;82.4;76.6;20.7;0.9
25060;Bians-les-Usiers;19.6;79.5;10.1;10.4;23.5;76.2;82;16.9;0
25061;Bief;21.4;78.4;10.1;11.5;7.1;84.3;91.1;7.1;0
25062;Le Bizot;21.2;82.4;11.9;5.6;18.9;81.1;83.1;15.3;0
25063;Blamont;24.1;90.7;1.2;8.1;17.3;82.7;85.1;12.8;0.2
25065;Blarians;4;85.5;7.3;7.3;7;93;100;0;0
25066;Blussangeaux;51.4;66.7;21.1;12.3;5.6;92.7;88.6;5.7;0
25067;Blussans;35.4;89.1;3.3;7.6;5.4;93.5;87.8;9.8;0
25070;Bolandoz;34.4;83.1;7.6;9.3;16.6;83.4;74;20.8;0.6
25071;Bondeval;26.4;93.1;1.3;5.6;15.1;84.5;84.3;14.4;0
25072;Bonnal;53.8;78.6;21.4;0;6;94;84.6;15.4;0
25073;Bonnay;25.8;96.2;1.2;2.6;13;87;84.7;13.8;0.3
25074;Bonnétage;20.3;91.1;3.5;5.4;11.8;88.2;82.9;16.5;0
25075;Bonnevaux;33.5;82.6;13.9;3.5;18.5;81.5;79.1;18.9;0
25077;La Bosse;12.1;78;8.8;13.2;23.1;76.9;72.7;24.2;0
25078;Bouclans;20;92.7;1.8;5.6;14.7;85.1;77.7;20.1;1.4
25079;Boujailles;34.8;91.3;5.6;3.1;12.8;87.2;80.3;16.9;0
25082;Bourguignon;19.4;92.7;0.7;6.6;14.6;85.4;80.4;17.6;0
25083;Bournois;56.8;83.5;5.2;11.3;8.2;91.8;77.8;16;0
25084;Boussières;29.2;92.5;2.1;5.4;20.4;79.6;75.1;23.3;6.1
25085;Bouverans;22.3;87.8;6.1;6.1;28.3;71.1;71.6;26.4;0
25086;Braillans;9;98.2;0;1.8;5;95;93.6;5.1;0
25087;Branne;47.4;73.1;10.8;16.1;12.2;86;78.9;21.1;0
25088;Breconchaux;21.1;92.5;7.5;0;14.6;85.4;65.8;31.6;0
25089;Bremondans;45.9;76.7;12.7;10.6;14.6;85.4;78.4;16.2;0
25090;Brères;34.5;89.1;8.2;2.7;21.2;78.8;65.5;31;0
25091;Les Bréseux;29.6;93.7;3.2;3.2;14.6;85.4;82.8;15.6;0
25092;La Bretenière;45.2;77.7;12.4;9.9;0;100;87.1;9.7;0
25093;Bretigney;33.3;96.9;3.1;0;2.9;97.1;90.9;9.1;0
25094;Bretigney-Notre-Dame;53.2;80.8;10.5;8.7;1.7;98.3;87.2;12.8;0
25095;Bretonvillers;20.3;67;23.6;9.4;6.7;92.8;82.9;13.8;0
25096;Brey-et-Maison-du-Bois;31.2;84;8.9;7.1;24.5;73.7;66.7;29.2;0
25097;Brognard;13.3;94.3;0.5;5.2;5.8;93.2;88.6;10.3;0
25098;Buffard;51.3;66.9;17.5;15.6;6.9;93.1;82.5;15;0
25099;Bugny;12;95.2;1.6;3.2;31.8;68.2;59;37.3;0
25100;Bulle;16.7;88.7;1.8;9.5;23.6;76.4;86.1;13.9;0
25101;Burgille;23.1;90.7;0.5;8.8;5.3;94.7;88.2;11.3;0
25102;Burnevillers;37.5;84.2;10.5;5.3;0;100;93.8;0;0
25103;Busy;20.8;94.7;1.5;3.8;7.2;92.8;83.6;15.6;0
25104;By;30.6;72.5;6.9;20.6;2;98;61.1;27.8;2.8
25105;Byans-sur-Doubs;33.9;87.3;1.6;11.2;12.9;86.3;76.4;22.3;7
25106;Cademène;40;82.8;11.4;5.7;2.4;97.6;77.1;20;0
25107;Cendrey;60;82.5;4.9;12.6;4.9;93.2;85.9;11.8;0
25108;Cernay-l'Église;16.4;94.1;2.2;3.7;15.4;84.6;88.3;10.2;0.8
25109;Cessey;10.9;85.2;9.2;5.5;6.3;92.5;87.4;11.1;0
25110;Chaffois;18.7;92.3;0;7.7;20.2;79.6;81;17.4;0
25111;Chalèze;13.3;88.8;4.5;6.7;18.5;81.5;81.1;18.9;0
25112;Chalezeule;9.2;86.6;2.7;10.7;38.2;61.3;58.1;38.8;4.1
25113;Chamesey;39.2;85;6.7;8.3;5;93.3;84.3;15.7;0
25114;Chamesol;51.6;78.1;8.7;13.2;7.6;92.4;85.6;13.1;0
25115;Champagney;6.5;92.5;0.7;6.7;26.1;73.9;78.2;21;0
25116;Champlive;30.9;95.6;3.5;0.9;10.4;89.6;80;19.1;0
25117;Champoux;24.2;94.4;5.6;0;0;100;93.9;6.1;0
25119;Champvans-les-Moulins;12.2;98.5;0;1.5;9.2;90.8;82.7;16.5;0.7
25120;Chantrans;37.7;84.7;7.9;7.4;20.2;79.8;80.5;15.2;0
25121;Chapelle-des-Bois;50.9;46.5;51.7;1.8;41.9;57.2;75.9;18.5;0
25122;Chapelle-d'Huin;38.1;82.2;4.2;13.6;26.7;72.9;78.4;21.6;0
25124;Charmauvillers;43;75.7;10.8;13.5;17.3;82.7;76.3;21.9;0
25125;Charmoille;36.2;81.2;6.7;12.1;13.5;84.8;82.6;16.8;0
25126;Charnay;8.9;92.1;4.2;3.7;3.4;96.6;85.8;12.6;0
25127;Charquemont;21.3;86.6;1.9;11.5;41.5;58.4;72;26.9;6.7
25129;Chassagne-Saint-Denis;42.3;80.6;7.5;11.9;6.2;90.7;84.6;7.7;0
25130;Châteauvieux-les-Fossés;66.7;59.4;40.6;0;0;100;100;0;0
25131;Châtelblanc;37;52.3;37.2;10.5;28.8;71.2;81.5;14.8;0
25132;Châtillon-Guyotte;25.5;86.4;0;13.6;15.3;84.7;68.6;29.4;0
25133;Châtillon-le-Duc;5.4;96.7;0.7;2.5;7.6;92.1;87.3;10.9;0
25134;Châtillon-sur-Lison;66.7;57.4;42.6;0;0;100;50;33.3;0
25136;Chaucenne;16.2;95.4;1.5;3;8.7;91.3;85.5;12.8;0.5
25138;Les Terres-de-Chaux;53.4;78.5;15;6.4;10.6;89.4;82.8;10.3;0
25139;La Chaux;21.8;81.1;11.3;7.7;25.8;73.8;74.5;21.4;0
25141;Chaux-lès-Passavant;62.3;89.4;7.1;3.5;10.2;88.1;77.4;18.9;0
25142;Chaux-Neuve;20.9;58.9;37;4.1;19;81;80.6;15.1;0
25143;Chay;38.8;79.3;12.3;8.5;14;86;72.9;17.6;0
25145;Chazot;46.3;77.2;10.6;12.1;10.1;89.9;77.8;16.7;0
25147;Chemaudin et Vaux;12.6;95.1;0.9;4;15.4;84.6;73;25.7;6.1
25148;La Chenalotte;10.5;93.1;4.1;2.8;14.5;85;89.5;9.4;0
25149;Chenecey-Buillon;36.9;88.1;7.2;4.7;18.8;81.2;74.9;23.5;0
25150;Chevigney-sur-l'Ognon;16.2;91.4;2.6;6;0.9;99.1;88.6;11.4;0
25151;Chevigney-lès-Vercel;6.8;88;2;10;2;98;88.6;11.4;0
25152;La Chevillotte;10.9;86.1;11.1;2.8;7.5;92.5;67.4;30.4;0
25153;Chevroz;29.1;88.8;4.8;6.4;4.8;95.2;80;16.4;0
25154;Chouzelot;41.8;76.4;6.2;17.4;12.5;87.5;72.7;25.5;0
25155;Cléron;27.1;80.5;6.1;13.4;18.7;80.6;67.4;31;3.1
25156;Pays-de-Clerval;32.5;82;4.1;13.9;20.9;79;66.8;30.5;5.4
25157;La Cluse-et-Mijoux;13;87.8;3.8;8.4;41.5;58.2;68.4;27.9;0
25159;Colombier-Fontaine;24;91.4;0.6;7.9;29.3;70;68.3;30.5;13.4
25160;Les Combes;28.4;92.2;3.9;3.9;14.2;85.4;83.5;13.6;0
25161;Consolation-Maisonnettes;39.1;82.2;5.9;11.9;16.5;47.3;39.1;44.1;0
25162;Corcelles-Ferrières;6.6;89.3;0;10.7;8.2;91.8;88.2;11.8;0
25163;Corcelle-Mieslot;18.2;97;0;3;13.2;86.8;84.1;15.9;0
25164;Corcondray;31.2;87.7;2.7;9.6;17.8;82.2;73.4;26.6;0
25166;Côtebrune;33.3;80.3;6.6;13.1;2.7;97.3;86.7;10;0
25170;Courcelles-lès-Montbéliard;16.6;91.3;1.4;7.2;22.6;77.2;81.4;16.4;0.4
25171;Courcelles;19;89.4;4.6;6.1;26.4;73.6;73.8;23.8;0
25172;Courchapon;20.2;89.5;4.2;6.3;16.7;83.3;84.8;13.1;0
25173;Cour-Saint-Maurice;44.6;74.7;8.1;17.2;16.2;82.8;83.8;16.2;0
25174;Courtefontaine;40;91.9;3;5.2;7.4;91.7;82.7;16.4;0
25175;Courtetain-et-Salans;43.8;80;10;10;5;95;84.4;9.4;0
25176;Courvières;37.1;85.5;8;6.5;14.4;85.6;83.9;14.4;0
25177;Crosey-le-Grand;51.6;80.3;9.2;10.5;7.8;92.2;92.2;7.8;0
25178;Crosey-le-Petit;28;83.7;1.6;14.7;18.3;81.7;72;24;0
25179;Le Crouzet;20;83.6;8.2;8.2;6.7;93.3;88;8;0
25180;Crouzet-Migette;31.5;80.6;13.4;6;16.4;83.6;81.5;18.5;0
25181;Cubrial;47.5;79.4;14.1;6.4;6.5;93.5;80.3;16.4;1.6
25182;Cubry;47.5;59.7;13.4;26.9;9;89.6;77.5;20;0
25183;Cusance;46.7;74.5;15.3;10.2;15;85;80;13.3;0
25184;Cuse-et-Adrisans;39.5;78.6;12.8;8.6;2.8;97.2;78.1;21.9;0
25185;Cussey-sur-Lison;58.6;74.2;18.1;7.7;20.5;79.5;69;27.6;0
25186;Cussey-sur-l'Ognon;13.4;91.8;1.4;6.8;15.9;84.1;75.6;22.6;2.1
25187;Dambelin;27.3;89.6;3.2;7.2;9.7;90.3;85.6;13.9;0
25188;Dambenois;6.8;93.7;0.7;5.6;6.3;92;89.7;9.2;0
25189;Dammartin-les-Templiers;33.7;90.2;6.5;3.3;9.8;89.1;81.9;16.9;0
25190;Dampierre-les-Bois;32.1;91.8;0.6;7.5;26.1;73.9;76.3;23.3;5
25191;Dampierre-sur-le-Doubs;25.4;93.8;0.4;5.8;16.6;82.9;83.7;15.8;0
25192;Dampjoux;25.7;84.7;11.5;3.8;7.3;92.7;85.7;14.3;0
25193;Damprichard;21;88.6;1.9;9.5;34.1;65.8;68;31.3;11.8
25194;Dannemarie;28;90.8;9.2;0;16.3;83.7;76;20;0
25195;Dannemarie-sur-Crète;6.5;94.9;0.5;4.6;25;74.7;62.2;36.1;14.8
25196;Dasle;22.3;92.5;1;6.5;25.7;74.2;81.1;17.7;0.2
25197;Deluz;38.6;93.1;1.2;5.6;36.2;63.4;74.5;23.5;2.7
25198;Désandans;24.8;91.7;0;8.3;10.4;88.3;84.6;14.1;0
25199;Déservillers;30.9;83.2;8.4;8.4;9;91;87.1;10.8;0
25200;Devecey;6.6;92.9;0.8;6.3;23.2;76.3;72.5;26.8;11.9
25201;Dommartin;13.2;90.8;2.4;6.8;29.4;70.6;72.5;26.7;2.6
25202;Dompierre-les-Tilleuls;26.8;88.2;8.2;3.6;13.6;86.4;79.4;14.4;5.2
25203;Domprel;20.8;85.7;3.6;10.7;13.1;86.9;77.8;16.7;1.4
25204;Doubs;4.7;94.5;1.7;3.8;37;62.8;74.6;24.7;3.2
25207;Dung;14.3;93.4;0;6.6;5.5;94.5;89;10.3;2.2
25208;Durnes;14.3;85.6;11.1;3.3;10;88.9;88.3;9.1;0
25209;Échay;34.9;70.5;26.2;3.3;4.9;95.1;88.4;11.6;0
25210;Échenans;13.6;87.9;9;3;9;89.5;93.2;5.1;0
25211;Échevannes;14.3;76.1;19.6;4.3;2.2;97.8;97.1;0;0
25212;École-Valentin;5.9;94.6;1.1;4.3;30;69.5;64.4;32.8;9.8
25213;Les Écorces;16.3;92.1;1.7;6.3;9.4;90.6;90.5;9.1;0
25214;Écot;14.6;92.6;1.8;5.5;8.8;91.2;88;10.5;0
25215;L'Écouvotte;27.3;100;0;0;3;97;97;3;0
25216;Écurcey;17.7;91.7;1.8;6.5;4.4;95.6;84.7;12.1;0
25217;Émagny;24.7;91.8;2.8;5.3;27;73;65.4;33.1;3
25218;Épenouse;33.9;86.8;1.5;11.7;17.6;80.9;64.4;25.4;0
25219;Épenoy;21.6;88.9;3.8;7.3;16.9;82.7;76.2;22.9;0
25220;Épeugney;20.8;89.1;2.3;8.5;21.3;78.7;74.2;23.7;2.1
25221;Esnans;60;69.8;23.5;6.7;10.2;89.8;85;10;0
25222;Étalans;21.6;90.4;3.6;6;19.6;80.3;70.4;27.6;2.6
25223;Éternoz;49.1;70.7;17.3;12;9.8;89.8;83;15.1;0
25224;Étouvans;23.1;92.9;1.3;5.8;5.2;94.2;91.5;7;0
25225;Étrabonne;24.3;82.1;4.8;13.1;2.2;97.8;86.5;6.8;0
25226;Étrappe;18.5;97.9;0;2.1;5.3;94.7;92.4;7.6;0
25227;Étray;16.1;90.7;2.3;7;11.8;88.2;79.3;18.4;0
25228;Étupes;13.4;90.7;1;8.3;36.5;63.4;65.1;32.7;22.1
25229;Évillers;25.7;85.1;6.1;8.8;15.8;84.2;83.6;11.8;0
25230;Exincourt;19.8;93.2;0.5;6.3;17;82.9;79;19.5;5.3
25231;Eysson;41.3;83.6;3.6;12.7;3.6;96.4;93.5;6.5;0
