Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des rés. principales construites avant 1946 2016;Part des rés. principales dans le total des logements 2016;Part des rés. secondaires (y compris les logements occasionnels) dans le total des logements 2016;Part des logements vacants dans le total des logements 2016;Part des appartements dans le total des logements 2016;Part des maisons dans le total des logements 2016;Part des propriétaires dans les rés. principales 2016;Part des locataires dans les rés. principales 2016;Part des locataires HLM dans les rés. principales 2016
76559;Saint-Aubin-de-Crétot;28.3;95.2;0.4;4.4;0;100;86.9;12.1;0
76560;Saint-Aubin-Épinay;25.8;96.1;0.2;3.7;5.8;93.7;82.7;16;6.2
76561;Saint-Aubin-lès-Elbeuf;25.5;91.9;0.5;7.5;44.7;54.9;54.3;44.7;30.1
76562;Saint-Aubin-le-Cauf;26.4;89.2;5.5;5.3;0.8;96;85.7;13.5;0
76563;Saint-Aubin-Routot;23.4;95.5;0.2;4.3;1.6;97.3;89.3;9.2;0
76564;Saint-Aubin-sur-Mer;41.4;43.1;54.7;2.2;0;100;73.6;25.3;20.7
76565;Saint-Aubin-sur-Scie;23.8;90.9;2.6;6.5;11.8;87.8;70.5;25;10.2
76566;Sainte-Austreberthe;30;93.1;1.8;5.1;8.6;91.4;62;37.6;24.1
76567;Sainte-Beuve-en-Rivière;51.9;81;13.1;5.9;0;100;87;13;0
76568;Saint-Clair-sur-les-Monts;26.8;93.7;1.2;5.1;3.7;95.9;80.2;17.3;2.2
76569;Sainte-Colombe;39.7;78.8;17.2;4;0;100;83.3;16.7;7.7
76570;Saint-Crespin;27.9;89.9;7.1;3;0;99;87.5;11.3;0
76571;Sainte-Croix-sur-Buchy;38.7;92;3.1;4.9;0.7;98.7;89.1;10.6;0
76572;Saint-Denis-d'Aclon;20.6;81.1;11.8;7.1;26.2;73.8;44.1;54.4;47.1
76573;Saint-Denis-le-Thiboult;32.3;88.1;4.3;7.7;0;100;86.1;13.4;0
76574;Saint-Denis-sur-Scie;22.4;90.2;2;7.7;0.8;99.2;85.2;14.3;0.8
76575;Saint-Étienne-du-Rouvray;12.3;92.6;0.7;6.7;42.6;55.6;47.4;51.7;33.3
76576;Saint-Eustache-la-Forêt;27.5;92.2;3.4;4.4;11.9;87.4;71.7;26.9;22.1
76577;Sainte-Foy;25.5;93.4;3.9;2.6;0;99.6;92;7.5;0
76578;Sainte-Geneviève;72;79;14;7;0.7;99.3;84.1;13.3;0
76580;Saint-Georges-sur-Fontaine;23.8;96.9;0.3;2.8;0.8;99.2;87;11.9;0
76581;Saint-Germain-des-Essourts;31.4;89.5;5.3;5.3;0;98.8;90.8;8.5;0
76582;Saint-Germain-d'Étables;30.9;91.2;6.4;2.4;0;99.2;91.2;8.8;0
76583;Saint-Germain-sous-Cailly;12.2;94.3;2.5;3.3;0;100;95.7;4.3;0
76584;Saint-Germain-sur-Eaulne;40.5;88.6;5.2;6.2;0;100;89.3;10.7;0
76585;Saint-Gilles-de-Crétot;24.6;91;5.1;3.8;0;98.1;82.4;16.9;2.8
76586;Saint-Gilles-de-la-Neuville;35.1;94.6;2;3.4;1.5;97.8;89.9;9.7;0
76587;Sainte-Hélène-Bondeville;36.3;90.1;6.1;3.8;0;100;88.5;11.1;2.6
76588;Saint-Hellier;37.4;85.6;10.4;4.1;0;99.1;81.1;17.4;4.7
76589;Saint-Honoré;25.6;90.8;6.9;2.3;0;100;98.7;1.3;0
76590;Saint-Jacques-d'Aliermont;24.5;94.3;2.5;3.2;0;99.4;90.5;8.8;0
76591;Saint-Jacques-sur-Darnétal;17.2;94.9;0.7;4.4;2.4;97.1;86.1;11.7;0
76592;Saint-Jean-de-Folleville;21.8;93.8;0.6;5.6;0.9;97.6;86.4;12.6;0.6
76593;Saint-Jean-de-la-Neuville;24.5;97.9;1.7;0.4;0.9;98.3;86.8;10.9;0.5
76594;Saint-Jean-du-Cardonnay;19.7;94.4;0.8;4.7;0.7;98.6;86.3;12.6;0.5
76595;Saint-Jouin-Bruneval;29.3;87;8.4;4.7;2.9;94;88.2;11.1;1.9
76596;Saint-Laurent-de-Brèvedent;26.9;92.8;1.1;6.1;0.3;99.2;92.5;7;0
76597;Saint-Laurent-en-Caux;38.6;85.7;5;9.3;7.9;92.1;54.3;44.4;15.4
76598;Saint-Léger-aux-Bois;23.6;86.1;6.3;7.6;0;100;85.8;12.7;0
76599;Saint-Léger-du-Bourg-Denis;21.9;94.8;0.3;5;23.1;76.4;62.1;36.9;19.2
76600;Saint-Léonard;28.1;85;9.7;5.3;7.4;92.2;82.7;16.8;2.7
76601;Saint-Lucien;45.5;81.6;13.8;4.6;0;100;93.2;6.8;0
76602;Saint-Maclou-de-Folleville;32.3;91.5;4.1;4.4;1.4;98.3;78.8;20.4;3.5
76603;Saint-Maclou-la-Brière;38.3;91.3;4.6;4.1;0.5;97.9;84.1;15.3;0.6
76604;Saint-Mards;50;83.3;11.5;5.2;1;99;85;13.8;0
76605;Sainte-Marguerite-sur-Mer;24.2;47.4;49.5;3.1;0.4;99.6;80.5;16.7;0
76606;Morienne;39.4;83.6;5.9;10.5;1.2;97.6;81.7;14.1;0
76608;Sainte-Marguerite-sur-Duclair;17.2;96.1;0.5;3.4;2.4;97.5;84.5;14.8;5.1
76609;Sainte-Marie-au-Bosc;24.6;85;6.5;8.5;0.7;95.4;90;10;0.8
76610;Sainte-Marie-des-Champs;15.4;94.1;0.5;5.4;3.3;96.2;75.9;23.1;7.8
76611;Saint-Martin-aux-Arbres;45.1;91.8;3.7;4.5;0.7;99.3;91;9;0
76612;Saint-Martin-au-Bosc;44.4;80.4;13.6;6;0;100;84.4;13.3;0
76613;Saint-Martin-aux-Buneaux;46.9;44.3;53;2.7;3.5;95.4;72.2;26;9.6
76614;Saint-Martin-de-Boscherville;26;92.5;2.4;5.1;1.5;98.5;85.6;13.5;3.2
76615;Saint-Martin-du-Bec;24.6;94.7;1.6;3.7;0.4;99.6;92.2;7.8;0
76616;Saint-Martin-du-Manoir;16.1;97.3;0.5;2.2;0;99.7;93.5;5.1;1.6
76617;Saint-Martin-du-Vivier;13.5;98.2;0.6;1.2;0.8;99.2;93.7;6;0
76618;Petit-Caux;20.5;86.2;8.4;5.4;2.4;96.7;79.2;19.3;5.2
76619;Saint-Martin-le-Gaillard;40.7;76.7;15.5;7.8;0;99.4;76.5;18.8;0
76620;Saint-Martin-l'Hortier;26.3;94.9;2.1;3.1;1.7;98.3;87.7;10.5;0
76621;Saint-Martin-Osmonville;30.5;92.1;2.9;5;1.8;97.7;88.4;10.6;0
76622;Saint-Maurice-d'Ételan;44.5;84.2;9.3;6.5;0;99.3;80.7;16;0.8
76623;Saint-Michel-d'Halescourt;88;78.4;18.5;3.1;0;98.4;76;24;0
76624;Saint-Nicolas-d'Aliermont;21.7;89.6;1.8;8.6;17.6;82;62.9;36;15.6
76626;Saint-Nicolas-de-la-Haie;20;95.1;3.1;1.8;0.6;99.4;92.9;6.5;0
76627;Saint-Nicolas-de-la-Taille;21.6;93.2;2.4;4.4;1.6;97.9;84.6;15.2;0
76628;Saint-Ouen-du-Breuil;21.3;94.4;2;3.6;2.5;97.1;82.4;17.3;10.6
76629;Saint-Ouen-le-Mauger;34;95.5;1.8;2.7;1;99;84;15;0
76630;Saint-Ouen-sous-Bailly;33.7;87.4;4.5;8.1;0;100;88.8;10.1;0
76631;Saint-Paër;33.9;96.4;0.7;2.9;1.4;98;84.6;13.7;4.9
76632;Saint-Pierre-Bénouville;41.2;91.9;4.3;3.7;1.2;98.1;76.4;22.3;6.8
76634;Saint-Pierre-de-Manneville;29.5;90.6;3.1;6.3;0.3;99;80.6;17;9.8
76635;Saint-Pierre-des-Jonquières;51.4;66;17;17;0;100;91.4;8.6;0
76636;Saint-Pierre-de-Varengeville;20.1;96.2;0.2;3.6;8.5;91.4;77.6;21.6;14.3
76637;Saint-Pierre-en-Port;43.5;59.7;33.4;6.9;5.2;94.4;70.1;26.6;5.4
76638;Saint-Pierre-en-Val;19.9;95.5;1.9;2.6;1.5;98.5;90.5;9.3;0
76640;Saint-Pierre-lès-Elbeuf;15.9;93.5;0.5;6;31.1;68.8;63.4;35.5;23.4
76641;Saint-Pierre-le-Vieux;47;68.9;21;10.1;0.8;97.6;86.7;12;0
76642;Saint-Pierre-le-Viger;39.6;80.4;12.4;7.3;0.7;99.3;70.3;28.8;15.3
76644;Saint-Rémy-Boscrocourt;23.1;89.7;3.6;6.7;1.7;97.8;82;15.5;0
76645;Saint-Riquier-en-Rivière;49.2;75.1;10.7;14.2;7.5;92.5;71.2;28.8;0
76646;Saint-Riquier-ès-Plains;27.4;78.8;17.2;4;0.7;99;63.4;34.5;14.3
76647;Saint-Romain-de-Colbosc;20.2;91.4;1.6;6.9;34.8;65;55.4;42.7;14.3
76648;Saint-Saëns;49.2;88.8;1.9;9.3;28.3;71.5;50.6;47.4;19.1
76649;Saint-Saire;43.5;79.9;10.7;9.4;3.4;95;75;24.1;0
76650;Saint-Sauveur-d'Émalleville;15.5;95.2;1.2;3.5;0.4;99.6;94.4;5.6;0
76651;Saint-Sylvain;38;78;17;5;0;99;57;41.8;1.3
76652;Saint-Vaast-d'Équiqueville;25.6;86.5;6.5;7;2.2;97.5;74.7;24.9;6.5
76653;Saint-Vaast-Dieppedalle;48.6;70;24.1;5.9;0;96.1;77.1;21.5;7.6
76654;Saint-Vaast-du-Val;25.7;93.2;1.7;5.1;0;100;88.4;9.2;0
76655;Saint-Valery-en-Caux;16.3;67.7;21.3;11;45.4;53.9;40.4;57;26.2
76656;Saint-Victor-l'Abbaye;37.8;89.9;4.3;5.8;2.1;97.6;60.2;39.1;19
76657;Saint-Vigor-d'Ymonville;25.5;94.1;1;4.9;0.7;99;86.7;12;2.6
76658;Saint-Vincent-Cramesnil;23.1;96;1.4;2.6;1.6;98.4;91.1;7.7;0
76660;Sandouville;19.6;90.9;4.7;4.4;6.6;92.8;83.2;15.1;10.7
76662;Sassetot-le-Malgardé;45;67.2;21.3;11.5;0;96.7;92.5;5;0
76663;Sassetot-le-Mauconduit;44;60.4;31.1;8.5;4.3;90.5;72.7;26.4;8
76664;Sasseville;24.2;83.8;3.9;12.3;0.8;99.2;58.6;40.4;10.1
76665;Sauchay;22.4;86.9;7;6.1;0.5;99;90;9.4;0
76666;Saumont-la-Poterie;61.3;80.9;9.8;9.3;0;99.5;86.7;12.7;0
76667;Sauqueville;31.7;90.2;5.2;4.6;3.8;96.2;87.3;12;0
76668;Saussay;28.4;97.8;1.5;0.7;0;100;93.3;5.2;0
76669;Sausseuzemare-en-Caux;43.8;89.5;8.3;2.2;0;97.8;93.8;5.6;0
76670;Senneville-sur-Fécamp;30.6;85.6;10.8;3.7;2.6;91.7;82.6;15.4;0.3
76671;Sept-Meules;42;85.4;12.2;2.4;1.2;98.8;81.2;14.5;0
76672;Serqueux;35.2;90.2;1.3;8.5;5.5;94.2;69;29.8;8.7
76673;Servaville-Salmonville;12.8;97.4;0.2;2.4;0.2;99.8;91.1;8;2.4
76675;Sierville;24.2;94.8;0.9;4.3;0.2;99.5;87.9;11.1;0
76676;Sigy-en-Bray;44.9;85.2;7.8;7;0.4;99.6;81.6;16.4;0.5
76677;Smermesnil;40.1;86.9;8.6;4.6;1.7;97.1;77;21.7;0
76678;Sommery;43.3;83.4;6;10.6;0.3;99.7;74.8;24;6.1
76679;Sommesnil;52.8;76.9;16.2;6.9;0;100;77.8;19.4;0
76680;Sorquainville;51.4;85;13.8;1.3;0;98.8;87.1;11.4;0
76681;Sotteville-lès-Rouen;25.1;92.1;1.2;6.7;48.1;51.7;50.2;48.7;31.1
76682;Sotteville-sous-le-Val;18.8;92.1;0.7;7.2;4.8;94.5;83.9;15.4;4.1
76683;Sotteville-sur-Mer;40.4;46.5;41.3;12.2;0;98.6;65.2;33.5;11.2
76684;Tancarville;21.3;93.4;2;4.6;11.4;88.6;76.5;21.8;9.2
76685;Thérouldeville;25.3;88.8;6.7;4.6;8.4;91.6;77.9;21.7;7.1
76686;Theuville-aux-Maillots;45;84.3;12.2;3.5;0;100;80.8;18.7;0
76688;Thiergeville;48.4;88.3;7.8;3.9;3.9;96.1;81.8;16.4;0
76689;Thiétreville;50;88.5;6.3;5.2;3.4;96.6;83.3;16;6
76690;Thil-Manneville;21.8;90.4;6.4;3.2;0;99.2;83.1;16.5;0
76691;Le Thil-Riberpré;54.4;86.4;8.8;4.9;1;99;95.6;3.3;0
76692;Thiouville;43;84.5;8.1;7.4;3;95.6;74.6;24.6;9.6
76693;Le Tilleul;30;84.6;10.3;5.1;2.1;97.9;92.1;7.9;0
76694;Tocqueville-en-Caux;41.7;66;21.2;12.7;0;100;83.3;12.5;0
76695;Tocqueville-les-Murs;35.5;94.7;1.8;3.5;0;100;87.3;12.7;4.5
76697;Torcy-le-Grand;31.5;85.8;7.1;7.1;1.4;98.3;79;20.7;7.9
76698;Torcy-le-Petit;44.9;88.7;2.6;8.7;0.4;99.1;85.4;14.1;0.5
76699;Le Torp-Mesnil;20.9;91.3;5.6;3.1;0;98.9;85.9;14.1;0
76700;Tôtes;17.6;90.3;1.6;8.1;17.8;81.8;46.7;52;30.1
76702;Touffreville-la-Corbeline;31.6;93.8;2.5;3.6;2.8;97.2;80.6;18.2;3.3
76703;Touffreville-sur-Eu;35.2;80.7;16.5;2.8;0.9;96.3;93.2;6.8;0
76705;Tourville-la-Rivière;15.6;97;0.1;2.9;20.3;79;59.8;38.7;27.2
76706;Tourville-les-Ifs;35.1;91.4;6.6;2;1.8;97.5;88.7;10.5;0
76707;Tourville-sur-Arques;16.9;92.6;2.5;4.9;0.7;98.7;85.1;13.5;5.2
76708;Toussaint;25.3;93.8;2.2;4;2.8;96.9;85.2;14.1;5.3
76709;Le Trait;23.5;92.9;0.6;6.6;39.9;59.8;47.2;51.7;38.8
76710;Trémauville;58.7;87;9.3;3.7;3.8;96.2;91.3;8.7;0
76711;Le Tréport;32;58.5;34.2;7.3;44.5;55.2;41;56.7;26.7
76712;La Trinité-du-Mont;17.7;93.4;0.7;5.9;0.6;99.4;85.6;14.1;7.2
76714;Les Trois-Pierres;23.2;91.7;2.9;5.4;0.6;98.1;92.3;5.4;0
76715;Trouville;29;98.6;0;1.4;0.4;99.6;91.3;8.3;0.4
76716;Turretot;11.6;97;1.2;1.7;4;95.7;79.7;19.9;13.8
76717;Val-de-la-Haye;38.5;94;2.3;3.6;4.9;95.1;83.2;15.5;6.2
76718;Valliquerville;25.3;91;2.3;6.8;3.6;93.2;85.1;14.2;0
76719;Valmont;43.9;82.8;7.9;9.3;26.4;72.6;52.4;43.4;9.1
76720;Varengeville-sur-Mer;24.2;62.4;34;3.6;8.8;91.2;69.6;28.3;15.1
76721;Varneville-Bretteville;37;90;6.1;3.8;0.7;98.7;80.7;14.8;0
76723;Vassonville;29.8;89.5;4.7;5.8;0;100;89;9.7;0
76724;Vatierville;48.1;78.1;18.5;3.4;0;96.8;80.8;17.3;0
76725;Vattetot-sous-Beaumont;29.1;92.3;2.8;4.9;0.4;99.6;92;8;1
76726;Vattetot-sur-Mer;40.8;43;54.2;2.7;0.7;98.6;85;11.7;0
76727;Vatteville-la-Rue;26.4;88.3;6.6;5.1;0.4;99.4;84.3;14.3;5.7
76728;La Vaupalière;12.7;94.6;1;4.4;0.6;98.9;88.9;9.3;0.2
76730;Veauville-lès-Quelles;56.9;78.5;15.4;6.2;0;100;78.4;21.6;0
76731;Vénestanville;47.9;84.3;11.4;4.3;0;100;87.3;12.7;0
76732;Butot-Vénesville;39.8;74.9;20.2;4.9;0;99.2;69.9;26.9;16.1
76733;Ventes-Saint-Rémy;37.5;84.7;11.2;4.1;0;97;89.8;5.7;0
76734;Vergetot;32.8;92.6;3.1;4.3;0.6;99.4;95.9;2.7;0
76735;Veules-les-Roses;44.7;37.6;57.2;5.3;22.3;77.6;65.1;32.9;9.6
76736;Veulettes-sur-Mer;37.1;28.7;67.9;3.4;7.9;71.6;63.9;35.5;8
76737;Vibeuf;22.6;91.9;3.3;4.9;0;100;85;12.4;0.4
76738;Vieux-Manoir;19.9;93.9;1;5.1;4.8;94.9;85.9;12.7;0
76739;Vieux-Rouen-sur-Bresle;54.6;82.5;4;13.6;0.7;99.3;75.9;22.5;2.8
76740;La Vieux-Rue;16.6;95;2.7;2.3;1.9;98.1;92.5;6.5;0
76741;Villainville;30.4;81.3;13.1;5.5;0;100;90.2;9.8;0
76743;Villers-Écalles;17.6;95.3;0.5;4.1;0.4;99.6;86.6;12.3;3.2
76744;Villers-sous-Foucarmont;41.7;89.2;5.4;5.4;1.1;98.9;76.2;23.8;9.5
76745;Villy-sur-Yères;35.4;82.9;11.7;5.3;3.1;96.9;78.5;21.5;0
76746;Vinnemerville;37.5;70.9;23.8;5.2;0.8;99.2;86.4;11.4;6.8
76747;Virville;25.2;93.7;3.1;3.1;0;100;90.7;9.3;0
76748;Vittefleur;39.1;67.2;24.4;8.4;0.5;87.1;77;21.6;4.6
76749;Wanchy-Capval;58;79.9;14.1;6;0;100;83.1;14.9;0
76750;Yainville;5.6;93.8;1.4;4.8;18.4;81;51.7;46.8;36.1
76751;Yébleron;35.2;91.3;2.6;6.2;20.4;79.1;64.8;33.5;18.8
76752;Yerville;18.3;92.9;0.8;6.4;17.3;80.2;52.5;46.6;18.2
76753;Ymare;9.3;96.3;1;2.7;4;95.3;84.2;15.4;5.2
76754;Yport;65.1;51.5;41.2;7.3;10.2;89.7;59.7;37.1;14.9
76755;Ypreville-Biville;47.4;86.9;10.6;2.4;2.4;94.3;80.8;19.2;4.7
76756;Yquebeuf;29.9;95.6;2.2;2.2;1.1;98.9;87.4;12.6;0
76757;Yvecrique;19.2;93;1.6;5.4;1.2;98.8;66.2;33.3;23.8
76758;Yvetot;16.3;91.2;1.1;7.7;48.7;50.7;37.1;61.7;28.8
76759;Yville-sur-Seine;33.3;88.7;3;8.4;0;99;90.6;8.3;0
77001;Achères-la-Forêt;25.3;77;19.5;3.5;2.6;96.3;89.7;7;0
77002;Amillis;44.9;77.6;10.8;11.6;6.4;83.3;82.4;13.9;0
77003;Amponville;34.5;77.5;16.6;5.9;0.5;98.9;83.4;14.5;0
77004;Andrezel;47.9;89.6;0.7;9.6;2.2;97.8;90.1;8.3;0
77005;Annet-sur-Marne;17.6;92;0.7;7.3;21.5;77.4;78.8;19.6;0
77006;Arbonne-la-Forêt;15.1;85.8;8.3;5.9;2.2;97.8;88.1;9.8;0
77007;Argentières;30.7;94.1;3.3;2.6;0;100;94.4;4.3;0
77008;Armentières-en-Brie;20.9;90;2.9;7.1;18;81.8;74.4;24.7;0
77009;Arville;71.4;81.2;7.2;11.6;0;100;83.9;14.3;0
77010;Aubepierre-Ozouer-le-Repos;34.8;88.7;1;10.3;4.4;94.9;82.6;15.1;0
77011;Aufferville;54.8;80.9;7.3;11.8;4.9;95.1;86.4;13.1;0
77012;Augers-en-Brie;58.5;85.7;6.3;7.9;0;100;79.7;17.8;0.8
77013;Aulnoy;51.5;88.8;9.4;1.9;2.5;97.5;83.1;16.2;0
77014;Avon;14.1;86.9;2.5;10.6;73.2;25.4;54.8;42.9;11.8
77015;Baby;47.6;80.8;13.5;5.8;0;100;83.3;11.9;0
77016;Bagneaux-sur-Loing;22.7;91.5;2.4;6;41.1;57.9;49.6;49.5;42
77018;Bailly-Romainvilliers;2.4;87.5;7.6;4.9;43.3;54.8;57.5;41.6;14.9
77019;Balloy;38.5;77.7;16.5;5.9;0.6;99.4;91.5;6.2;0
77020;Bannost-Villegagnon;35.1;84.6;10.2;5.2;2;97.3;87;11.3;0
77021;Barbey;37.7;75.2;6.5;18.3;0;100;82;14.8;0
77022;Barbizon;30.5;66.3;21;12.7;12.1;87.3;79.6;18.7;0.2
77023;Barcy;39.1;93.8;4.2;2.1;0;100;80.9;18.2;0
77024;Bassevelle;48.6;89;5.5;5.5;2.4;96;78.8;20.5;0
77025;Bazoches-lès-Bray;35.6;81.3;12.2;6.5;2.6;91.2;87.1;11.1;0
77026;Beauchery-Saint-Martin;54;81.4;6.9;11.7;0;99.4;79.1;19.4;0
77027;Beaumont-du-Gâtinais;49.9;74.6;13.6;11.8;5.7;93.6;83.2;14.9;3.1
77029;Beauvoir;58;85.4;7.8;6.8;6.8;93.2;75;17;0
77030;Bellot;38;79.4;11;9.6;6.9;92.9;86.5;10.8;0
77031;Bernay-Vilbert;42.3;88.3;6;5.7;3.6;95.3;86;10.5;0
77032;Beton-Bazoches;44;77.8;10.5;11.7;12.9;82;78;20.4;2.2
77033;Bezalles;23.5;94.8;1.7;3.5;2.3;97.7;82.7;17.3;0
77034;Blandy;46.4;83.3;5.9;10.8;11.2;88.5;81.5;16.9;0
77035;Blennes;43;71.9;18.4;9.7;0;99.7;96.4;1.8;0
77036;Boisdon;33.3;87.1;8.1;4.8;0;98.3;86.3;13.7;0
77037;Bois-le-Roi;30.8;87;6.9;6.1;12.7;87.1;80.7;16.2;1.1
77038;Boissettes;24.1;81.6;7.7;10.7;9.9;90.1;81.8;14.5;0
77039;Boissise-la-Bertrand;16.9;86.4;5.5;8.2;7.4;92.6;84.1;15.1;0.3
77040;Boissise-le-Roi;3.9;95.2;1.3;3.5;9.2;90.5;82.6;16.7;10.6
77041;Boissy-aux-Cailles;47.2;75.3;22.9;1.8;0;100;90.4;8.8;0
77042;Boissy-le-Châtel;26.9;88;4.4;7.6;5.5;93.7;89.6;9.2;0
77043;Boitron;33.6;80.9;13.3;5.8;0.6;98.8;91.4;7.9;0
77044;Bombon;44.4;89;3.7;7.3;2.9;96.6;89.7;7.9;0
77045;Bougligny;43.7;85.1;5.8;9.1;0.6;99.4;89.5;8.7;0.7
77046;Boulancourt;25.6;70.9;25.2;3.9;0.9;99.1;78.8;16.7;0
77047;Bouleurs;21.2;92.5;2.5;5;12.9;83.5;77.1;19.3;2
77048;Bourron-Marlotte;44.5;82.6;10.1;7.3;12.4;87.3;74.5;22.9;5.6
77049;Boutigny;29.5;91.7;2.7;5.6;2.9;94.9;86;11.1;0
77050;Bransles;48.9;72.1;10.9;17;3.7;95.6;82.5;17;0
77051;Bray-sur-Seine;32.8;80.7;2.1;17.2;38.1;55.9;44.3;53.8;18.5
77052;Bréau;32.3;88.6;4.3;7.1;0;99.2;94.4;1.6;0
77053;Brie-Comte-Robert;7.2;94.8;0.9;4.3;57.2;42.3;56;42.3;16.3
77054;La Brosse-Montceaux;31.4;91.2;2.5;6.3;1.9;98.1;88.3;10.4;6.6
77055;Brou-sur-Chantereine;10.1;87;7.7;5.3;68.2;31.4;50.5;46.8;26.8
77056;Burcy;55.9;76.5;17.4;6.1;0;100;85.3;11.8;0
77057;Bussières;56.8;91.3;3.1;5.6;15.4;83.1;77;21.9;0.6
77058;Bussy-Saint-Georges;1.3;94.9;1;4.1;67.5;30.8;52.3;46.5;14.6
77059;Bussy-Saint-Martin;19.9;91.7;3.4;4.8;7.6;92.1;84.6;10.9;0
77060;Buthiers;32.6;72.6;17.2;10.3;1.1;98.6;85.7;11.8;0
77061;Cannes-Écluse;14.5;93;1.2;5.8;16.3;83.2;76.5;22.4;6.8
77062;Carnetin;28.8;89.1;0.5;10.4;19.7;79.8;78.6;20.3;0.5
77063;La Celle-sur-Morin;39.7;88.6;5.6;5.8;2.1;96.6;88.1;9.1;0.2
77065;Cély;28.8;87.6;6.3;6.1;1.6;98.4;89;5.5;0
77066;Cerneux;47.2;78.8;10.9;10.3;4.5;95.5;80.5;17.9;0
77067;Cesson;5.8;94.9;1.2;3.9;18.3;80.5;78.3;20;8.1
77068;Cessoy-en-Montois;65.7;80.1;12.8;7.2;1.6;98.4;92.2;6.9;0
77069;Chailly-en-Bière;21.4;87;4.5;8.5;14.5;84.8;75.6;22.9;1.6
77070;Chailly-en-Brie;31.5;90.2;2.9;7;8.7;89.4;79.6;17.4;0
77071;Chaintreaux;59.6;80.9;11.5;7.5;0.5;99.3;90.7;8.1;0
77072;Chalautre-la-Grande;41.5;80;11.8;8.3;0.6;99.1;83.8;14.2;5.8
77073;Chalautre-la-Petite;27.8;87.5;6.3;6.3;1.5;98.5;89.3;8.5;0
77075;Chalifert;16.9;86.7;2.8;10.4;14;83.9;79.8;17.1;0
77076;Chalmaison;38;89.8;4.3;5.9;0;100;90.9;7.7;0
77077;Chambry;34.9;94.5;0.5;5;10.5;88.4;79.6;18.5;0
77078;Chamigny;26.9;89.4;2.8;7.8;5.6;94.4;86;11;0
77079;Champagne-sur-Seine;24.7;86.6;1.8;11.6;50.9;48.9;48.7;50.2;35
77080;Champcenest;54.7;84.8;9.8;5.4;6.8;93.2;81.3;18.7;0
77081;Champdeuil;18.3;93.8;0;6.2;14.3;85.3;79.5;19.4;1.5
77082;Champeaux;33.3;91.4;2.7;5.9;15.6;83.8;87.6;10;0.3
77083;Champs-sur-Marne;5;94.6;1.2;4.2;67.8;29.2;48.5;49.6;25.9
77084;Changis-sur-Marne;24.9;88.5;5;6.5;7;93;88.5;10.2;3
77085;Chanteloup-en-Brie;2.4;95;0.8;4.1;37;62.7;64.4;35.1;14.7
77086;La Chapelle-Gauthier;31.7;92.3;1.8;6;20.6;79;76.7;22.5;11.7
77087;La Chapelle-Iger;53.2;79.5;14.1;6.4;3.8;96.2;87.1;11.3;0
77088;La Chapelle-la-Reine;14.5;90.9;1.4;7.7;27.2;72.3;67.1;30.4;18.6
77089;La Chapelle-Rablais;26.2;89.5;8.2;2.3;1.8;97.9;93.4;5.8;0
77090;La Chapelle-Saint-Sulpice;37.6;88.8;8.7;2.5;1.2;98.8;88.2;11.8;0
77091;Les Chapelles-Bourbon;12.5;92.8;2.6;4.6;9.9;90.1;81.6;15.8;1.3
77093;La Chapelle-Moutils;51.7;75.4;13.2;11.4;3.5;96.1;81.4;15.7;0
77094;Charmentray;29;92.8;1;6.2;16.6;81.6;70.1;23.4;0
77095;Charny;17.7;96.4;2.1;1.5;11.1;88.7;81.7;17.7;0.8
77096;Chartrettes;25.6;89.8;4.5;5.6;12.4;87.3;83;15;1.4
77097;Chartronges;28.8;91.7;5.8;2.5;0;100;89.4;7.7;0
77098;Châteaubleau;42.9;89.2;7;3.8;1.9;97.5;90.7;5;0
77099;Château-Landon;40.8;73.7;8;18.3;12.2;83.3;72.6;24.9;4.9
77100;Le Châtelet-en-Brie;12.5;90.3;3;6.7;15.1;83;77.2;20.2;7.2
77101;Châtenay-sur-Seine;37.5;88.9;3.4;7.7;0.7;99.3;88;9.9;0
77102;Châtenoy;47.1;89.1;0;10.9;1.3;98.7;91.2;7.4;0
77103;Châtillon-la-Borde;44.7;80.8;3.7;15.6;1;99;91.8;8.2;0
77104;Châtres;20.6;89.8;6.6;3.6;2.8;96.3;94.8;3.2;0
77106;Chauffry;30.9;86.6;6;7.4;4.2;95.4;88.5;9.9;0
77107;Chaumes-en-Brie;27.5;84.3;4.4;11.3;30.4;68;71.6;23;3.3
77108;Chelles;10;92.4;1;6.6;53.6;44.9;56.2;41.8;20.9
77109;Chenoise-Cucharmoy;31.9;84.7;4.6;10.6;12.4;86;74.3;23.1;9.4
77110;Chenou;57.4;80.3;13.1;6.6;2;97.4;91;9;0
77111;Chessy;5.5;89;2.6;8.4;58.9;39.3;51.8;46.2;11.1
77112;Chevrainvilliers;50.9;76.9;8.9;14.2;0;100;95.4;2.8;0
77113;Chevru;23.3;91.3;5.4;3.2;3.2;96.5;87.3;11.9;0
77114;Chevry-Cossigny;11.4;95.9;1.4;2.7;23.7;76.1;75.7;22.5;8.1
77115;Chevry-en-Sereine;51.7;73.9;20;6.1;3.2;96.1;88.4;10.1;0.5
77116;Choisy-en-Brie;39.2;85.2;4.8;10;3.6;96.4;83.2;15.4;0
77117;Citry;54.4;77.5;8.4;14.1;12.9;84.5;85.2;12.1;0
