Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est un CAP ou un BEP, dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2016;Part des diplômés de l'enseignement sup. dans la pop. non scolarisée de 15 ans ou + 2016
68379;Wolfgantzen;24.1;35.2;17.5;23.2
68380;Wolschwiller;21.6;42.6;16.8;19
68381;Wuenheim;21.6;35.2;17.4;25.9
68382;Zaessingue;26.2;28.4;18.5;26.9
68383;Zellenberg;21.5;24.7;20.6;33.2
68384;Zillisheim;20.4;33.2;17;29.5
68385;Zimmerbach;16.1;30.2;16.2;37.4
68386;Zimmersheim;12.5;32.1;19;36.3
69001;Affoux;21.9;25.6;26.7;25.9
69002;Aigueperse;30.3;34.8;21.9;12.9
69003;Albigny-sur-Saône;34.7;18.4;15.1;31.7
69004;Alix;27.3;22.1;15.8;34.8
69005;Ambérieux;25.2;31.5;21.9;21.4
69006;Amplepuis;40.7;27.6;14.4;17.3
69007;Ampuis;22.6;28.3;18.3;30.8
69008;Ancy;25.3;26.4;15.8;32.5
69009;Anse;24.6;21.9;17.6;35.9
69010;L'Arbresle;28.4;25;17.1;29.5
69012;Les Ardillats;21.9;31.6;20.8;25.7
69013;Arnas;25.4;29.3;16;29.4
69014;Aveize;47.9;17.5;19.1;15.6
69016;Azolette;44.3;30.7;19.3;5.7
69017;Bagnols;24.7;24.3;18.7;32.3
69018;Beaujeu;33.5;33.4;15.8;17.3
69019;Belleville-en-Beaujolais;33.6;28.2;17;21.2
69020;Belmont-d'Azergues;37.7;19.4;20.1;22.8
69021;Bessenay;32.3;24;17.6;26.1
69022;Bibost;22.5;31;18.8;27.8
69023;Blacé;23.3;29.6;17.4;29.7
69024;Val d'Oingt;27.2;24.2;17.4;31.2
69026;Le Breuil;19.2;26.1;19.5;35.2
69027;Brignais;26.7;22.3;16.6;34.3
69028;Brindas;16.4;22;17.8;43.8
69029;Bron;30.4;20;16.1;33.6
69030;Brullioles;21.6;27.6;25.3;25.5
69031;Brussieu;23;26.9;22;28.1
69032;Bully;20.4;28.6;17.5;33.5
69033;Cailloux-sur-Fontaines;16.8;21.4;18.4;43.4
69034;Caluire-et-Cuire;21.6;16.4;15.9;46.2
69035;Cenves;21.4;28.3;17.7;32.5
69036;Cercié;30.4;31.4;15.6;22.6
69037;Chambost-Allières;28.2;33.9;15.9;21.9
69038;Chambost-Longessaigne;27.3;28.5;15.9;28.2
69039;Chamelet;18.1;33.7;19.3;29
69040;Champagne-au-Mont-d'Or;21.9;18.8;15.5;43.8
69042;La Chapelle-sur-Coise;18.5;31.2;20.8;29.4
69043;Chaponost;17.4;19.7;15.3;47.6
69044;Charbonnières-les-Bains;17.3;11.6;16;55.2
69045;Charentay;19.5;31.7;19.7;29.1
69046;Charly;19.3;18;17.2;45.6
69047;Charnay;22.6;19.3;15.8;42.3
69049;Chasselay;22.2;17.3;15.8;44.8
69050;Châtillon;18.6;23.9;15.7;41.8
69051;Chaussan;15.9;28.7;18.5;36.9
69052;Chazay-d'Azergues;20.8;19.4;17.9;41.9
69053;Chénas;22;36.2;16.6;25.2
69054;Chénelette;26.8;37.6;17.1;18.5
69055;Les Chères;19.6;24.1;17.7;38.6
69056;Chessy;19.6;25.1;18.9;36.4
69057;Chevinay;20.4;26.5;19.2;33.8
69058;Chiroubles;25.3;31.4;21.6;21.6
69059;Civrieux-d'Azergues;20.1;23.6;15.7;40.5
69060;Claveisolles;35.2;30.1;16;18.6
69061;Cogny;23.5;23.7;16.4;36.4
69062;Coise;30.4;26.2;16.7;26.8
69063;Collonges-au-Mont-d'Or;15.5;16.6;16;52
69064;Condrieu;36.2;22.5;15.7;25.6
69065;Corcelles-en-Beaujolais;24.9;33.4;16.4;25.3
69066;Cours;39.7;30.8;14.3;15.1
69067;Courzieu;29.3;28.3;18.6;23.8
69068;Couzon-au-Mont-d'Or;27.9;17.8;13.7;40.6
69069;Craponne;26.5;20.5;17.4;35.7
69070;Cublize;47.4;18.6;20.3;13.8
69071;Curis-au-Mont-d'Or;13.6;14.8;16.2;55.5
69072;Dardilly;18;16.1;15.7;50.2
69074;Denicé;23.1;24.8;17.3;34.8
69075;Dième;20.6;34.1;18.3;27
69076;Dommartin;18.2;16.6;14.2;51
69077;Dracé;28.1;33.3;17.6;21
69078;Duerne;41.5;20.1;24.4;13.9
69080;Échalas;36.1;17.7;23.6;22.6
69081;Écully;21.3;14.4;15.3;49
69082;Émeringes;21.4;32.7;21.9;24
69083;Éveux;19.7;22.3;16.4;41.5
69084;Fleurie;24.8;28.7;20.5;26
69085;Fleurieu-sur-Saône;16.7;17.8;15.3;50.1
69086;Fleurieux-sur-l'Arbresle;20.7;25.3;16.9;37.1
69087;Fontaines-Saint-Martin;16.2;16.1;16.6;51.1
69088;Fontaines-sur-Saône;25.2;23.3;16.1;35.4
69089;Francheville;20.2;17.7;15.3;46.8
69090;Frontenas;36;15.8;24.8;23.4
69091;Givors;39.9;27.6;15.5;17
69092;Gleizé;32;24.1;16.5;27.4
69093;Grandris;32.5;25.9;19.4;22.1
69094;Grézieu-la-Varenne;19.2;22;18.2;40.7
69095;Grézieu-le-Marché;22.3;33.7;22.4;21.6
69096;Grigny;29.1;29.7;19;22.1
69097;Les Haies;25.1;29.6;18.1;27.3
69098;Les Halles;53.4;19.2;16.5;10.9
69099;Haute-Rivoire;46.2;22.9;17.7;13.3
69100;Irigny;26.7;24.7;17.1;31.5
69102;Joux;26.5;36.5;18.7;18.3
69103;Juliénas;26.2;27.8;20.5;25.6
69104;Jullié;41.6;20.2;22.9;15.3
69105;Lacenas;19.7;24.4;21.9;34.1
69106;Lachassagne;15.6;19.6;19.1;45.8
69107;Lamure-sur-Azergues;27.9;28.3;18.9;24.8
69108;Lancié;22.1;31.9;18.8;27.2
69109;Lantignié;23.2;31.2;18.8;26.8
69110;Larajasse;46.5;16.1;22.5;15
69111;Légny;20.6;23;18.8;37.7
69112;Lentilly;18.7;20.6;16.9;43.7
69113;Létra;34.7;26.1;14.1;25.2
69115;Limas;28.6;24.6;16;30.7
69116;Limonest;17.7;17.2;16.1;49
69117;Lissieu;15.9;16.5;18.8;48.8
69118;Loire-sur-Rhône;43;21.3;21.6;14.1
69119;Longes;26.6;31.3;18.6;23.4
69120;Longessaigne;24.3;30.9;21.7;23.1
69121;Lozanne;19.1;25;17.9;38
69122;Lucenay;19.1;23.5;20.4;37
69123;Lyon;19.5;13.5;14.6;52.3
69124;Marchampt;26.2;25.7;21.3;26.8
69125;Marcilly-d'Azergues;18.2;24.5;15.5;41.7
69126;Marcy;15.5;20.8;18.9;44.8
69127;Marcy-l'Étoile;20.7;18.6;16.4;44.2
69130;Meaux-la-Montagne;32.4;32.4;15.6;19.6
69131;Messimy;21.8;27;18.5;32.7
69132;Meys;26.7;35.4;15.9;22
69133;Millery;15.9;22.3;16.4;45.3
69134;Moiré;24.8;22.7;17.7;34.8
69135;Deux-Grosnes;35.9;28.7;17.9;17.5
69136;Montagny;21;29.5;18.5;31
69137;Montmelas-Saint-Sorlin;15.6;24.5;24.6;35.4
69138;Montromant;40.7;15.5;25.6;18.3
69139;Montrottier;41.3;20.6;20.8;17.4
69140;Morancé;15.9;22.3;16.5;45.3
69141;Mornant;24.2;24.7;15.9;35.2
69142;La Mulatière;29.1;21;17.7;32.2
69143;Neuville-sur-Saône;34.3;22.3;15.9;27.5
69145;Odenas;28.7;28;18.1;25.1
69148;Orliénas;16.5;23.5;15.5;44.4
69149;Oullins;24.6;21.3;17.6;36.5
69151;Le Perréon;23.8;32.6;18.2;25.4
69152;Pierre-Bénite;35.9;24.7;17.4;22.1
69153;Poleymieux-au-Mont-d'Or;10.8;17.3;18.9;53
69154;Pollionnay;22.1;20.6;18.8;38.5
69155;Pomeys;42.2;16.2;23.9;17.7
69156;Pommiers;24.1;15.8;22.9;37.1
69157;Vindry-sur-Turdine;39.1;21.3;20.2;19.5
69159;Porte des Pierres Dorées;22.1;26.4;18.8;32.7
69160;Poule-les-Écharmeaux;32.8;28.8;18.5;19.9
69161;Propières;40.6;32.3;14.9;12.2
69162;Quincié-en-Beaujolais;22.1;31;20.4;26.4
69163;Quincieux;24.1;25.9;18;31.9
69164;Ranchal;26.1;37;15.1;21.8
69165;Régnié-Durette;36.2;24.1;19.2;20.5
69166;Riverie;16.6;24.1;23.6;35.7
69167;Rivolet;42.1;15.7;25.1;17
69168;Rochetaillée-sur-Saône;21.7;23.2;15.4;39.7
69169;Ronno;28.1;27.3;21.2;23.4
69170;Rontalon;15.4;31.1;21.2;32.3
69171;Sain-Bel;28.9;26.9;15.3;28.9
69172;Salles-Arbuissonnas-en-Beaujolais;17.5;28.5;16.9;37.1
69173;Sarcey;27.9;25.6;19;27.5
69174;Les Sauvages;34.4;32.9;14.1;18.6
69175;Savigny;25.7;28.7;17.3;28.2
69176;Soucieu-en-Jarrest;17.3;22.9;18.3;41.5
69177;Sourcieux-les-Mines;16.7;25;18.7;39.7
69178;Souzy;48.1;20.1;22.3;9.5
69179;Beauvallon;17.8;26.1;20;36.1
69180;Saint-André-la-Côte;18;25.3;16.5;40.2
69181;Saint-Appolinaire;27.7;29.3;17.5;25.4
69182;Saint-Bonnet-des-Bruyères;45.8;26.9;17.1;10.2
69183;Saint-Bonnet-le-Troncy;27.4;37.6;16.2;18.8
69184;Sainte-Catherine;28.1;28.3;15.6;28
69186;Saint-Clément-de-Vers;32.2;34.5;17.2;16.1
69187;Saint-Clément-les-Places;21.5;30.5;16.6;31.4
69188;Saint-Clément-sur-Valsonne;30.4;27.3;20.1;22.3
69189;Sainte-Colombe;24.8;22;18.2;35
69190;Sainte-Consorce;14.6;20.4;17.2;47.8
69191;Saint-Cyr-au-Mont-d'Or;15.5;12.6;14.9;57
69192;Saint-Cyr-le-Chatoux;20;25.3;14.7;40
69193;Saint-Cyr-sur-le-Rhône;19.2;22.3;16.3;42.2
69194;Saint-Didier-au-Mont-d'Or;13.4;12.1;16.4;58.1
69196;Saint-Didier-sur-Beaujeu;30.1;33.9;17.3;18.7
69197;Saint-Étienne-des-Oullières;26.4;30.6;18.3;24.7
69198;Saint-Étienne-la-Varenne;22.2;28.9;19.4;29.5
69199;Saint-Fons;43.5;24.3;17;15.2
69200;Saint-Forgeux;29.8;30.3;19.1;20.9
69201;Sainte-Foy-l'Argentière;44.3;27.6;14.2;13.8
69202;Sainte-Foy-lès-Lyon;19.9;15.6;16.4;48
69203;Saint-Genis-l'Argentière;25.6;33;17.7;23.7
69204;Saint-Genis-Laval;22.8;21.3;16.6;39.3
69205;Saint-Genis-les-Ollières;17.6;18.6;16.3;47.4
69206;Saint-Georges-de-Reneins;30.8;28.3;18.3;22.6
69207;Saint-Germain-au-Mont-d'Or;25.2;20.1;17.6;37.1
69208;Saint-Germain-Nuelles;24;24.2;16.4;35.4
69209;Saint-Igny-de-Vers;39;28.1;16.3;16.7
69212;Saint-Jean-des-Vignes;16.6;18.3;22.8;42.2
69214;Saint-Jean-la-Bussière;31.7;30.6;17.6;20
69215;Saint-Julien;22.3;26.9;17.8;33.1
69216;Saint-Julien-sur-Bibost;27;28.9;17.8;26.3
69217;Saint-Just-d'Avray;33.7;26.7;17.6;22
69218;Saint-Lager;23.9;27.9;19;29.1
69219;Saint-Laurent-d'Agny;19.3;23;16.4;41.3
69220;Saint-Laurent-de-Chamousset;31.8;30.5;16.4;21.2
69225;Saint-Marcel-l'Éclairé;26.8;32.4;17.3;23.4
69227;Saint-Martin-en-Haut;23.9;31.5;18;26.5
69228;Chabanière;35.2;19.7;21.1;24
69229;Saint-Nizier-d'Azergues;45.1;22.7;19.7;12.4
69230;Sainte-Paule;22.2;30.9;16.5;30.4
69231;Saint-Pierre-la-Palud;20.3;27.3;17.6;34.9
69233;Saint-Romain-au-Mont-d'Or;14.4;18.7;14.8;52.1
69234;Saint-Romain-de-Popey;38.9;17.2;24.8;19.2
69235;Saint-Romain-en-Gal;23.6;26.2;17.3;32.8
69236;Saint-Romain-en-Gier;29.6;33;13;24.3
69238;Saint-Symphorien-sur-Coise;38;27.4;15.9;18.7
69239;Saint-Vérand;30.8;23.4;23;22.9
69240;Saint-Vincent-de-Reins;41.5;29.2;17;12.3
69241;Taluyers;20.2;22.1;15.5;42.3
69242;Taponas;25.9;35.6;18.2;20.3
69243;Tarare;41.5;25.3;14.3;18.9
69244;Tassin-la-Demi-Lune;19.1;16.7;15.8;48.4
69245;Ternand;23.2;29.7;20.3;26.7
69246;Theizé;16.2;21.1;19.1;43.6
69248;Thizy-les-Bourgs;40.1;29.9;14.9;15.1
69249;Thurins;19.6;27.8;19;33.6
69250;La Tour-de-Salvagny;15.3;18.6;15.2;50.9
69252;Trèves;19;30.1;20.3;30.6
69253;Tupin-et-Semons;18.6;24.7;17.9;38.8
69254;Valsonne;25.8;34.6;18.2;21.3
69255;Vaugneray;17.5;21.1;17.5;43.9
69256;Vaulx-en-Velin;40.2;23.2;16.9;19.8
69257;Vaux-en-Beaujolais;33.4;17.2;31.1;18.3
69258;Vauxrenard;39.7;29.1;19.8;11.3
69259;Vénissieux;43.1;23;16.3;17.6
69260;Vernaison;22;22.8;15;40.2
69261;Vernay;19.6;26.1;32.6;21.7
69263;Villechenève;31.8;22.3;17.8;28.2
69264;Villefranche-sur-Saône;34.5;22.9;17.5;25.1
69265;Ville-sur-Jarnioux;14.4;24.1;17.2;44.3
69266;Villeurbanne;26.1;17.8;15.6;40.5
69267;Villié-Morgon;29.7;28.1;16.7;25.4
69268;Vourles;14.5;20.1;16.9;48.5
69269;Yzeron;20.3;29.8;17.1;32.7
69270;Chaponnay;21.3;23.3;16.9;38.5
69271;Chassieu;24.3;21.3;17.9;36.5
69272;Communay;19.2;23.7;17.5;39.6
69273;Corbas;31.5;25.7;16.7;26.1
69275;Décines-Charpieu;34.4;25.1;15.4;25.1
69276;Feyzin;36.5;26;17.3;20.2
69277;Genas;18.6;21.9;17;42.4
69278;Genay;28.3;23.1;17.3;31.2
69279;Jonage;27.2;25.7;17.8;29.3
69280;Jons;28.6;28.8;17.5;25.1
69281;Marennes;22.2;26.2;15.5;36.1
69282;Meyzieu;30.7;24.5;15.7;29
69283;Mions;22.7;29.1;18.4;29.8
69284;Montanay;19.1;17.1;18.1;45.7
69285;Pusignan;22.4;33;17.1;27.5
69286;Rillieux-la-Pape;35.1;22.6;16.8;25.5
69287;Saint-Bonnet-de-Mure;23.5;25.6;17.4;33.5
69288;Saint-Laurent-de-Mure;26;28.9;18.7;26.4
69289;Saint-Pierre-de-Chandieu;23.9;27.6;16.9;31.6
69290;Saint-Priest;34.4;24.4;16.3;24.9
69291;Saint-Symphorien-d'Ozon;24.8;24.4;18.2;32.6
69292;Sathonay-Camp;23.1;23.2;21.8;31.9
69293;Sathonay-Village;15.4;18.2;15.3;51.2
69294;Sérézin-du-Rhône;20.3;24.7;18.1;36.9
69295;Simandres;20.2;26.3;19.2;34.4
69296;Solaize;19.2;25.4;16.8;38.6
69297;Ternay;26.9;26.9;14.6;31.5
69298;Toussieu;18.6;25.6;16.6;39.2
69299;Colombier-Saugnieu;28.6;30.7;17.2;23.5
70001;Abelcourt;24.4;40.6;15.7;19.3
70002;Aboncourt-Gesincourt;35.5;40.1;13.4;11
70003;Achey;33.3;43.1;7.8;15.7
70004;Adelans-et-le-Val-de-Bithaine;37.7;30.7;13.7;17.9
70005;Aillevans;27.9;37.8;13.5;20.7
70006;Aillevillers-et-Lyaumont;44.1;28.8;15.7;11.4
70007;Ailloncourt;32.4;29.1;20.2;18.3
70008;Ainvelle;43.7;27.4;11.1;17.8
70009;Aisey-et-Richecourt;26.4;32.2;31;10.3
70010;Alaincourt;44.2;25.6;15.1;15.1
70011;Amage;39.5;29.5;14.3;16.7
70012;Amance;30.1;38.8;15.3;15.9
70013;Ambiévillers;38.1;34.9;14.3;12.7
70014;Amblans-et-Velotte;27.4;34.5;13.2;25
70015;Amoncourt;37;39.4;11.1;12.5
70016;Amont-et-Effreney;46.8;23.7;13.7;15.8
70017;Anchenoncourt-et-Chazel;31.7;25.8;19.9;22.6
70018;Ancier;30.5;37.4;17.1;15
70019;Andelarre;26.4;25.5;17;31.1
70020;Andelarrot;18.5;31.5;16;34
70021;Andornay;22.8;31.7;20;25.5
70022;Angirey;34;30;11;25
70023;Anjeux;37.4;25.2;22.6;14.8
70024;Apremont;31.8;33.3;18.5;16.5
70025;Arbecey;44.8;24.7;13.4;17
70026;Arc-lès-Gray;40.7;31.3;14.1;13.9
70027;Argillières;41.3;27;17.5;14.3
70028;Aroz;27;27;25.2;20.9
70029;Arpenans;27;33.3;14.9;24.7
70030;Arsans;38.9;36.1;11.1;13.9
70031;Athesans-Étroitefontaine;33.8;35.6;14.7;16
70032;Attricourt;27.3;27.3;15.2;30.3
70035;Augicourt;40.2;32.3;13.4;14.2
70036;Aulx-lès-Cromary;24.8;27.4;29.1;18.8
70037;Autet;44;23.4;16.6;16
70038;Authoison;24.5;30.6;15.3;29.7
70039;Autoreille;24.3;31.9;19.6;24.3
70040;Autrey-lès-Cerre;34.9;37.3;16.9;10.8
70041;Autrey-lès-Gray;35.7;30.7;15.1;18.5
70042;Autrey-le-Vay;43.1;21.5;15.4;20
70043;Auvet-et-la-Chapelotte;35.7;30.4;16;17.9
70044;Auxon;26.8;29.9;19.7;23.6
70045;Avrigney-Virey;22.5;29;16.4;32.1
70046;Les Aynans;34.5;32.1;14.3;19
70047;Baignes;25.4;37.3;11.9;25.4
70048;Bard-lès-Pesmes;31.8;35.5;11.2;21.5
70049;Barges;43.9;22.7;28.8;4.5
70050;La Barre;26.6;31.6;20.3;21.5
70051;La Basse-Vaivre;44.1;35.3;11.8;8.8
70052;Bassigney;39.8;28.6;18.4;13.3
70053;Les Bâties;50.8;23.1;15.4;10.8
70054;Battrans;23.1;37.6;19.1;20.2
70055;Baudoncourt;36.7;40.6;14.1;8.7
70056;Baulay;40.9;35.3;11.2;12.5
70057;Bay;25.9;31.8;17.6;24.7
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;29.8;32;18.2;20
70059;Beaumotte-Aubertans;21.1;35.4;17.9;25.5
70060;Beaumotte-lès-Pin;27.7;29;18.6;24.7
70061;Belfahy;28.8;25.8;21.2;24.2
70062;Belmont;23.3;32;20.4;24.3
70063;Belonchamp;47.4;25.1;15.2;12.3
70064;Belverne;32.7;22.4;21.5;23.4
70065;Besnans;36.8;31.6;17.5;14
70066;Betaucourt;44.1;33.1;8.7;14.2
70067;Betoncourt-lès-Brotte;25;28.6;21.4;25
70069;Betoncourt-Saint-Pancras;34.1;43.9;2.4;19.5
70070;Betoncourt-sur-Mance;58.6;10.3;13.8;17.2
70071;Beulotte-Saint-Laurent;45.8;27.1;8.3;18.8
70072;Beveuge;40.9;36.4;13.6;9.1
70074;Blondefontaine;50.7;31.8;8.3;9.3
70075;Bonboillon;22.9;35.9;21.4;19.8
70076;Bonnevent-Velloreille;17.8;25.5;20;36.7
70077;Borey;36.6;31.7;15.6;16.1
70078;Bougey;22.4;37.3;26.9;13.4
70079;Bougnon;28;31.8;16.4;23.8
70080;Bouhans-et-Feurg;34;31.1;19.9;15
70081;Bouhans-lès-Lure;25.3;43.6;14.2;16.9
70082;Bouhans-lès-Montbozon;24.7;24.7;25.8;24.7
70083;Bouligney;43;31.2;15.9;10
70084;Boulot;22;34.9;17.6;25.5
70085;Boult;24.4;28.5;18.8;28.3
70086;Bourbévelle;42.2;32.8;9.4;15.6
70087;Bourguignon-lès-Conflans;19.1;34;13.8;33
70088;Bourguignon-lès-la-Charité;31.9;26.4;20.9;20.9
70089;Bourguignon-lès-Morey;51.1;13.3;8.9;26.7
70090;Boursières;19;54.8;9.5;16.7
70091;Bousseraucourt;47.7;25;18.2;9.1
70092;Bresilley;33.5;27.4;17.1;21.9
70093;Breuches;43.2;32.3;10.9;13.6
70094;Breuchotte;44.9;24.4;15;15.8
70095;Breurey-lès-Faverney;32.6;30;12.6;24.8
70096;Brevilliers;26.7;31.1;19.3;22.9
70097;Briaucourt;32.5;27.7;19.9;19.9
70098;Brotte-lès-Luxeuil;16.1;49.1;18.6;16.1
70099;Brotte-lès-Ray;41;32.8;14.8;11.5
70100;Broye-les-Loups-et-Verfontaine;29.8;31;17.9;21.4
70101;Broye-Aubigney-Montseugny;32;35.3;17;15.7
70102;Brussey;32.8;22.4;15.9;28.9
70103;La Bruyère;26.4;34.6;18.2;20.8
70104;Bucey-lès-Gy;27.9;31;16.6;24.5
70105;Bucey-lès-Traves;31;31;18.4;19.5
70106;Buffignécourt;30.8;37.4;23.1;8.8
70107;Bussières;22;25.9;16.4;35.7
70109;Buthiers;17.9;34.9;14.4;32.8
70111;Calmoutier;25.5;35.7;20.4;18.4
70112;Cemboing;46.4;40.4;7.9;5.3
70113;Cenans;40.4;19.1;16;24.5
70114;Cendrecourt;40.6;30.9;16.6;12
70115;Cerre-lès-Noroy;26.7;36.4;19.4;17.6
70116;Chagey;24.1;32.8;15.7;27.4
70117;Châlonvillars;19;29;17.9;34
70118;Chambornay-lès-Bellevaux;23.8;42;13.3;21
70119;Chambornay-lès-Pin;22.3;32.7;21.6;23.4
70120;Champagney;36.6;29.8;15.1;18.5
70121;Champey;31.2;32.7;16.5;19.6
70122;Champlitte;35;32;16.9;16
70124;Champtonnay;34.4;37.7;16.4;11.5
70125;Champvans;46.9;32.4;9.7;11
70126;Chancey;19.2;32.3;23.8;24.6
70127;Chantes;43;24.7;16.1;16.1
70128;La Chapelle-lès-Luxeuil;34.9;38.5;13.8;12.8
70129;La Chapelle-Saint-Quillain;35.2;24.1;13.9;26.9
70130;Charcenne;33.3;27.3;14.2;25.2
70132;Chargey-lès-Gray;32.2;29.1;17.6;21.1
70133;Chargey-lès-Port;34.3;33.7;18.8;13.3
70134;Chariez;24.8;32.2;18.1;24.8
70135;Charmes-Saint-Valbert;26.5;29.4;32.4;11.8
70136;Charmoille;26.8;33;20.4;19.8
70137;Chassey-lès-Montbozon;31.5;35.2;17;16.4
70138;Chassey-lès-Scey;28.9;35.6;12.2;23.3
70140;Châteney;32.6;32.6;17.4;17.4
70141;Châtenois;23.7;35.5;12.9;28
70142;Chaumercenne;30.8;34.6;17.3;17.3
70143;Chauvirey-le-Châtel;48.5;33;11.3;7.2
70144;Chauvirey-le-Vieil;62.1;20.7;6.9;10.3
70145;Chaux-la-Lotière;15.4;27.3;20.7;36.7
70146;Chaux-lès-Port;25.4;44.3;13.9;16.4
70147;Chavanne;29.8;36.8;14;19.3
70148;Chemilly;20.6;25;20.6;33.8
70149;Chenebier;26.4;28.7;17.9;27
70150;Chenevrey-et-Morogne;21.3;24.6;18;36
70151;Chevigney;51.5;21.2;15.2;12.1
70152;Choye;27.8;28.1;20.1;24.1
70153;Cintrey;38.6;34.9;14.5;12
70154;Cirey;34.1;33.9;9.6;22.5
70155;Citers;28.5;31.9;21.5;18.1
70156;Citey;29.6;30.9;17.3;22.2
70157;Clairegoutte;38.6;33.2;10.7;17.4
70158;Clans;23.4;29.9;20.8;26
70159;Cognières;41;23.1;24.4;11.5
70160;Coisevaux;27.3;24;21.5;27.3
70162;Colombe-lès-Vesoul;28.6;27;20.6;23.9
70163;Colombier;21.6;38;18.2;22.2
70164;Colombotte;26.7;41.7;16.7;15
70165;Combeaufontaine;30.7;33.2;19.7;16.5
70166;Comberjon;31.3;35.8;20.1;12.7
70167;Conflandey;32.4;38.1;12.2;17.3
70168;Conflans-sur-Lanterne;40.4;33.1;15.2;11.4
70169;Confracourt;21.6;33.3;13.1;32
70170;Contréglise;34.5;33.3;18.4;13.8
70171;Corbenay;36;34.3;16;13.8
70172;La Corbière;28.4;33.3;18.5;19.8
70174;Cordonnet;17.3;22.1;25;35.6
70175;Cornot;46.6;25.9;12.9;14.7
70176;Corravillers;53.1;23.5;13.6;9.9
70177;Corre;39.5;35.9;14.4;10.1
70178;La Côte;39.6;31.7;14.3;14.5
70179;Coulevon;27.9;27.9;15.4;28.7
70180;Courchaton;35.1;33.3;16.8;14.8
70181;Courcuire;25.8;34;16.5;23.7
70182;Courmont;27.2;27.2;17.4;28.3
70183;Courtesoult-et-Gatey;50;21.2;15.4;13.5
70184;Couthenans;30.8;31.1;14.6;23.5
70185;Cresancey;35.5;34;16.3;14.2
70186;La Creuse;29.4;25.5;21.6;23.5
70187;Crevans-et-la-Chapelle-lès-Granges;30.2;38.5;16.1;15.1
70188;Creveney;53.5;20.9;16.3;9.3
70189;Cromary;18;27.5;18;36.5
70190;Cubry-lès-Faverney;30.8;34.2;17.1;17.9
70192;Cugney;20;32.9;18.6;28.6
70193;Cult;26.1;30.1;17;26.8
70194;Cuve;39.4;34.9;14.7;11
70195;Dambenoît-lès-Colombe;36.6;30.2;22.7;10.4
70196;Dampierre-lès-Conflans;32;29.4;17.5;21.1
70197;Dampierre-sur-Linotte;27.8;31.6;19.3;21.3
70198;Dampierre-sur-Salon;45.4;25.3;14.2;15.1
70199;Dampvalley-lès-Colombe;33;20.5;19.3;27.3
70200;Dampvalley-Saint-Pancras;42.3;23.1;15.4;19.2
70201;Delain;38;31.9;11.4;18.7
70202;Demangevelle;47.9;30.8;11.7;9.6
70203;La Demie;16.2;28.6;22.9;32.4
70204;Denèvre;29.1;34.2;17.9;18.8
70205;Échavanne;29.9;30.5;9.8;29.9
70206;Échenans-sous-Mont-Vaudois;26.2;25.4;16.4;32
70207;Échenoz-la-Méline;25.3;28.7;16.6;29.3
70208;Échenoz-le-Sec;26.9;27.5;18.6;27
70210;Écromagny;33.1;30.1;14.7;22.1
70211;Écuelle;42.9;25;19.6;12.5
70213;Éhuns;24.6;26.3;20.5;28.7
70214;Équevilley;33.7;32.7;16.3;17.3
70215;Errevet;15.8;17.4;24.2;42.6
70216;Esboz-Brest;28.9;28.7;17.6;24.8
70217;Esmoulières;35.7;38.1;14.3;11.9
70218;Esmoulins;32.7;28.8;22.1;16.3
70219;Esprels;33.8;33.6;17.8;14.7
70220;Essertenne-et-Cecey;30.4;41;14.1;14.4
70221;Étobon;28.6;37.9;11.6;21.9
70222;Étrelles-et-la-Montbleuse;34.9;28.6;17.5;19
70224;Étuz;20.9;27.6;15.7;35.8
70225;Fahy-lès-Autrey;36;22.1;25.6;16.3
70226;Fallon;37.4;32.1;11.9;18.5
70227;Faucogney-et-la-Mer;46.6;27.3;12.9;13.1
70228;Faverney;39.2;30.9;15.2;14.7
70229;Faymont;35.5;35.5;10.5;18.5
70230;Fédry;42.9;26;13;18.2
70231;Ferrières-lès-Ray;43.3;36.7;13.3;6.7
70232;Ferrières-lès-Scey;29;29;19.4;22.6
70233;Les Fessey;31.4;29.4;18.6;20.6
70234;Filain;29.7;31.5;13.3;25.5
70235;Flagy;26.3;33.1;13.6;27.1
70236;Fleurey-lès-Faverney;27.8;33.1;20.5;18.5
70237;Fleurey-lès-Lavoncourt;45.3;38.4;8.1;8.1
70238;Fleurey-lès-Saint-Loup;29.8;52.9;10.6;6.7
70239;Fondremand;26.1;25.4;14.1;34.5
70240;Fontaine-lès-Luxeuil;38.4;35.5;11.4;14.7
70242;Fontenois-la-Ville;31.4;35.2;20;13.3
70243;Fontenois-lès-Montbozon;36.3;34.2;16.5;13.1
70244;Fouchécourt;31.2;35;22.5;11.2
70245;Fougerolles-Saint-Valbert;35.3;31;16;17.8
70247;Fouvent-Saint-Andoche;36.4;37.6;11.6;14.5
70248;Frahier-et-Chatebier;23.7;30.1;15.4;30.8
70249;Francalmont;40.2;31.5;15.2;13
70250;Franchevelle;29.8;26.7;19.8;23.7
70251;Francourt;37.7;39;13;10.4
