Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2016;Part des familles avec 1 enf. de - de 25 ans 2016;Indice de vieillissement 2016;Densité de population (historique depuis 1876) 2016;Évol. annuelle moy. de la population 2011-2016;Part des pers. âgées de - 15 ans 2016;Part des pers. âgées de - de 25 ans 2016;Part des pers. âgées de 25 à 64 ans 2016;Part des pers. âgées de 65 ans ou + 2016;Part des familles sans enf. de - de 25 ans 2016;Part des familles avec 2 enf. de - de 25 ans 2016;Part des familles avec 3 enf. ou plus de - de 25 ans 2016;Taille moyenne des ménages 2016
08158;Étrépigny;285;11.8;75.8;67.4;1.8;15.4;24.9;58.6;16.5;58.8;17.6;11.8;2.5
08159;Euilly-et-Lombut;116;28.6;120.8;11.5;1.3;17.9;29.5;44.6;25.9;57.1;0;14.3;2.3
08160;Évigny;191;25;77.5;44.1;-1.7;17.1;25.4;58.5;16.1;50;16.7;8.3;2.3
08161;Exermont;41;0;43.8;2.2;1;26.8;43.9;39;17.1;50;50;0;3.4
08162;Fagnon;333;21.7;95.9;33.4;-0.6;15.7;24.9;55.1;20;56.5;21.7;0;2.4
08163;Faissault;249;20;63.8;41;2.7;22.8;29.5;53.1;17.3;46.7;26.7;6.7;2.5
08164;Falaise;329;10;147.1;34.6;-0.6;16.8;23.1;46.8;30;65;25;0;2.2
08165;Faux;56;0;76.9;17.1;0;21.4;23.2;58.9;17.9;75;25;0;2.5
08166;Fépin;265;18.8;58.5;45.8;-1.4;21.9;34.7;47.2;18.1;43.8;25;12.5;2.7
08167;La Férée;88;25;125;8;0.7;20.9;25.6;45.3;29.1;50;25;0;2.4
08168;La Ferté-sur-Chiers;170;18.2;117.6;26.5;-0.9;14.5;25.4;51.4;23.1;54.5;18.2;9.1;2.1
08169;Flaignes-Havys;120;28.6;100;8.8;0.9;14.3;32.8;42.9;24.4;42.9;14.3;14.3;2.4
08170;Fleigneux;203;14.3;53.6;14.9;-0.1;20.6;28.7;56.9;14.4;50;28.6;7.1;2.6
08171;Fléville;98;16.7;70;12.4;-0.4;17.7;26;59.4;14.6;50;33.3;0;2.2
08172;Fligny;184;20;40;26.9;-0.4;29.9;37;48.9;14.1;50;20;10;2.9
08173;Flize;1716;26.2;59.8;66.1;-0.6;18.5;29.1;55.8;15.1;44.7;19.4;9.7;2.4
08174;Floing;2396;15;120.9;322.5;-0.7;16.2;24.7;50.2;25.1;61.2;17;6.8;2.3
08175;Foisches;187;8.3;87.8;40.2;-4.8;15.8;23.9;58.9;17.2;58.3;25;8.3;2.1
08176;Fossé;53;33.3;110;5.9;-0.7;15.1;20.8;58.5;20.8;33.3;33.3;0;1.9
08178;Fraillicourt;186;0;114.9;12.9;-1.3;18;27;44.4;28.6;75;16.7;8.3;2.4
08179;Francheval;611;23.7;73.2;31.2;-0.5;17.9;26.9;56.5;16.6;47.4;21.1;7.9;2.3
08180;La Francheville;1687;15.5;63.4;248.5;1.2;19.2;29.3;55;15.7;52.7;25;6.7;2.4
08182;Le Fréty;58;0;150;8.2;-2.8;12.1;22.4;46.6;31;75;0;25;1.9
08183;Fromelennes;1044;18.2;72.5;145.6;-0.6;19.2;28.9;52.8;18.3;52;19.9;9.8;2.4
08184;Fromy;82;33.3;110.5;22.1;0.7;14.5;26.5;48.2;25.3;50;0;16.7;2.4
08185;Fumay;3476;20.5;118;92.5;-1.3;15.2;26;49.3;24.7;52.9;16.7;9.9;2.2
08186;Germont;47;0;87.5;9.9;0.4;15.2;28.3;56.5;15.2;66.7;33.3;0;2.3
08187;Gernelle;315;30;89.9;65.2;-1.5;16.1;26;54;19.9;50;10;10;2.4
08188;Gespunsart;1069;22.7;86.4;50.9;-0.5;16;27.1;53.5;19.4;53.7;16.3;7.3;2.2
08189;Girondelle;150;0;43.9;13;0;22.2;28.8;59.5;11.8;70;30;0;2.5
08190;Givet;6755;24.6;74.9;366.9;0.4;18.8;28.9;53.3;17.8;48.2;17.1;10.1;2.1
08191;Givonne;1053;19.7;61.7;75;-1.3;19.1;28.7;55.2;16;53.8;17.9;8.7;2.4
08192;Givron;87;16.7;129.4;12.2;-0.9;16.1;21.8;52.9;25.3;66.7;0;16.7;2.2
08193;Givry;272;26.7;56;22.8;1.5;24.3;32;50.7;17.3;40;20;13.3;2.5
08194;Glaire;904;17.4;138.4;139.9;-0.5;16.4;24.3;47.8;27.9;58.2;18.9;5.5;2.3
08195;Gomont;332;5.6;55.7;45.9;-1.1;21.7;31.6;53.6;14.8;61.1;27.8;5.6;2.5
08196;Grandchamp;95;0;77.8;13;1.3;15.8;30.5;47.4;22.1;80;20;0;2.3
08197;Grandham;41;0;383.3;6.9;-6.4;9.3;14;32.6;53.5;100;0;0;1.9
08198;Grandpré;554;10;148.5;13;-1.4;12.4;22.2;50.2;27.6;70;10;10;1.9
08199;La Grandville;814;18.8;57.7;81.2;-0.3;20.4;30.2;53.8;16;45.8;25;10.4;2.5
08200;Grivy-Loisy;183;33.3;80.9;15.8;0.3;20.5;29.7;49.7;20.5;41.7;16.7;8.3;2.4
08201;Gruyères;99;0;66.7;18.1;6;19.8;27.5;54.9;17.6;66.7;33.3;0;2.5
08202;Gué-d'Hossus;533;20.6;71.4;101.9;0.2;16.7;24.7;59.8;15.5;55.5;20.5;3.4;2.3
08203;Guignicourt-sur-Vence;313;35;46.3;33.2;1.5;20.7;28.7;59.2;12.1;39.8;15.1;10.2;2.5
08204;Guincourt;90;33.3;133.3;16.9;-1.7;14.8;21.6;55.7;22.7;50;16.7;0;2.3
08205;Hagnicourt;79;25;26.7;13.7;1.3;33.3;41;48.7;10.3;25;25;25;3
08206;Ham-les-Moines;378;18.2;59.4;121.2;-0.4;21.4;31.7;51.6;16.7;50;22.7;9.1;2.6
08207;Ham-sur-Meuse;241;0;89.8;38.9;-0.9;20.6;27.2;51;21.8;66.7;26.7;6.7;2.3
08208;Hannappes;144;25;239.1;17;-1.3;9.5;18.2;41.6;40.1;62.5;12.5;0;2.1
08209;Hannogne-Saint-Martin;466;28.6;57.1;98.9;0.2;16.7;29;57.3;13.7;39.3;21.4;10.7;2.4
08210;Hannogne-Saint-Rémy;111;0;114.3;6.1;-0.5;20.4;25.7;46;28.3;83.3;16.7;0;2.3
08211;Haraucourt;738;24.4;101.3;64;-0.3;16.8;26.5;51.7;21.8;53.3;13.3;8.9;2.2
08212;Harcy;505;19.4;53.2;26.4;0.2;21.6;29.6;56.3;14.1;45.2;25.8;9.6;2.6
08214;Hargnies;476;25.9;80.9;11.3;0;16.3;28.5;53.1;18.4;48.1;18.5;7.4;2.3
08215;Harricourt;38;0;185.7;4.8;-2;12.5;17.5;50;32.5;50;50;0;1.8
08216;Haudrecy;302;23.8;63.8;89.9;0.8;20;28.9;54.4;16.7;47.6;23.8;4.8;2.4
08217;Haulmé;91;47.6;79.2;25.1;-5.1;19.8;26.4;52.7;20.9;28.6;0;23.8;2.3
08218;Les Hautes-Rivières;1507;22.7;102.7;48.1;-1.3;15.6;26.5;50.9;22.6;55.7;12.5;9.1;2.3
08219;Hauteville;103;50;94.7;18.4;-1.5;16.2;24.8;58.1;17.1;33.3;16.7;0;2.1
08220;Hauviné;322;9.5;46.9;22.1;1;23.9;32.7;53.2;14.1;57.1;19;14.3;2.8
08222;Haybes;1892;21.6;80.4;67.5;-1.6;17;26.7;55;18.3;51.2;20.5;6.8;2.3
08223;Herbeuval;116;14.3;59.4;15.7;3.2;21.5;29.8;54.5;15.7;57.1;14.3;14.3;2.6
08225;Herpy-l'Arlésienne;196;8.3;44.6;18.4;-1.3;24.4;31.5;55.8;12.7;58.3;25;8.3;2.5
08226;Hierges;208;18.2;72.9;51.4;-0.8;24.5;32.4;46.6;21.1;54.5;18.2;9.1;2.4
08228;La Horgne;207;41.7;25.4;39.3;1;22.5;38.2;53.9;7.8;16.7;25;16.7;3
08229;Houdilcourt;139;22.2;110.3;12.3;-1.2;18.8;26.3;49.6;24.1;44.4;33.3;0;2.2
08230;Houldizy;366;8.7;40.2;79.2;1;22.3;30.2;59.1;10.7;57.6;25.5;8.3;2.5
08232;Illy;411;18.5;69.9;26.3;0.3;16.8;25.5;58.6;15.8;59.3;18.5;3.7;2.4
08233;Imécourt;49;0;53.8;5.8;-1.9;22.4;28.6;57.1;14.3;50;50;0;2.3
08234;Inaumont;97;16.7;52.4;20.4;2.2;16.5;25.8;62.9;11.3;66.7;16.7;0;2.3
08235;Issancourt-et-Rumel;387;23.1;88.8;70.7;-1.4;13.2;25.1;56.6;18.3;53.8;19.2;3.8;2.4
08236;Jandun;279;17.6;45.3;21.8;-0.6;23.6;30;57.9;12.1;52.9;17.6;11.8;2.5
08237;Joigny-sur-Meuse;682;12.8;84.8;176.7;-0.7;18.3;26.8;53.2;20;59.5;17.7;10;2.4
08238;Jonval;97;0;100;38.3;2.7;17.5;25.8;48.5;25.8;66.7;16.7;16.7;2.4
08239;Juniville;1219;20.3;48.4;46.5;0.2;23.2;33.5;52;14.4;48.6;21.6;9.5;2.5
08240;Justine-Herbigny;177;30;62.2;15;1;19;28.5;55.9;15.6;50;10;10;2.4
08242;Laifour;460;10.3;137.1;141.5;-2.3;13.9;20.5;55.9;23.6;73.3;9.9;6.4;2.2
08243;Lalobbe;172;8.3;164.3;17.3;-1.4;11.7;17.8;56.7;25.6;75;0;16.7;2.1
08244;Lametz;73;0;118.8;7.7;-1.6;21.3;28;46.7;25.3;75;25;0;2.2
08245;Lançon;34;0;350;4.1;-2.7;8.8;14.7;44.1;41.2;66.7;33.3;0;2
08246;Landres-et-Saint-Georges;81;40;180;4;-4.9;11.6;20.9;47.7;31.4;60;0;0;2
08247;Landrichamps;133;11.1;75.9;28.2;-0.9;16.8;23.7;59.5;16.8;55.6;22.2;11.1;2.4
08248;Launois-sur-Vence;693;25.6;40.6;51.8;1.3;26.6;32.2;55.7;12;43.6;20.5;10.2;2.6
08249;Laval-Morency;241;26.7;94.5;56.3;-0.3;17.3;26.3;52.3;21.4;46.7;13.3;13.3;2.4
08250;Leffincourt;187;16.7;69.2;10.4;0.8;27;31.4;49.2;19.5;50;16.7;16.7;2.5
08251;Lépron-les-Vallées;85;20;50;13.2;-2;19.2;34.6;51.3;14.1;40;40;0;2.4
08252;Létanne;130;25;83.3;17.3;-1.9;20.1;29.9;47.8;22.4;37.5;25;12.5;2.4
08254;Liart;595;12.5;102.5;44.3;1.9;19.5;29.3;43.1;27.6;50;18.8;18.8;2.4
08255;Linay;264;35.7;40.2;36.3;1.3;21.8;37.9;48.7;13.4;35.7;14.3;14.3;2.7
08256;Liry;92;16.7;226.7;7.2;-2.6;10.2;21.6;39.8;38.6;50;33.3;0;2
08257;Logny-Bogny;180;22.2;97.1;16.9;-1.3;11.5;28.7;50.3;21;55.6;22.2;0;2.4
08259;Longwé;79;20;137.5;7.3;-2.4;17.8;21.9;47.9;30.1;40;20;20;2
08260;Lonny;646;27;37.9;137.7;1.1;22.9;35.3;53.2;11.5;35.1;29.8;8.1;2.6
08262;Lucquy;587;23.5;62.3;115.8;-0.1;20;32.2;50.6;17.3;50;20.6;5.9;2.3
08263;Lumes;1155;18.9;92.5;188.1;0.1;17.1;26.7;52.5;20.8;54.1;21.6;5.4;2.3
08264;Machault;507;10.7;52.8;30.6;0.1;24.2;35.2;48.1;16.6;46.4;25;17.9;2.4
08268;Maisoncelle-et-Villers;69;0;106.3;6.2;-0.8;13.2;29.4;45.6;25;50;50;0;2.2
08269;Malandry;85;25;32.1;12.4;3.1;25.3;35.4;53.2;11.4;25;50;0;2.5
08271;Manre;100;0;176.5;5.4;1;13;20;50;30;66.7;16.7;16.7;2.2
08272;Maranwez;63;33.3;87.5;20.8;7;24.6;31.1;45.9;23;33.3;33.3;0;2.5
08273;Marby;57;25;416.7;7.8;-2.9;5;18.3;40;41.7;50;25;0;1.8
08274;Marcq;101;14.3;250;9.5;-0.4;9.9;20.8;39.6;39.6;71.4;0;14.3;2.1
08275;Margny;182;36.4;46;27.2;0.8;24.3;34.7;51;14.4;27.3;36.4;0;2.5
08276;Margut;775;22.3;54.7;102.9;-0.5;19.3;31.3;54.2;14.5;45.1;21.9;10.7;2.3
08277;Marlemont;144;25;52.2;14.3;-0.7;25.4;36.6;46.5;16.9;37.5;25;12.5;2.7
08278;Marquigny;89;0;105;13.4;1.9;15.5;27.4;47.6;25;60;20;20;2.3
08279;Mars-sous-Bourcq;54;33.3;85.7;11.4;-1.1;26.9;28.8;48.1;23.1;33.3;33.3;0;2.6
08280;Marvaux-Vieux;73;0;63.6;6.3;0;21.9;31.5;49.3;19.2;60;20;20;2.5
08281;Matton-et-Clémency;460;12;80.9;25.1;0.2;17.3;28.8;51.4;19.8;52;32;4;2.4
08282;Maubert-Fontaine;1036;18.2;66.6;100.3;-0.2;21.4;32.6;48.6;18.8;49.1;25.5;7.3;2.4
08283;Mazerny;124;12.5;130.4;10.1;0.3;16;20;56;24;62.5;25;0;2.1
08284;Les Mazures;915;20.4;63.4;25.3;-0.6;19.5;30.6;52.9;16.5;44.4;25.9;9.3;2.3
08286;Ménil-Annelles;104;28.6;88.5;11.4;1;18.5;26.9;51.9;21.3;57.1;0;14.3;2.5
08287;Ménil-Lépinois;131;12.5;43.6;7.3;-0.9;26;32.8;54.2;13;37.5;37.5;12.5;2.6
08288;Mesmont;97;14.3;72.7;8.6;-1.6;19.6;23.7;59.8;16.5;71.4;14.3;0;2.2
08289;Messincourt;615;22.2;44.9;75.5;0;19.8;33;53.9;13.1;47.2;13.9;16.7;2.7
08291;Mogues;199;9.1;30.6;24.1;4.7;28.6;36.7;53.8;9.5;27.3;63.6;0;2.6
08293;Moiry;151;20;127.6;38.6;-4.3;12.3;23.2;52.9;23.9;50;10;20;2.3
08294;La Moncelle;140;22.2;106.9;103.7;0.6;16.7;23.9;53.6;22.5;66.7;11.1;0;2.3
08295;Mondigny;164;0;65;27.8;-2;19.4;26.5;58.2;15.3;54.5;45.5;0;2.3
08296;Montcheutin;138;12.5;90.3;14.3;-1.1;19.7;28.2;47.9;23.9;62.5;12.5;12.5;2.3
08297;Montcornet;297;18.7;24.1;25.8;-1.7;20.8;29.7;63.7;6.6;43.8;25;12.5;2.7
08298;Montcy-Notre-Dame;1620;17.3;108.5;264.3;0.5;16.1;23.6;53.8;22.6;59.6;17.3;5.8;2.2
08300;Le Mont-Dieu;16;0;100;0.9;-1.2;18.8;18.8;62.5;18.8;100;0;0;2.3
08301;Montgon;64;0;158.3;7.8;-0.3;13.4;23.9;47.8;28.4;75;25;0;1.9
08302;Monthermé;2337;21.4;103.2;72.3;-0.9;16.5;27.2;49.8;23;50.2;18.9;9.4;2.2
08303;Monthois;368;22.2;109;30.7;-1;14.3;24.1;54.7;21.2;57;15.8;5.1;2.1
08304;Montigny-sur-Meuse;80;20;100;9.9;-3.8;17.1;23.2;54.9;22;40;20;20;2.1
08305;Montigny-sur-Vence;239;6.7;32.4;29;1.4;24.3;35.6;54.4;10;53.3;33.3;6.7;2.8
08306;Mont-Laurent;63;0;100;9.2;-2.1;20.9;31.3;43.3;25.4;50;25;25;2.3
08307;Montmeillant;83;33.3;153.3;11.8;-1.8;9.3;17.4;55.8;26.7;66.7;0;0;2.1
08308;Mont-Saint-Martin;80;20;51.9;5.7;-0.2;25.3;38.6;44.6;16.9;40;20;20;2.5
08309;Mont-Saint-Remy;55;33.3;100;7.3;0.4;14.3;30.4;44.6;25;33.3;33.3;0;2.5
08310;Mouron;77;20;242.9;12;-1;7.2;13;62.3;24.6;60;0;20;2
08311;Mouzon;2346;20.9;118;56.1;-0.9;16.6;25.7;49.3;24.9;55.5;18.4;5.2;2.1
08312;Murtin-et-Bogny;179;30;47.3;25.2;0.2;20.9;36.3;49.5;14.3;40;20;10;2.6
08313;Nanteuil-sur-Aisne;131;25;60.5;16.5;2.5;26;30.5;51.9;17.6;50;25;0;2.7
08314;Neuflize;777;25;57.3;56.4;1;23.4;32;51.5;16.5;39.6;25;10.4;2.6
08315;Neufmaison;66;20;45.5;9.3;2.3;27.5;33.3;52.2;14.5;40;20;20;2.6
08316;Neufmanil;1049;12.7;82.1;103.7;-1.8;15.5;26.4;54.8;18.8;61.9;19;6.3;2.2
08317;La Neuville-à-Maire;129;28.6;35.1;17.8;2.5;22.9;35.6;53.4;11;28.6;28.6;14.3;2.7
08318;La Neuville-aux-Joûtes;360;25;68.7;27.3;0.4;16.7;26.7;57.5;15.8;50;25;0;2.3
08319;Neuville-lez-Beaulieu;335;33.3;85.4;9.3;-0.6;22.2;28.4;48.8;22.8;38.9;22.2;5.6;2.3
08320;La Neuville-en-Tourne-à-Fuy;575;21.6;51.5;21;0.5;24.3;33.1;51.1;15.8;45.9;21.6;10.9;2.6
08321;Neuville-Day;160;12.5;115.6;20.8;-1.4;13;26.1;50.9;23;62.5;12.5;12.5;2.1
08322;Neuville-lès-This;380;12.5;82.6;49.1;0.3;17.6;28.4;51.6;20;54.2;29.2;4.2;2.5
08323;La Neuville-lès-Wasigny;161;18.2;95.2;30.9;-1.2;19.9;29.8;45.3;24.8;54.5;18.2;9.1;2.4
08324;Neuvizy;120;14.3;56.2;13.9;0.9;20;30.4;53.9;15.7;42.9;42.9;0;2.4
08325;Noirval;28;50;62.5;5.6;-3.2;26.7;30;53.3;16.7;50;0;0;2.1
08326;Nouart;151;14.3;100;8.5;1;24.3;27.7;46.6;25.7;57.1;14.3;14.3;2.3
08327;Nouvion-sur-Meuse;2255;21.9;82.7;248.9;-0.4;16.4;28.7;52.1;19.2;51.3;18.1;8.7;2.3
08328;Nouzonville;5887;17.6;82.3;539.1;-1.4;17.4;29;51.3;19.7;52.5;19.4;10.5;2.3
08329;Novion-Porcien;493;16.6;68.3;28.6;-0.4;19.7;28.8;53.9;17.3;57.5;16.3;9.6;2.3
08330;Novy-Chevrières;708;19.5;47.6;41.2;2;24.2;34;51.4;14.6;46.3;19.5;14.6;2.7
08331;Noyers-Pont-Maugis;694;19;91.7;74.5;-1;16.3;25.6;54.7;19.7;57.1;21.4;2.4;2.3
08332;Oches;44;0;162.5;6.5;0.9;15.9;20.5;50;29.5;75;0;25;2.3
08333;Olizy-Primat;233;7.7;96.6;10.9;1.4;17.2;30.5;45.1;24.5;61.5;15.4;15.4;2.4
08334;Omicourt;42;0;22.2;5.7;0.5;11.9;28.6;66.7;4.8;66.7;33.3;0;2.3
08335;Omont;82;0;150;4.6;-0.5;15.5;25;46.4;28.6;60;40;0;2.2
08336;Osnes;228;15.4;91.7;38.7;-0.4;17.7;28.6;47.6;23.8;46.2;30.8;7.7;2.3
08338;Pauvres;188;0;56.1;14.9;0.3;26.6;35.1;47.9;17;58.3;25;16.7;2.6
08339;Perthes;303;19.9;71.1;12.9;-0.1;21.3;25.8;56.6;17.6;50.7;24.6;4.8;2.4
08340;Poilcourt-Sydney;184;18.2;45.8;23.4;-0.5;22.9;31.8;55.9;12.3;54.5;18.2;9.1;2.6
08341;Poix-Terron;793;15.3;50.9;55.6;-1.6;20.7;32.8;52.8;14.4;51.3;25.3;8.1;2.4
08342;Pouru-aux-Bois;278;20;94.7;30.8;-1;15.8;26.9;51.8;21.3;53.3;20;6.7;2.4
08343;Pouru-Saint-Remy;1179;19.7;71.2;115.7;-1.1;20.3;30.6;50.7;18.7;50.7;19.7;9.9;2.5
08344;Prez;139;10;67.6;11.2;-0.6;23.3;31.6;49.6;18.8;60;10;20;2.4
08346;Prix-lès-Mézières;1353;13.4;125.7;266.3;-0.4;14.5;22.8;51.9;25.3;63.8;18.6;4.2;2.2
08347;Puilly-et-Charbeaux;238;28.6;95.7;13;-1.8;16.3;25.6;54.6;19.8;57.1;0;14.3;2.2
08348;Puiseux;120;28.6;74.2;35.2;1.2;25.7;30.1;49.6;20.4;28.6;42.9;0;2.6
08349;Pure;621;23.7;84.6;95.5;-0.6;18.9;29.1;50.3;20.6;52.6;18.4;5.3;2.3
08350;Quatre-Champs;209;15.6;80.4;18.2;1.8;21;27;52.5;20.5;53.1;23.4;7.8;2.4
08351;Quilly;81;0;72;14.8;-0.5;23.5;33.3;44.4;22.2;50;25;25;2.6
08352;Raillicourt;205;15.4;121.1;29.8;-1.5;13.2;21.5;56.1;22.4;69.2;15.4;0;2.2
08353;Rancennes;715;19;53.4;110;-0.3;21;29;56.9;14.1;54.8;16.7;9.5;2.5
08354;Raucourt-et-Flaba;857;23.5;100.5;39.3;-0.1;17.8;27.2;50.2;22.5;47.1;21.6;7.8;2.2
08355;Regniowez;395;24;80.2;21.6;0.2;16.5;30.4;50.8;18.8;48;16;12;2.3
08356;Remaucourt;171;20;32;15.8;2;24;33.5;56.9;9.6;60;20;0;2.6
08357;Remilly-Aillicourt;779;29.2;70.3;58.7;-0.3;19.4;28.8;53;18.2;43.8;18.8;8.3;2.4
08358;Remilly-les-Pothées;249;23.1;42;25.1;0.2;21.3;35.3;53;11.6;46.2;23.1;7.7;2.5
08360;Renneville;208;25;173.3;21.1;0.4;9.6;21.7;52;26.3;58.3;8.3;8.3;2.4
08361;Renwez;1700;27.8;47.5;105.1;-0.4;20.2;31.3;56;12.7;45.1;21.6;5.5;2.5
08362;Rethel;7662;27;104.1;412.4;-0.1;16.1;27.9;49;23.1;49.9;15;8.1;2
08363;Revin;6433;20;100.6;167.4;-2.2;16.5;27.5;49.5;23;53.4;16.5;10.1;2.2
08364;Rilly-sur-Aisne;137;25;52.6;39.8;4.7;24.1;36.8;48.1;15;37.5;25;12.5;2.7
08365;Rimogne;1399;30.8;61.7;371.1;-0.4;20.8;31.3;52.1;16.6;42.3;16.7;10.3;2.3
08366;Rocquigny;689;18.4;119;18.7;-0.3;17.3;26.9;45;28.2;52.6;18.4;10.5;2.3
08367;Rocroi;2357;27.3;93.4;46.8;-0.5;16.2;26.6;52.9;20.4;47.8;19;5.9;2.2
08368;Roizy;218;20;59.2;19.6;-2.6;18;24.8;62.2;13.1;60;13.3;6.7;2.3
08369;La Romagne;128;28.6;144.4;12.9;-0.5;20.5;22;47.2;30.7;42.9;14.3;14.3;2.3
08370;Rouvroy-sur-Audry;588;20.6;70.9;64.3;0.6;17.2;30.3;51.5;18.2;50;20.6;8.8;2.4
08372;Rubigny;68;0;175;13.3;-1.7;11.9;25.4;43.3;31.3;66.7;33.3;0;2
08373;Rumigny;346;5.3;72.6;19.9;-2.3;19.1;34.7;44.1;21.2;57.5;15.8;21.4;2.6
08374;La Sabotterie;110;33.3;66.7;30.2;8.3;17.9;23.6;61.3;15.1;50;16.7;0;2.4
08375;Sachy;185;0;35.3;31.4;-0.1;22.3;34.1;55.9;10.1;75;8.3;16.7;2.7
08376;Sailly;250;6.7;69.6;19.5;-0.7;22.4;31.2;49.6;19.2;53.3;33.3;6.7;2.4
08377;Saint-Aignan;147;18.2;52.6;19;1.3;22.4;27.2;59.2;13.6;54.5;18.2;9.1;2.4
08378;Saint-Clément-à-Arnes;109;14.3;95.9;10.8;0.9;17.2;33.4;42.9;23.8;71.4;0;14.3;2.3
08379;Saint-Étienne-à-Arnes;243;7.1;61.2;8.2;0.8;23.3;30.4;52.5;17.1;57.1;28.6;7.1;2.6
08380;Saint-Fergeux;207;30.8;68.8;8.1;0.4;16.7;29.8;53.5;16.7;46.2;7.7;15.4;2.4
08381;Saint-Germainmont;853;17.4;94.7;54.4;1.6;20;27.5;48.7;23.8;53.9;19.8;8.9;2.4
08382;Saint-Jean-aux-Bois;117;14.3;181.2;13.1;-3.5;8.4;21.5;51.4;27.1;71.4;14.3;0;2.1
08383;Saint-Juvin;105;33.3;114.3;11.2;-1.5;16.2;24.8;52.4;22.9;50;0;16.7;2.2
08384;Saint-Lambert-et-Mont-de-Jeux;144;0;165.4;13.4;-2.4;13.8;19.3;51;29.7;77.8;11.1;11.1;2.1
08385;Saint-Laurent;1134;20;58;266.2;-1.1;16.6;32.9;51.1;16;53;19.6;7.4;2.4
08386;Saint-Loup-en-Champagne;315;31.6;39.4;20;5.5;27;35.2;52.4;12.4;36.8;26.3;5.3;2.7
08387;Saint-Loup-Terrier;178;11.1;64.2;11.6;1.2;22.8;31.7;49.4;18.9;44.4;33.3;11.1;2.6
08388;Saint-Marceau;347;21.7;134.9;72.3;-1;13.7;20.3;54.9;24.7;60.9;13;4.3;2.2
08389;Saint-Marcel;372;30.4;92.6;34.3;2;16;23.6;58.1;18.3;56.5;13;0;2.2
08390;Sainte-Marie;81;20;78.9;14.5;-2.5;18.5;30.9;50.6;18.5;60;20;0;2.3
08391;Saint-Menges;985;20.4;67.1;80.7;-1.4;19.1;29.5;53.8;16.7;50.2;19.9;9.5;2.4
08392;Saint-Morel;213;15.4;65.5;17.7;-2.2;17.8;31;52.1;16.9;69.2;7.7;7.7;2.5
08393;Saint-Pierre-à-Arnes;68;20;141.7;8.1;1.2;13.2;20.6;54.4;25;60;20;0;2.3
08394;Saint-Pierremont;74;33.3;146.7;3.7;-2.5;19.4;23.6;45.8;30.6;33.3;33.3;0;2.1
08395;Saint-Pierre-sur-Vence;124;0;91.3;26.8;-3.6;13.4;18.1;65.4;16.5;77.8;22.2;0;2.1
08396;Saint-Quentin-le-Petit;117;12.5;177.8;13.1;-3.4;12.3;16.4;57.4;26.2;75;0;12.5;2
08397;Saint-Remy-le-Petit;43;0;25;5.7;-5.1;25;27.3;65.9;6.8;66.7;33.3;0;2.4
08398;Sainte-Vaubourg;86;16.7;81;12.4;-1.1;20.7;26.4;54;19.5;66.7;0;16.7;2.5
08399;Sapogne-sur-Marche;138;25;57.9;25.5;-0.7;20.3;31.9;52.2;15.9;37.5;25;12.5;2.3
08400;Sapogne-et-Feuchères;516;15.2;64.7;48.2;-0.3;19.6;28.9;54.5;16.7;57.6;18.2;9.1;2.4
08401;Saulces-Champenoises;238;8.3;66.7;10.5;2.4;25;32.3;48.7;19;50;25;16.7;2.4
08402;Saulces-Monclin;802;20.5;38.7;39.6;3.1;26.4;35.5;52.1;12.3;43.2;22.7;13.6;2.7
08403;Sault-lès-Rethel;1914;22.8;92.5;296.7;-0.1;17.5;28.6;50.1;21.2;51.7;17;8.6;2.2
08404;Sault-Saint-Remy;202;23.1;38.7;21;2.7;24.3;34.7;53.5;11.9;46.2;7.7;23.1;2.8
08405;Sauville;258;25;103.7;17.5;-1.1;17.1;27.3;49.8;22.9;50;18.7;6.2;2.4
08406;Savigny-sur-Aisne;373;17.4;82.6;35.8;0.2;20;26.7;54.4;18.9;60.9;8.7;13;2.3
08407;Séchault;63;33.3;35.7;5.8;-1.2;17.5;25.4;66.7;7.9;33.3;33.3;0;2.2
08408;Sécheval;552;20.6;53.2;40;1.1;20.4;31.5;53.5;15;50;17.6;11.8;2.7
08409;Sedan;16846;25.8;89.4;1034.8;-1.9;16.5;29;50.3;20.7;48.4;17.6;8.2;2
08410;Semide;196;16.7;124.4;5.3;-0.7;19;23.1;50.8;26.2;58.3;16.7;8.3;2.2
08411;Semuy;90;16.7;235.7;22.7;1.4;13.3;16.7;46.7;36.7;83.3;0;0;1.9
08412;Senuc;164;0;160.6;12.1;2.2;18;26.9;39.1;34;70;20;10;2.3
08413;Seraincourt;272;18.8;60;16.8;1.9;22.4;32.1;51.1;16.8;43.7;25;12.5;2.6
08415;Sery;360;33.4;77.3;19.4;0.9;20.8;29.5;49.9;20.6;43.1;9.5;14.1;2.4
08416;Seuil;149;0;94.6;12.6;-0.7;17.3;23.8;55.4;20.8;70;20;10;2.1
08417;Sévigny-la-Forêt;272;17.6;37;10.4;0.9;21.7;34.8;54.3;10.9;47.1;23.5;11.8;2.7
08418;Sévigny-Waleppe;228;23;76.4;9.5;-2;18.2;28.2;53.1;18.7;55.1;21.9;0;2.4
