Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2016;Part des familles avec 1 enf. de - de 25 ans 2016;Indice de vieillissement 2016;Densité de population (historique depuis 1876) 2016;Évol. annuelle moy. de la population 2011-2016;Part des pers. âgées de - 15 ans 2016;Part des pers. âgées de - de 25 ans 2016;Part des pers. âgées de 25 à 64 ans 2016;Part des pers. âgées de 65 ans ou + 2016;Part des familles sans enf. de - de 25 ans 2016;Part des familles avec 2 enf. de - de 25 ans 2016;Part des familles avec 3 enf. ou plus de - de 25 ans 2016;Taille moyenne des ménages 2016
69299;Colombier-Saugnieu;2602;22.5;45.4;94.2;0.9;18.8;32.4;55.5;12.1;46.7;22.4;8.5;2.6
70001;Abelcourt;352;26.1;50.5;47.2;0.1;21.3;31.5;54.8;13.6;43.5;26.1;4.3;2.5
70002;Aboncourt-Gesincourt;215;26.7;146.2;20.1;-0.5;13.5;25.6;47.9;26.5;53.3;20;0;2.1
70003;Achey;71;33.3;83.3;10.1;-0.3;19.7;31;47.9;21.1;33.3;33.3;0;2.2
70004;Adelans-et-le-Val-de-Bithaine;296;17.6;66.5;17.1;-1;19.3;28.9;54.8;16.3;53.4;23.2;5.7;2.5
70005;Aillevans;154;12.5;71.1;26.6;1.9;20.8;28.2;53.7;18.1;50;25;12.5;2.4
70006;Aillevillers-et-Lyaumont;1579;23.1;85.4;43.5;-1.3;17.8;27.2;52.6;20.2;52;14.8;10.1;2.3
70007;Ailloncourt;304;15;66.3;32.7;-0.9;23.2;31.5;50;18.5;50;25;10;2.4
70008;Ainvelle;148;30;266.7;21.9;-1;4.6;16.4;57.2;26.3;60;10;0;2.1
70009;Aisey-et-Richecourt;105;14.3;116.7;13.5;0.2;13.5;21.2;58.7;20.2;71.4;0;14.3;2.2
70010;Alaincourt;116;25;60;19.9;4.3;18.2;28.2;58.2;13.6;37.5;25;12.5;2.4
70011;Amage;349;4.5;75.6;53.4;1.1;19.8;28.7;51.9;19.5;63.6;22.7;9.1;2.5
70012;Amance;656;27;65.3;37.4;-1.5;19.2;31.4;51.7;16.9;40.5;18.9;13.5;2.3
70013;Ambiévillers;75;0;400;6.1;-1.5;8.6;11.4;48.6;40;100;0;0;1.7
70014;Amblans-et-Velotte;393;21.7;66.4;40.3;0.4;20.2;31;51.2;17.7;43.5;26.1;8.7;2.5
70015;Amoncourt;292;11.1;95.2;72.3;-2.3;17.2;24.7;54.1;21.1;66.7;16.7;5.6;2.1
70016;Amont-et-Effreney;166;18.2;305;9.9;-0.8;11.1;15.4;46.9;37.7;63.6;9.1;9.1;2
70017;Anchenoncourt-et-Chazel;236;13.3;113.5;17;0.1;17.4;24.9;50.6;24.5;66.7;13.3;6.7;2.3
70018;Ancier;495;9.7;95.4;112;0.7;19.1;28.3;47;24.7;58.1;22.6;9.7;2.4
70019;Andelarre;133;11.1;151.9;29.1;2.2;12.7;24.6;44.8;30.6;66.7;11.1;11.1;2.3
70020;Andelarrot;235;7.1;50.7;41.2;-0.2;27.1;32.9;51.2;15.8;50;35.7;7.1;2.6
70021;Andornay;206;15.4;37.7;139.2;-0.3;22.3;35.4;53.4;11.2;38.5;38.5;7.7;2.6
70022;Angirey;137;0;70.6;15.4;0.9;22.2;28.9;53.3;17.8;75;12.5;12.5;2.3
70023;Anjeux;143;10;124.1;16.4;-1.9;12.4;22.1;53.1;24.8;70;10;10;2.2
70024;Apremont;467;22.2;54.7;32.4;0.8;22.3;34.4;49.7;15.9;45.1;18.3;14.4;2.5
70025;Arbecey;263;6.7;75;15.7;1.6;17.8;31;50.4;18.6;53.3;26.7;13.3;2.3
70026;Arc-lès-Gray;2537;16.3;131.4;209.7;-0.3;15.3;25.2;47.1;27.7;59.9;15;8.8;2.1
70027;Argillières;76;20;111.8;7.9;0.5;17.5;22.5;53.8;23.8;40;20;20;2.1
70028;Aroz;152;12.5;118.2;23.1;-0.8;14.2;25.7;48;26.4;62.5;12.5;12.5;2.3
70029;Arpenans;245;14.3;82.4;20.8;0;22.4;31.4;45.7;22.9;57.1;14.3;14.3;2.3
70030;Arsans;49;0;83.3;19.8;1.7;18.8;27.1;52.1;20.8;50;50;0;2.4
70031;Athesans-Étroitefontaine;657;18.4;69.5;51;-0.4;21.9;32;48.1;19.9;50.2;18.3;13;2.4
70032;Attricourt;43;50;80;7.1;4.2;18.6;25.6;55.8;18.6;0;50;0;2
70035;Augicourt;176;10;79.2;19.4;1.7;22.7;29.5;48.9;21.6;60;30;0;2.4
70036;Aulx-lès-Cromary;164;10;46.5;37.9;3.1;22.5;29.4;58.1;12.5;50;30;10;2.4
70037;Autet;264;15.6;161.1;23.3;-3.3;16.1;21.4;46.9;31.6;55.5;22;6.9;2
70038;Authoison;318;27.8;55.1;19.9;0.9;23.5;30.7;53.9;15.4;33.3;27.8;11.1;2.4
70039;Autoreille;328;20;35.6;32.9;1.7;25.8;31.8;57.6;10.7;50;15;15;2.4
70040;Autrey-lès-Cerre;233;21.4;61.5;42.5;0.4;24.1;30.6;52.2;17.2;57.1;14.3;7.1;2.6
70041;Autrey-lès-Gray;372;21.2;142;11.5;-3.7;12.7;21.4;52.4;26.2;63.6;7.9;7.3;2
70042;Autrey-le-Vay;90;0;72;32.3;3.2;24.4;28.9;51.1;20;50;16.7;33.3;2.4
70043;Auvet-et-la-Chapelotte;243;14.1;72.9;16.8;-0.2;17.7;28.4;54.7;16.9;65.8;13.6;6.5;2.2
70044;Auxon;422;29.7;92.6;33.7;-0.3;16.6;25.4;54.3;20.3;49;17.9;3.5;2.2
70045;Avrigney-Virey;426;8;64.7;19.1;1.1;23.1;31.3;50.1;18.6;56;28;8;2.3
70046;Les Aynans;338;15;68.2;43.2;-0.4;20.7;30.2;52.1;17.8;55;20;10;2.5
70047;Baignes;98;0;25.9;34.1;4.1;25.3;31.6;61.1;7.4;50;33.3;16.7;2.5
70048;Bard-lès-Pesmes;145;25;94.1;27.8;2.8;14.6;29.9;47.9;22.2;62.5;12.5;0;2.3
70049;Barges;90;20;66.7;11.4;-1.5;23.4;33;47.9;19.1;40;20;20;2.4
70050;La Barre;102;14.3;74.1;52.8;-1.1;15.1;30.2;50.9;18.9;42.9;28.6;14.3;2.5
70051;La Basse-Vaivre;39;33.3;300;11;-2.8;2.7;13.5;45.9;40.5;66.7;0;0;1.7
70052;Bassigney;132;25;137.5;21.4;0.6;14.8;22.1;50.8;27;50;25;0;2.1
70053;Les Bâties;79;20;140;10.4;0.3;11.2;21.3;52.5;26.2;60;20;0;2.3
70054;Battrans;230;13.3;60.7;43.2;0.3;17.7;30;54.4;15.6;53.3;20;13.3;2.4
70055;Baudoncourt;549;12.6;71.5;72.5;0.3;22.6;32.2;47.1;20.7;50.7;21.9;14.8;2.5
70056;Baulay;299;11;117.2;36.4;-2.1;16;22.5;54.2;23.3;67.4;16.2;5.3;2.1
70057;Bay;134;37.5;30.4;27.5;1.9;29.3;37.6;51.9;10.5;25;25;12.5;2.7
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;930;20.8;99;26.5;-1.2;18.1;28.8;46.3;24.9;50.9;18.9;9.4;2.3
70059;Beaumotte-Aubertans;444;20.7;76.2;32.7;-1.4;17.9;29.5;51.8;18.8;44.8;24.1;10.3;2.4
70060;Beaumotte-lès-Pin;302;15;77.5;35.8;1.5;19.3;26.9;54.8;18.3;50;25;10;2.4
70061;Belfahy;80;0;176.9;26.1;0.3;12.7;16.5;54.4;29.1;66.7;33.3;0;1.9
70062;Belmont;135;12.5;93.7;30;3.1;19.7;26.3;51.8;21.9;62.5;12.5;12.5;2.3
70063;Belonchamp;201;8.3;140.9;29.3;-3;13.9;23.6;47.7;28.7;75;16.7;0;2.1
70064;Belverne;145;25;72.2;23.6;1.1;18.6;29;53.1;17.9;37.5;12.5;25;2.4
70065;Besnans;79;25;58.3;26.9;-0.3;20.3;34.2;48.1;17.7;75;0;0;2.3
70066;Betaucourt;166;12.5;110;23.2;0.6;21.7;26.5;47;26.5;50;25;12.5;2.2
70067;Betoncourt-lès-Brotte;119;12.5;42.4;38.8;1.6;26.9;31.9;56.3;11.8;62.5;12.5;12.5;2.4
70069;Betoncourt-Saint-Pancras;50;33.3;110;7.9;-1.2;12;20;58;22;66.7;0;0;2.2
70070;Betoncourt-sur-Mance;30;0;1500;8.1;-6.1;3.3;3.3;46.7;50;100;0;0;1.6
70071;Beulotte-Saint-Laurent;58;0;210;4.1;-4.5;13.8;17.2;46.6;36.2;100;0;0;1.9
70072;Beveuge;83;20;138.9;16;0;18.1;24.1;45.8;30.1;60;0;20;2.2
70074;Blondefontaine;282;7;75.8;21;2.1;20.4;30.1;49.3;20.6;49;21.8;22.3;2.3
70075;Bonboillon;199;25;30.4;44.8;0.2;30.2;40.7;48.7;10.6;33.3;33.3;8.3;2.8
70076;Bonnevent-Velloreille;368;11.5;63.1;69.2;1.4;22.5;30.7;52.1;17.2;61.5;19.2;7.7;2.5
70077;Borey;235;13.3;115.4;16.2;0.2;18.5;23.9;50.8;25.2;60;20;6.7;2.2
70078;Bougey;94;16.7;73.1;11;1.6;25;29.3;50;20.7;66.7;0;16.7;2.5
70079;Bougnon;544;32.4;58.3;59.3;1.3;22.2;31.8;51.8;16.4;38.4;17.5;11.6;2.5
70080;Bouhans-et-Feurg;249;26.7;120;25.5;-2.9;13.8;23.3;53;23.7;46.7;20;6.7;2.2
70081;Bouhans-lès-Lure;322;15.8;62.4;35.3;0;21.7;34.2;47.8;18;42.1;31.6;10.5;2.6
70082;Bouhans-lès-Montbozon;140;0;50;27.2;3.5;27.2;36;47.8;16.2;57.1;14.3;28.6;2.6
70083;Bouligney;416;15.4;117.6;29.3;-0.6;15.1;24.8;49.5;25.7;61.5;15.4;7.7;2.2
70084;Boulot;681;17.1;55.1;96.2;1.5;23.6;31.7;52.4;15.8;48.2;22.3;12.5;2.5
70085;Boult;595;30.4;51.6;40.7;1.8;22.2;32.9;52.5;14.5;37.6;21.7;10.4;2.4
70086;Bourbévelle;82;20;220;15.3;0.2;9.3;20;50.7;29.3;60;20;0;2.1
70087;Bourguignon-lès-Conflans;139;12.5;46.8;17.3;1;26.2;34.8;49.6;15.6;50;25;12.5;2.5
70088;Bourguignon-lès-la-Charité;120;12.5;129.2;28.2;-2.3;19.8;26.7;46.6;26.7;50;37.5;0;2.3
70089;Bourguignon-lès-Morey;48;0;833.3;4.9;-2.7;6.2;10.4;37.5;52.1;66.7;0;33.3;1.8
70090;Boursières;58;50;0;25.4;-2.8;17.2;34.5;65.5;0;25;0;25;2.4
70091;Bousseraucourt;50;33.3;420;6.6;-2.2;6;14;44;42;66.7;0;0;1.9
70092;Bresilley;199;11.1;109.5;56.2;2.4;16.3;25.7;50.8;23.5;66.7;22.2;0;2.3
70093;Breuches;705;19.1;93.4;77.3;-0.7;18;29.2;48.2;22.6;57;16.7;7.2;2.2
70094;Breuchotte;303;11.1;109.4;69.3;-0.5;15;27;49.7;23.3;66.7;16.7;5.6;2.1
70095;Breurey-lès-Faverney;632;26.3;47.2;32.4;1.8;25.9;34.3;51.1;14.6;39.5;23.7;10.5;2.6
70096;Brevilliers;626;20;103.4;96.8;-0.2;19.1;26.3;49.4;24.3;57.5;12.5;10;2.3
70097;Briaucourt;243;13.3;141.3;24.7;-0.1;14.6;21.8;51;27.2;60;20;6.7;2.2
70098;Brotte-lès-Luxeuil;208;8.3;77.1;30.3;-0.8;17.8;27.9;54.3;17.8;58.3;33.3;0;2.3
70099;Brotte-lès-Ray;75;20;160;14.8;1.7;10.7;24;44;32;60;0;20;2.3
70100;Broye-les-Loups-et-Verfontaine;124;40;31.7;17.7;3.4;25.8;42.7;46.8;10.5;20;20;20;3
70101;Broye-Aubigney-Montseugny;477;9.1;139.8;18.8;0.7;14;21.8;52.4;25.8;69.7;18.2;3;2.1
70102;Brussey;275;31.2;65.8;37.8;-0.2;20.7;32;50.5;17.5;37.5;25;6.2;2.4
70103;La Bruyère;214;15.4;81.8;33.9;0.8;17.8;32.2;46.7;21;53.8;15.4;15.4;2.4
70104;Bucey-lès-Gy;601;20.6;94.7;28.2;-1.3;16.6;26.4;52.7;20.9;58.8;14.7;5.9;2.2
70105;Bucey-lès-Traves;115;33.3;66.7;41.2;1.6;22.2;28.2;54.7;17.1;50;16.7;0;2.3
70106;Buffignécourt;119;16.7;78.3;19;0;15.5;20.7;63.8;15.5;66.7;16.7;0;2.1
70107;Bussières;412;28;43.6;67.4;5.1;25.9;34.4;52;13.6;40;20;12;2.5
70109;Buthiers;305;10.5;73.1;53.6;-0.1;18.5;28.6;52.9;18.5;57.9;15.8;15.8;2.4
70111;Calmoutier;262;26.7;60.3;18.7;1.6;20.3;28.2;56.4;15.4;40;20;13.3;2.3
70112;Cemboing;183;16.7;192.6;17.4;-2.6;13.1;19.7;51.9;28.4;75;8.3;0;2
70113;Cenans;121;0;107.1;24.1;-1.1;16.3;27.6;48;24.4;66.7;16.7;16.7;2.1
70114;Cendrecourt;208;20;162.2;22.3;-3;13.6;19.6;52.3;28;73.3;0;6.7;2.2
70115;Cerre-lès-Noroy;231;7.1;50;23.2;1;22.9;30.3;55.4;14.3;64.3;14.3;14.3;2.6
70116;Chagey;643;24.4;121.1;92;-0.7;15.2;25.1;49.2;25.7;53.7;19.5;2.4;2.2
70117;Châlonvillars;1252;19.8;84.1;164.7;0;18.1;28.6;50.9;20.4;51.9;24.7;3.7;2.4
70118;Chambornay-lès-Bellevaux;183;9.1;97.5;31.1;1.8;16.2;24.3;54.6;21.1;54.5;36.4;0;2.4
70119;Chambornay-lès-Pin;354;9.1;84;73;0.6;16.9;27.4;53.7;18.8;59.1;27.3;4.5;2.2
70120;Champagney;3809;19.1;70.8;103.8;0;21.1;30.1;51.1;18.8;50.4;19.9;10.6;2.4
70121;Champey;869;25.5;72.4;76.9;0.1;19.6;29.7;51.6;18.8;45.5;20;9.1;2.5
70122;Champlitte;1675;19.2;145.7;13;-1.4;15.2;24.5;45.7;29.8;56.6;17.2;7.1;2.1
70124;Champtonnay;99;25;28.6;18.9;3.8;28.9;38.1;51.5;10.3;50;0;25;2.6
70125;Champvans;183;27.3;142.1;25.6;-3.2;16.9;21.3;49.2;29.5;54.5;9.1;9.1;2.3
70126;Chancey;202;27.3;38.1;26.2;4.1;28;36.8;50.8;12.4;45.5;27.3;0;2.6
70127;Chantes;119;42.9;86.2;18.1;-1.3;18.2;25.6;53.7;20.7;42.9;0;14.3;2.1
70128;La Chapelle-lès-Luxeuil;386;13;93.4;50.2;-2.5;18.7;26.3;51.6;22.1;57.3;21.4;8.3;2.5
70129;La Chapelle-Saint-Quillain;150;11.1;51.4;14.4;2;21.3;27.3;60;12.7;55.6;22.2;11.1;2.6
70130;Charcenne;339;9.1;72.9;47.3;0.4;15.7;27.3;56.2;16.5;64.4;22.1;4.3;2.3
70132;Chargey-lès-Gray;710;12.2;65.9;42.9;-0.9;19.3;33.5;46.3;20.1;58.5;17.1;12.2;2.4
70133;Chargey-lès-Port;237;23.1;71.7;18.2;0;20.1;31;51;18;46.2;0;30.8;2.2
70134;Chariez;210;16.7;70.4;27.4;-1.1;21.7;32.4;49.3;18.4;50;25;8.3;2.2
70135;Charmes-Saint-Valbert;42;0;450;8.4;-3;2.6;15.8;36.8;47.4;50;50;0;1.8
70136;Charmoille;481;19.4;65.3;95.4;1.3;18.9;28.5;55.2;16.2;51.6;19.4;9.7;2.4
70137;Chassey-lès-Montbozon;215;0;89.1;13.8;-0.3;17.2;22.8;58.1;19.1;69.2;23.1;7.7;2
70138;Chassey-lès-Scey;135;50;55.3;30.8;4;28.3;32.3;51.2;16.5;33.3;16.7;0;2.5
70140;Châteney;59;40;68.4;22.7;4.2;20.3;29.7;50;20.3;40;20;0;2.6
70141;Châtenois;127;22.2;100;22.1;1.1;18.9;28.3;46.5;25.2;55.6;22.2;0;2.4
70142;Chaumercenne;181;25;112.5;36.6;3.7;19;27.6;46.6;25.9;50;12.5;12.5;2.1
70143;Chauvirey-le-Châtel;122;0;117.9;10.4;0.8;17.9;26;47.2;26.8;62.5;37.5;0;2.2
70144;Chauvirey-le-Vieil;33;0;233.3;9.8;0.6;8.8;17.6;41.2;41.2;100;0;0;2.3
70145;Chaux-la-Lotière;442;17.2;59.5;49.8;3;22.7;32.8;50;17.2;48.3;27.6;6.9;2.6
70146;Chaux-lès-Port;153;20;70.6;36.9;1.6;18.9;22;62.9;15.1;60;10;10;2.2
70147;Chavanne;235;7.7;63.3;101.3;-1.4;19.2;29.9;53.8;16.2;53.8;30.8;7.7;2.6
70148;Chemilly;88;0;125;23.3;0.2;19.3;22.7;48.9;28.4;66.7;16.7;16.7;2.1
70149;Chenebier;697;34.1;75.3;77;-0.9;16.9;27.4;54.2;18.4;41.5;22;2.4;2.4
70150;Chenevrey-et-Morogne;304;27.8;49.5;34.3;2.1;25;35.6;49.4;15.1;33.3;22.2;16.7;2.6
70151;Chevigney;36;0;533.3;7;1.1;5.6;8.3;47.2;44.4;66.7;33.3;0;1.8
70152;Choye;447;15.4;69.2;31;1.9;23;29.1;52.3;18.6;53.8;26.9;3.8;2.4
70153;Cintrey;95;20;278.6;15.6;-3.6;9.3;14.4;45.4;40.2;80;0;0;1.8
70154;Cirey;363;22.2;88.9;27.7;0.8;16.9;27.9;49.4;22.7;44.4;16.7;16.7;2.5
70155;Citers;767;24.7;73.2;50.6;-1.8;18;28;54.2;17.9;46.7;21.3;7.3;2.4
70156;Citey;101;28.6;73.1;17.5;0.6;18.9;28.3;53.8;17.9;42.9;14.3;14.3;2.3
70157;Clairegoutte;382;24.1;79;36.5;-1.1;15.7;26.5;56;17.5;52.7;19.5;3.8;2.3
70158;Clans;108;28.6;53.6;24.7;-1.6;19.2;30.8;54.8;14.4;42.9;28.6;0;2.3
70159;Cognières;91;0;193.3;23.2;-1.1;13;19.6;48.9;31.5;83.3;16.7;0;2.1
70160;Coisevaux;332;20;43.2;79.4;-0.5;19.5;30.8;57.3;11.9;35;35;10;2.6
70162;Colombe-lès-Vesoul;460;25.7;83.4;57.9;-1.7;14.4;23.8;59.7;16.5;48.1;26.1;0;2.2
70163;Colombier;449;18.5;58.2;32.3;0.7;22.1;29.9;54.6;15.5;48.2;18.5;14.8;2.5
70164;Colombotte;85;20;40;19.5;6.5;27.1;37.6;48.2;14.1;40;20;20;2.9
70165;Combeaufontaine;539;35.7;81.2;44.2;-0.4;17.5;32.5;45.4;22.1;35.7;21.4;7.1;2.2
70166;Comberjon;167;20;178.3;46.8;-0.9;9.9;16.8;57.8;25.5;50;30;0;2.1
70167;Conflandey;364;22.7;100;68.7;-1.4;18.3;23.6;54.4;21.9;50;22.7;4.5;2.2
70168;Conflans-sur-Lanterne;622;20.5;108.9;47.5;-0.8;15.9;25.9;52.4;21.7;53.8;20.5;5.1;2.1
70169;Confracourt;214;8.3;57.4;10.9;-0.5;23.7;32.9;49.3;17.8;58.3;25;8.3;2.5
70170;Contréglise;116;14.3;85.7;12.1;-0.7;16.4;29.3;50;20.7;42.9;42.9;0;2.4
70171;Corbenay;1289;20.7;96.6;81.9;-0.6;17.3;27.9;49.5;22.6;54.9;18.3;6.1;2.3
70172;La Corbière;106;16.7;60;33.7;1.6;18.9;27.4;58.5;14.2;66.7;16.7;0;2.3
70174;Cordonnet;143;20;72.7;13.7;2.6;19.9;28.4;54.6;17;60;10;10;2.4
70175;Cornot;140;37.5;127.6;12.5;-0.8;14.8;23.2;50.7;26.1;50;0;12.5;2.2
70176;Corravillers;188;18.2;222.2;16.8;-1.5;10.1;18.6;49.5;31.9;63.6;9.1;9.1;2
70177;Corre;590;20;161.4;64.6;0;13.5;21.8;49.8;28.5;60;14.3;5.7;2
70178;La Côte;518;21.2;104.4;74.7;-0.2;17.2;24.5;52.7;22.8;54.5;18.2;6.1;2.2
70179;Coulevon;181;9.1;135.3;68;-1.4;15.6;21.4;52;26.6;72.7;18.2;0;2.1
70180;Courchaton;450;13.8;115.2;33.3;-0.4;18;25.6;47.6;26.9;62.1;17.2;6.9;2.3
70181;Courcuire;132;25;40.5;18.7;-0.3;22.1;32.4;56.6;11;50;12.5;12.5;2.4
70182;Courmont;129;12.5;55.6;20.2;5;23.3;28.7;55.8;15.5;50;25;12.5;2.6
70183;Courtesoult-et-Gatey;61;0;287.5;6;-0.6;11.5;14.8;47.5;37.7;75;0;25;1.8
70184;Couthenans;741;17.5;109.5;451.8;-0.8;16.2;24;53.9;22.1;55.4;25;2.1;2.3
70185;Cresancey;182;10;81.4;19;-1.1;17.6;28.6;52.2;19.2;70;20;0;2.2
70186;La Creuse;75;0;47.6;14.9;0;16.2;32.4;54.1;13.5;25;50;25;2.6
70187;Crevans-et-la-Chapelle-lès-Granges;264;12.5;66.7;67.5;1.3;20.8;29.5;52.3;18.2;62.5;18.8;6.2;2.4
70188;Creveney;59;0;70.7;24.2;2.2;23.7;28.8;50.8;20.4;50;25;25;2.4
70189;Cromary;242;20;80.6;45.1;0.2;23.4;29.8;48.4;21.8;46.7;13.3;20;2.4
70190;Cubry-lès-Faverney;177;10;42.9;31.7;4.4;25.7;31.7;55.7;12.6;60;20;10;2.6
70192;Cugney;196;25;58.9;17.2;0.9;25;30.1;53.1;16.8;50;25;0;2.4
70193;Cult;228;35.7;37.7;33.1;-0.2;25.1;36.3;52;11.7;28.6;21.4;14.3;2.8
70194;Cuve;145;25;66.7;17.9;-2.7;19.3;29.7;53.8;16.6;50;12.5;12.5;2.2
70195;Dambenoît-lès-Colombe;279;17.5;62.9;32.1;-0.1;20.1;28;56.4;15.6;59.9;11.5;11.1;2.4
70196;Dampierre-lès-Conflans;266;26.7;69.7;25.7;0.2;21.2;30.4;51.9;17.7;46.7;26.7;0;2.4
70197;Dampierre-sur-Linotte;803;17.8;55;24.7;0.7;26.1;33.7;49.1;17.2;42.2;24.4;15.6;2.5
70198;Dampierre-sur-Salon;1276;26.2;127.8;67.9;-0.6;16.3;24.5;48.5;27.1;50;17.1;6.7;2.1
70199;Dampvalley-lès-Colombe;110;14.3;85.7;17.6;0.2;19;27.6;51.7;20.7;57.1;14.3;14.3;2.4
70200;Dampvalley-Saint-Pancras;34;50;100;7.3;-7.4;22.2;27.8;44.4;27.8;50;0;0;2.1
70201;Delain;222;0;101.8;18.2;-1;17.1;28.8;45.9;25.2;60;30;10;2.3
70202;Demangevelle;289;10.5;229.7;19.8;-2.4;8.6;16.5;52.9;30.6;73.7;10.5;5.3;2
70203;La Demie;143;14.3;48.8;22.8;-0.8;25.3;29.5;56.8;13.7;42.9;28.6;14.3;2.6
70204;Denèvre;169;12.5;66.7;28.9;-1.6;18.8;30.3;51.5;18.2;50;37.5;0;2.6
70205;Échavanne;205;38.5;107.5;63.9;0.4;14.6;23.4;55.6;21;46.2;15.4;0;2.2
70206;Échenans-sous-Mont-Vaudois;506;22;84.4;93;0.2;19.8;29.5;48.4;22.2;50.8;18.3;8.9;2.5
70207;Échenoz-la-Méline;3215;24.2;82.3;397.4;0.8;18.1;28.2;52.1;19.7;49.5;17.4;8.9;2.2
70208;Échenoz-le-Sec;301;17.3;66.4;19.5;-0.3;17.5;22.9;63.2;13.9;55.6;22;5;2.2
70210;Écromagny;156;20;215.8;22.9;-0.9;7.6;17.7;56.3;25.9;70;10;0;2
70211;Écuelle;73;25;145.5;13.1;-2.8;11.9;20.9;55.2;23.9;50;25;0;1.9
70213;Éhuns;240;21.4;56.4;43.4;-1.4;19.4;29.5;56.8;13.7;57.1;21.4;0;2.2
70214;Équevilley;124;28.6;132;13.1;-1.1;16.1;21.8;51.6;26.6;57.1;14.3;0;2
70215;Errevet;250;26.7;100;76.2;0.9;16.6;25.5;52.6;21.9;46.7;20;6.7;2.3
70216;Esboz-Brest;439;28.6;60.3;45.3;-2.7;18.8;26.4;59.1;14.5;48.2;13.6;9.6;2.3
70217;Esmoulières;96;20;207.1;4.8;0;11.3;16.5;53.6;29.9;60;20;0;2
70218;Esmoulins;137;22.2;108.8;30.6;-2.6;15.3;27;46;27;55.6;22.2;0;2.5
70219;Esprels;727;18.6;68.6;49.1;0.6;19.8;29.6;52.4;18;48.8;25.6;7;2.3
70220;Essertenne-et-Cecey;411;19.2;80.4;36.4;0.1;18.7;26.8;54.3;19;57.7;11.5;11.5;2.3
70221;Étobon;298;27.7;72.3;24.3;-0.5;19.2;28.5;52.8;18.7;50.5;16.4;5.4;2.3
70222;Étrelles-et-la-Montbleuse;78;40;126.7;12.5;-2.4;12.8;21.8;53.8;24.4;60;0;0;2.2
70224;Étuz;661;26.2;74.6;124.7;-0.3;18.6;29.5;51.8;18.8;45.2;21.4;7.1;2.3
70225;Fahy-lès-Autrey;112;28.6;63;18.1;0.5;15.5;35.3;50;14.7;42.9;14.3;14.3;2.4
70226;Fallon;306;10.5;111.6;54.3;-0.1;17.6;24;51.4;24.6;68.4;10.5;10.5;2.3
70227;Faucogney-et-la-Mer;557;15.1;103.4;39.4;-0.9;16.5;24.2;54.4;21.4;55.1;23.9;5.8;2.2
70228;Faverney;953;20.4;84.6;52.3;0.1;18.6;29.1;50.7;20.3;50;14.8;14.8;2.2
70229;Faymont;261;18.8;111.3;32.7;0.7;17.6;26.4;47.1;26.4;62.5;6.2;12.5;2.3
70230;Fédry;96;0;166.7;11;-2;14.4;24.7;44.3;30.9;66.7;16.7;16.7;2
70231;Ferrières-lès-Ray;34;33.3;300;8.5;-2.2;8.6;11.4;54.3;34.3;33.3;33.3;0;1.8
70232;Ferrières-lès-Scey;125;11.1;89.7;20.2;-2.8;17.7;26.6;52.4;21;55.6;22.2;11.1;2.5
70233;Les Fessey;139;12.5;106.3;25.1;-0.1;19.1;25.7;49.3;25;62.5;25;0;2.3
70234;Filain;233;21.4;57.8;14.8;1.2;18.9;30.5;53.6;15.9;50;21.4;7.1;2.5
70235;Flagy;155;11.1;102.9;16;0;18.2;26;50.6;23.4;66.7;22.2;0;2.4
70236;Fleurey-lès-Faverney;462;29;81.1;40.9;2.3;18.4;28.6;52.8;18.6;48.4;16.1;6.5;2.4
70237;Fleurey-lès-Lavoncourt;100;0;273.3;10.5;-0.6;9;17;42;41;83.3;16.7;0;2
70238;Fleurey-lès-Saint-Loup;132;11.1;110.3;37.3;-0.9;12.9;24.2;51.5;24.2;66.7;11.1;11.1;2.4
70239;Fondremand;197;16.9;76.2;12;1.8;21.5;26.3;56.5;17.2;57.6;25.4;0;2.2
70240;Fontaine-lès-Luxeuil;1356;21.2;85.7;48.9;-1.2;18.4;27.5;52.2;20.3;56.2;13.8;8.8;2.3
70242;Fontenois-la-Ville;136;22.2;103.2;11.2;-0.9;17.2;26.1;50;23.9;55.6;11.1;11.1;2.2
70243;Fontenois-lès-Montbozon;324;26.3;57.6;22.7;1.3;22.3;33.2;50.6;16.2;47.4;15.8;10.5;2.4
70244;Fouchécourt;109;0;69;24.4;-1.4;20.2;27.5;54.1;18.3;66.7;16.7;16.7;2.1
70245;Fougerolles-Saint-Valbert;3859;17.5;108.4;70.1;-0.7;15.4;25.8;50.5;23.7;57.5;17.5;7.5;2.2
70247;Fouvent-Saint-Andoche;221;7.1;202.5;6.4;-1.3;15;21;41.1;37.9;71.4;14.3;7.1;2.1
70248;Frahier-et-Chatebier;1357;25;72;78;1.5;19.6;29;52.9;18.1;46;21.3;7.7;2.5
70249;Francalmont;121;14.3;108.3;17.6;0.3;17.2;27.6;50;22.4;57.1;14.3;14.3;2.2
70250;Franchevelle;417;22.8;58.5;40;-0.7;19.8;26.3;59.3;14.4;55.2;22;0;2.4
70251;Francourt;104;16.7;92;14.8;-0.8;18.3;29.8;48.1;22.1;50;16.7;16.7;2.4
