Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
1233;3;995;1273;0.82;1.23;0.31;5.25;14.71;6.07;1.65;30.45;19.03;19.44;1.03;6.13
343;1;273;1274;0.75;2.26;1.13;4.14;16.17;1.88;0.75;41.35;18.42;10.53;2.63;3.28
1859;9;1589;1275;0.19;1.09;0.13;4.51;30.07;5.47;0.84;19.77;24.86;12.69;0.39;6.47
1193;6;991;1276;0.52;0.52;0.0;7.25;17.93;4.25;0.41;30.47;21.76;16.48;0.41;4.44
115;1;87;1277;1.19;0.0;0.0;5.95;16.67;2.38;1.19;28.57;20.24;23.81;0.0;5.06
86;0;74;1279;0.0;0.0;1.37;4.11;26.03;9.59;1.37;27.4;17.81;8.22;4.11;5.29
123;0;96;1280;0.0;0.0;0.0;4.26;36.17;1.06;2.13;24.47;25.53;5.32;1.06;5.26
1801;7;1390;1281;0.51;2.79;0.15;4.62;27.15;6.82;0.66;10.12;29.27;17.17;0.73;6.03
174;1;140;1282;0.0;0.72;0.0;1.45;24.64;5.8;2.17;28.26;20.29;15.94;0.72;4.4
11314;51;7940;1283;0.53;2.65;0.21;4.21;21.64;5.58;1.51;21.99;20.72;19.95;1.01;6.45
481;3;394;1284;2.1;0.26;0.0;4.2;18.11;3.41;1.05;34.91;17.59;17.06;1.31;5.32
864;3;758;1285;0.27;0.81;0.0;5.01;24.36;5.41;1.35;21.11;27.6;13.67;0.41;4.9
758;7;646;1286;0.32;1.6;0.0;6.57;14.58;6.41;0.8;20.35;23.4;25.48;0.48;5.88
1322;7;1041;1288;0.59;1.48;0.2;8.0;23.89;5.53;2.17;19.94;23.1;13.92;1.18;6.45
4483;19;3647;1289;0.7;0.81;0.2;5.5;22.97;5.36;1.01;18.9;27.04;16.74;0.76;4.95
978;4;819;1290;0.37;0.37;0.12;6.36;30.55;3.12;0.87;22.69;21.57;13.22;0.75;0.28
607;5;530;1291;0.39;0.0;0.0;9.98;24.66;2.54;0.59;28.57;22.31;9.2;1.76;7.25
132;0;118;1293;0.0;2.56;0.85;8.55;15.38;8.55;0.85;31.62;22.22;9.4;0.0;0.0
605;1;467;1294;0.22;1.11;0.0;6.43;18.85;5.32;0.89;27.05;19.73;19.73;0.67;1.79
426;3;377;1295;0.54;4.08;0.27;7.88;17.12;4.08;0.27;33.15;16.3;15.49;0.82;8.56
286;3;220;1296;0.94;1.88;0.47;7.04;16.9;2.35;1.41;38.03;12.68;17.84;0.47;5.08
667;3;570;1297;0.36;1.28;0.0;6.01;18.21;3.64;0.18;31.15;24.95;13.66;0.55;5.87
107;0;86;1298;1.18;0.0;0.0;2.35;24.71;5.88;2.35;22.35;25.88;15.29;0.0;4.69
391;0;332;1299;0.91;0.3;0.0;4.55;32.42;2.12;1.52;34.85;13.03;9.39;0.91;5.01
1914;8;1610;1301;0.95;0.57;0.06;6.49;27.1;5.22;0.7;24.87;21.82;11.2;1.02;6.22
151;4;125;1302;0.0;4.13;0.0;1.65;13.22;9.09;0.83;26.45;19.01;24.79;0.83;7.13
1161;5;918;1303;0.67;0.56;0.22;5.79;19.6;4.57;1.0;30.4;18.93;17.48;0.78;5.53
1798;11;1434;1304;0.51;1.3;0.22;6.58;17.58;4.63;0.87;32.05;18.52;16.71;1.01;5.17
1486;7;1108;1305;0.47;1.21;0.19;6.06;23.39;5.41;0.47;22.37;23.58;15.75;1.12;5.49
928;6;756;1306;0.69;0.97;0.14;4.28;17.96;4.83;1.1;26.52;23.2;19.2;1.1;5.33
583;4;483;1307;0.43;3.02;0.65;6.47;25.22;3.45;0.65;23.49;19.18;15.3;2.16;8.97
431;0;303;1308;1.01;1.01;0.0;4.36;19.8;4.03;2.01;17.79;23.49;26.51;0.0;7.36
72;1;55;1309;0.0;1.85;0.0;9.26;11.11;11.11;1.85;44.44;12.96;7.41;0.0;31.04
132;2;117;1310;0.89;0.89;0.0;4.46;13.39;1.79;0.0;41.96;15.18;20.54;0.89;5.17
42;0;33;1311;0.0;0.0;0.0;0.0;15.15;6.06;0.0;33.33;33.33;12.12;0.0;6.15
3643;6;2915;1313;0.24;1.11;0.03;3.86;32.26;4.66;0.87;9.91;32.53;13.9;0.63;5.94
1175;7;1025;1314;1.0;0.9;0.0;4.61;18.14;3.51;1.2;36.37;17.94;15.53;0.8;5.25
223;4;193;1317;1.1;2.21;0.0;3.87;13.81;2.76;1.1;38.67;23.2;12.15;1.1;10.81
498;1;417;1318;0.25;0.99;0.25;7.14;25.37;5.91;0.49;25.62;19.95;13.79;0.25;6.46
340;0;297;1319;0.68;1.02;0.68;8.19;21.84;4.78;1.02;31.74;19.45;9.56;1.02;5.94
2688;13;2249;1320;0.37;0.78;0.27;6.9;23.96;3.84;1.69;24.23;25.74;11.16;1.05;4.81
652;2;543;1321;0.37;0.19;0.19;4.11;19.81;5.98;0.75;21.12;25.42;21.31;0.75;7.56
3350;15;2826;1322;0.33;0.65;0.07;5.82;26.91;4.88;0.65;18.92;27.02;14.21;0.54;6.91
734;19;589;1323;0.88;1.06;0.71;9.01;17.49;4.95;1.59;27.74;21.2;14.84;0.53;5.48
733;2;628;1325;0.65;1.3;0.0;5.84;18.51;5.52;0.65;31.82;18.02;16.88;0.81;6.13
378;1;316;1328;0.33;0.33;0.66;7.87;20.66;3.93;1.64;32.79;21.31;10.16;0.33;7.0
153;1;133;1329;0.0;0.77;0.77;1.54;16.15;2.31;0.77;35.38;20.0;22.31;0.0;4.22
157;0;140;1330;0.73;2.19;0.0;3.65;9.49;12.41;0.73;16.79;24.82;27.74;1.46;3.58
157;1;134;1331;1.54;0.77;0.0;9.23;13.08;3.85;2.31;22.31;25.38;17.69;3.85;3.55
556;23;468;1332;0.0;1.35;0.0;7.45;17.83;3.84;0.45;27.77;28.89;11.96;0.45;8.93
2516;10;2083;1333;0.29;0.88;0.25;8.2;18.96;4.91;0.79;27.16;20.28;17.58;0.69;4.0
427;1;367;1334;0.56;0.0;0.28;8.43;20.79;3.09;1.12;38.2;16.29;10.67;0.56;4.49
242;3;209;1335;0.0;0.0;0.97;9.71;18.93;2.43;2.91;32.04;21.84;10.68;0.49;5.88
863;21;722;1336;0.14;0.71;0.0;7.43;18.86;7.0;0.43;27.71;24.57;12.29;0.86;4.48
954;11;791;1337;0.53;1.45;0.26;7.52;18.73;4.22;2.24;29.42;22.43;12.27;0.92;4.91
909;9;751;1338;0.69;2.07;0.41;4.82;19.7;3.58;2.34;30.44;19.01;15.29;1.65;4.82
1203;6;1006;1339;0.3;0.41;0.0;6.18;32.83;3.55;0.81;19.45;26.04;10.13;0.3;3.37
126;0;114;1341;0.0;1.79;0.0;9.82;24.11;8.93;1.79;13.39;27.68;10.71;1.79;5.4
403;7;357;1342;0.86;2.0;0.29;5.71;27.14;4.0;1.43;22.86;20.29;14.57;0.86;4.75
1294;26;1069;1343;0.78;0.39;0.39;7.91;18.95;4.49;1.37;28.61;22.85;13.09;1.17;4.12
4538;21;3712;1344;0.3;0.75;0.17;5.66;22.2;5.88;0.99;18.17;29.22;16.02;0.64;4.11
1682;13;1321;1345;1.02;0.86;0.16;7.15;14.53;4.48;1.26;30.71;19.48;19.32;1.02;4.27
609;3;506;1346;1.43;1.64;0.2;7.36;20.65;4.91;1.64;25.56;22.7;12.47;1.43;5.56
1545;3;1306;1347;0.16;1.24;0.16;6.07;22.01;4.82;1.01;23.79;26.21;14.0;0.54;3.94
2088;11;1621;1348;0.63;0.32;0.13;6.16;24.0;3.37;1.21;30.92;21.33;11.17;0.76;1.6
401;0;321;1349;0.32;0.63;0.0;6.35;25.4;5.4;0.32;30.16;16.19;14.6;0.63;5.56
1863;10;1583;1350;0.91;0.85;0.2;8.27;22.85;4.75;1.04;24.87;22.01;13.22;1.04;5.43
1086;3;885;1351;0.47;0.59;0.35;7.3;17.43;4.12;1.65;36.63;15.9;14.96;0.59;0.0
390;5;326;1352;1.58;0.32;0.32;14.87;13.29;4.11;1.58;30.06;20.57;12.97;0.32;5.28
1094;6;936;1353;0.44;1.53;0.44;6.57;21.36;4.27;0.77;23.22;27.71;12.49;1.2;4.21
4555;7;3396;1354;0.45;1.2;0.21;4.09;23.61;5.56;1.02;13.68;27.34;22.02;0.81;4.05
348;0;294;1355;1.43;0.36;0.0;9.68;19.35;3.94;1.43;30.11;15.77;16.49;1.43;6.88
149;0;129;1356;0.8;0.8;0.8;11.2;11.2;1.6;3.2;26.4;24.0;17.6;2.4;5.53
271;1;206;1357;1.01;2.53;0.51;4.55;20.71;5.56;1.01;25.25;21.21;16.67;1.01;4.06
326;1;264;1358;0.39;1.55;0.0;5.43;27.13;5.43;1.16;22.09;21.71;13.95;1.16;4.16
203;0;159;1359;0.65;0.0;0.0;8.39;29.03;0.0;0.65;39.35;15.48;5.81;0.65;5.29
944;1;769;1360;0.66;1.06;0.26;6.46;26.78;5.28;0.53;16.23;28.36;14.12;0.26;4.17
1170;6;973;1361;0.53;0.95;0.11;4.74;23.16;4.21;0.53;32.84;20.63;12.0;0.32;5.24
565;3;484;1362;0.0;0.64;0.64;7.68;21.11;4.05;0.43;30.49;25.8;8.53;0.64;7.23
1294;7;1064;1363;0.86;0.67;0.1;7.35;16.62;6.88;1.15;27.79;19.48;18.15;0.96;5.2
552;8;449;1364;0.23;1.15;0.23;8.76;21.43;5.53;1.84;30.41;15.9;12.9;1.61;7.91
836;12;710;1365;0.6;1.65;0.0;9.17;19.4;4.06;0.45;26.02;22.86;15.34;0.45;2.11
628;8;545;1366;0.95;2.08;0.57;5.1;17.2;4.16;1.51;32.7;18.53;16.64;0.57;4.47
432;1;370;1367;1.11;1.11;0.56;7.8;22.01;5.29;1.95;30.64;14.21;13.65;1.67;6.88
550;5;477;1368;1.32;0.66;0.22;8.99;19.3;4.17;0.44;31.8;16.89;15.35;0.88;6.03
741;22;616;1369;0.34;0.51;0.0;6.93;25.0;5.24;1.35;19.43;24.16;16.55;0.51;5.08
987;3;724;1370;0.71;1.13;0.14;5.82;16.03;7.23;0.28;22.55;22.98;22.13;0.99;6.7
897;2;772;1371;0.4;0.4;0.13;5.6;15.47;5.2;0.27;33.47;20.27;17.47;1.33;6.43
328;1;258;1372;0.0;1.19;0.0;3.56;10.67;7.91;0.4;20.16;30.83;24.11;1.19;4.86
707;13;583;1373;0.88;1.23;0.35;6.15;25.31;2.11;2.11;32.16;19.68;9.31;0.7;2.12
1327;2;1118;1374;0.18;0.91;0.18;7.85;21.72;4.47;1.37;25.09;21.44;15.88;0.91;3.74
604;7;499;1375;1.88;0.83;0.0;6.67;18.96;6.88;1.25;30.21;23.54;9.38;0.42;4.61
2455;11;1900;1376;1.02;1.08;0.48;4.85;15.89;6.03;0.59;22.52;24.62;22.04;0.86;4.01
1996;7;1651;1378;0.5;0.99;0.19;6.56;19.88;5.08;1.05;33.75;21.05;10.65;0.31;6.1
536;2;448;1379;0.0;2.31;0.0;7.39;12.47;6.7;1.15;36.72;12.7;18.48;2.08;3.94
503;2;388;1380;0.8;1.07;0.0;5.36;19.3;6.43;1.07;29.49;23.06;11.8;1.61;3.0
619;12;511;1381;0.61;0.4;0.2;6.07;17.81;4.86;1.21;36.44;15.59;16.19;0.61;4.89
222;0;192;1382;0.0;0.0;0.0;5.82;24.87;2.12;1.06;37.57;21.16;6.88;0.53;3.51
1050;2;860;1383;0.36;0.36;0.12;6.03;19.18;3.74;0.72;38.0;17.49;12.67;1.33;1.57
1300;6;985;1384;0.73;0.84;0.1;4.4;12.58;4.61;1.68;30.92;15.62;26.73;1.78;3.37
801;2;692;1385;0.15;0.3;0.15;6.82;23.0;4.01;1.19;22.4;28.19;13.5;0.3;3.4
840;9;698;1386;0.6;1.04;0.3;5.51;17.56;6.1;1.04;24.55;24.85;17.26;1.19;4.56
151;0;130;1387;0.0;0.0;0.0;7.87;18.11;3.94;0.79;35.43;23.62;10.24;0.0;3.41
718;9;558;1388;0.75;0.75;0.38;4.69;25.14;3.0;1.5;31.33;21.76;9.76;0.94;1.63
1338;7;1078;1389;0.67;0.77;0.1;5.75;22.24;4.89;0.86;35.95;16.97;11.22;0.58;5.25
775;16;644;1390;0.64;1.91;0.16;5.9;18.18;3.51;0.16;39.71;15.63;12.12;2.07;5.41
242;2;205;1391;0.52;0.0;0.52;7.85;23.04;1.57;0.52;30.89;18.32;15.71;1.05;5.2
471;4;405;1392;0.52;0.52;0.26;4.92;22.54;3.37;1.81;27.72;25.39;12.44;0.52;5.31
380;0;333;1393;0.31;0.93;0.0;8.02;26.85;3.4;1.23;34.26;16.67;6.79;1.54;5.2
640;3;482;1396;0.43;1.95;0.22;6.07;17.14;4.56;0.87;29.5;18.87;18.87;1.52;5.32
604;14;425;1397;0.49;1.95;0.24;4.38;31.39;3.41;0.49;14.36;31.39;10.22;1.7;2.99
987;2;820;1398;0.88;0.75;0.38;8.38;25.88;1.63;0.88;34.38;16.88;9.38;0.63;3.77
1059;17;820;1399;0.0;0.88;0.25;4.13;32.0;5.25;1.13;18.63;24.0;12.63;1.13;6.46
129;0;114;1400;2.7;0.0;0.0;6.31;15.32;5.41;0.9;24.32;27.93;16.22;0.9;7.52
965;1;798;1401;0.89;1.27;0.0;5.08;29.57;5.2;1.4;14.47;26.27;15.23;0.63;5.88
478;2;392;1402;1.59;1.33;0.27;7.43;15.65;5.31;1.06;30.5;17.51;18.3;1.06;2.31
901;1;704;1403;0.29;1.3;0.14;5.92;16.91;5.2;1.01;27.6;18.5;22.11;1.01;4.89
126;0;94;1404;1.06;0.0;0.0;9.57;20.21;5.32;0.0;31.91;12.77;17.02;2.13;4.08
836;3;686;1405;0.3;1.2;0.0;7.63;14.07;2.99;0.9;36.08;20.66;14.97;1.2;6.62
124;0;109;1406;0.0;0.0;1.89;6.6;24.53;3.77;0.94;26.42;16.04;17.92;1.89;5.88
623;1;502;1407;0.61;1.82;0.2;5.05;14.55;6.46;1.21;26.06;24.24;18.38;1.41;4.64
506;1;421;1408;1.21;0.49;0.24;8.25;13.11;7.52;0.97;29.85;18.45;19.17;0.73;4.74
251;0;215;1410;0.0;1.47;0.98;3.92;21.08;5.88;3.43;22.06;20.1;19.12;1.96;4.69
203;2;176;1411;2.31;0.58;0.0;8.67;17.92;2.31;0.0;37.57;16.18;13.87;0.58;6.34
424;4;358;1412;0.0;0.29;0.29;7.18;20.69;4.89;1.72;35.34;17.24;11.78;0.57;5.63
66;1;50;1413;0.0;0.0;0.0;20.41;20.41;4.08;2.04;34.69;6.12;10.2;2.04;6.53
185;0;154;1414;0.66;4.64;0.0;14.57;19.87;6.62;1.32;21.85;18.54;11.26;0.66;4.49
294;0;256;1415;0.0;0.39;0.0;5.1;15.29;5.88;0.0;35.69;24.71;12.55;0.39;4.07
632;3;464;1416;1.32;1.77;0.44;3.97;11.92;4.64;2.21;36.64;19.43;16.56;1.1;5.07
276;0;235;1417;0.0;0.0;0.43;3.88;23.71;4.74;2.16;21.55;20.26;21.12;2.16;6.59
815;5;699;1418;0.29;0.15;0.15;6.6;21.85;4.69;2.05;21.26;28.3;14.08;0.59;8.0
3007;8;2393;1419;0.3;1.23;0.21;4.47;26.1;6.34;0.85;14.13;29.89;15.16;1.32;6.82
1030;2;743;1420;1.1;1.92;0.27;5.36;19.09;5.63;0.55;33.52;17.72;14.01;0.82;1.33
515;1;438;1421;0.93;0.7;0.0;6.06;11.19;6.53;1.4;38.69;15.15;17.95;1.4;4.29
1042;7;870;1422;0.0;0.47;0.24;6.15;20.92;4.49;0.71;25.06;22.58;18.79;0.59;3.5
770;1;657;1423;0.31;0.63;0.0;5.95;20.5;4.07;0.0;31.14;25.35;11.58;0.47;4.82
1389;6;1187;1424;0.09;0.6;0.0;7.14;25.71;5.07;1.12;20.98;26.74;12.38;0.17;7.26
220;1;187;1425;0.0;2.2;0.55;7.69;21.43;6.59;1.65;28.57;14.84;15.93;0.55;5.41
1818;4;1529;1426;0.53;1.07;0.2;5.53;18.0;8.0;0.87;25.27;21.07;17.6;1.87;2.51
4191;19;3250;1427;0.63;1.26;0.19;4.81;21.36;6.82;0.44;20.11;23.81;19.98;0.6;6.43
92;1;80;1428;0.0;0.0;0.0;17.33;37.33;1.33;1.33;21.33;13.33;8.0;0.0;6.64
474;0;410;1429;0.0;0.0;0.25;10.86;16.67;4.29;0.76;35.86;18.69;11.36;1.26;1.72
414;2;347;1430;0.87;1.75;0.0;5.54;17.2;3.5;1.46;37.61;17.49;13.99;0.58;8.77
909;1;783;1431;0.91;0.78;0.26;7.17;15.12;4.82;0.78;22.82;25.42;20.99;0.91;4.31
221;2;188;1432;0.0;0.56;0.0;8.94;24.02;7.26;1.68;26.26;15.64;14.53;1.12;6.51
172;0;148;1433;0.68;0.68;0.0;8.11;15.54;5.41;2.03;42.57;11.49;12.16;1.35;4.82
324;0;285;1434;0.0;1.08;0.0;9.32;25.45;2.51;1.08;32.62;17.2;10.04;0.72;4.38
1214;0;899;1435;0.23;1.58;0.11;5.08;23.25;6.43;1.24;17.27;28.56;14.45;1.81;6.39
330;1;263;1436;0.39;2.34;1.17;4.69;36.72;6.64;0.78;10.55;24.22;12.11;0.39;4.0
148;3;123;1437;0.86;0.86;0.0;5.17;22.41;1.72;0.86;39.66;13.79;14.66;0.0;6.9
72;0;61;1439;1.75;0.0;0.0;21.05;22.81;8.77;1.75;26.32;10.53;7.02;0.0;4.59
474;2;406;1441;1.02;1.02;0.76;8.12;21.83;4.31;2.03;32.49;13.45;14.21;0.76;4.73
318;3;265;1442;0.38;1.15;0.0;7.28;21.07;6.51;2.68;18.01;22.61;19.92;0.38;4.05
3234;20;2661;1443;0.73;0.5;0.19;5.79;21.41;4.82;0.85;27.31;22.26;15.28;0.85;4.79
805;5;661;1444;0.47;1.41;0.0;3.76;15.65;4.38;1.1;28.01;19.72;23.79;1.72;6.47
470;4;400;1445;0.77;1.02;0.0;8.44;19.69;6.39;3.32;27.37;19.95;12.53;0.51;2.42
1057;7;901;1446;0.34;0.57;0.0;8.46;24.57;4.0;0.69;31.43;18.4;10.63;0.91;4.87
869;5;676;1447;0.46;2.15;0.15;6.44;15.03;6.9;1.53;32.21;17.33;17.18;0.61;5.17
263;1;221;1448;0.46;1.83;0.46;7.34;25.23;4.59;0.46;22.48;19.27;16.51;1.38;4.32
582;2;491;1449;0.21;2.06;0.41;7.41;17.9;4.73;1.23;28.19;20.99;15.43;1.44;2.99
2652;13;2200;1450;0.28;0.79;0.05;5.73;20.11;4.05;0.7;32.87;21.09;13.64;0.7;2.11
4645;23;3878;1451;0.42;0.85;0.05;7.31;25.36;4.79;0.98;22.4;23.33;13.5;1.01;4.54
690;5;553;1452;0.55;1.66;0.0;6.1;10.91;6.47;0.92;30.13;21.26;21.26;0.74;1.65
215;2;170;1453;1.21;3.03;0.0;13.33;13.33;2.42;2.42;28.48;24.24;10.91;0.61;2.67
631;4;523;1454;1.17;0.97;0.0;7.21;17.74;4.87;1.75;30.21;18.91;16.18;0.97;3.55
75;1;59;1456;0.0;3.45;0.0;6.9;31.03;5.17;0.0;13.79;27.59;12.07;0.0;1.14
1980;18;1625;1457;0.77;0.9;0.32;6.32;25.27;4.32;0.45;23.98;23.73;13.02;0.9;1.72
393;14;315;2001;0.0;0.33;0.0;5.32;12.62;2.99;1.33;47.51;11.3;16.94;1.66;0.92
404;1;344;2002;1.2;0.0;0.0;4.22;16.27;2.11;0.6;44.58;15.96;12.95;2.11;5.56
799;3;649;2003;0.63;1.1;0.16;3.6;14.71;4.54;0.78;35.52;18.78;19.41;0.78;4.17
144;2;124;2004;0.0;0.0;0.0;4.96;28.1;1.65;1.65;34.71;14.88;11.57;2.48;5.88
333;2;271;2005;0.76;1.15;0.38;5.34;14.89;2.67;1.15;40.46;17.56;15.27;0.38;8.03
235;1;199;2006;0.51;0.51;0.0;5.58;18.78;3.55;1.52;43.15;8.63;16.75;1.02;4.0
101;1;92;2007;0.0;0.0;0.0;5.68;17.05;1.14;0.0;35.23;15.91;22.73;2.27;3.64
200;0;176;2008;1.72;0.57;0.0;8.62;12.64;1.72;1.15;34.48;21.84;16.67;0.57;2.7
393;3;332;2009;0.92;0.0;0.31;4.59;12.23;0.92;0.31;48.62;13.76;17.74;0.61;3.53
129;0;109;2010;0.0;0.0;0.0;4.63;13.89;5.56;0.0;46.3;11.11;16.67;1.85;5.14
943;3;738;2011;0.56;1.39;0.14;5.83;20.56;4.17;0.56;33.47;17.92;14.72;0.69;1.3
61;0;51;2012;1.96;0.0;0.0;5.88;19.61;5.88;0.0;43.14;19.61;3.92;0.0;1.46
302;1;256;2013;0.8;0.4;0.0;6.43;20.88;8.03;2.01;37.35;14.06;8.43;1.61;1.52
550;1;457;2014;0.22;1.33;0.22;5.78;14.67;4.0;1.11;40.89;13.78;17.11;0.89;3.76
66;1;56;2015;0.0;0.0;0.0;5.45;21.82;3.64;0.0;50.91;10.91;7.27;0.0;5.06
164;3;154;2016;0.68;0.0;0.0;7.43;12.16;2.7;0.68;37.84;15.54;20.95;2.03;2.94
209;1;179;2017;1.76;0.59;0.0;5.88;20.59;3.53;0.59;31.76;17.65;15.88;1.76;3.46
1464;6;1092;2018;0.56;0.84;0.09;4.11;14.95;5.14;0.84;35.79;18.41;18.32;0.93;2.7
289;0;233;2019;1.3;1.73;0.0;3.46;21.65;1.3;1.3;38.96;11.26;17.32;1.73;5.1
342;2;278;2020;1.46;1.09;0.0;6.57;22.26;1.46;0.36;45.26;12.04;8.76;0.73;4.82
81;0;67;2021;0.0;3.03;1.52;4.55;12.12;1.52;6.06;43.94;16.67;10.61;0.0;5.42
327;3;270;2022;2.26;0.38;0.38;3.01;26.69;3.76;0.38;33.83;17.29;10.9;1.13;2.51
93;0;81;2023;1.27;0.0;1.27;2.53;18.99;5.06;2.53;35.44;17.72;15.19;0.0;1.28
41;0;36;2024;5.88;0.0;0.0;5.88;26.47;2.94;2.94;35.29;5.88;14.71;0.0;1.72
273;1;234;2025;0.87;0.0;0.87;5.63;20.78;3.46;0.43;41.56;14.72;9.96;1.73;1.33
202;0;150;2027;0.0;0.0;0.0;4.05;14.19;2.7;0.68;41.22;20.27;16.22;0.68;0.69
2040;6;1679;2028;1.09;0.67;0.06;4.55;10.25;5.1;0.55;38.59;20.02;18.45;0.67;1.53
285;2;241;2029;0.88;0.0;0.0;10.09;11.84;4.82;0.44;33.33;16.23;17.54;4.82;0.46
211;1;169;2030;2.41;0.0;0.0;7.23;26.51;5.42;2.41;32.53;16.27;7.23;0.0;1.23
448;3;368;2031;0.84;0.0;0.0;7.8;15.6;2.51;0.28;50.14;8.64;12.81;1.39;0.7
190;0;156;2032;0.64;0.0;0.0;8.33;12.18;1.28;0.64;52.56;10.9;12.18;1.28;0.98
82;2;63;2033;1.72;0.0;0.0;10.34;22.41;1.72;1.72;20.69;22.41;12.07;6.9;0.92
89;0;77;2034;0.0;0.0;1.33;6.67;28.0;1.33;0.0;38.67;12.0;12.0;0.0;2.42
198;0;169;2035;0.6;0.0;0.0;3.57;26.19;2.38;3.57;34.52;11.9;16.07;1.19;1.75
62;0;58;2036;1.72;3.45;0.0;1.72;15.52;1.72;0.0;46.55;13.79;12.07;3.45;0.0
985;3;845;2037;0.85;0.6;0.12;6.88;8.33;4.23;0.85;34.06;22.95;19.44;1.69;4.83
62;1;52;2038;0.0;4.0;0.0;6.0;16.0;8.0;2.0;44.0;12.0;6.0;2.0;1.03
123;0;108;2039;0.0;0.0;0.0;3.7;12.96;0.93;0.0;43.52;28.7;10.19;0.0;1.33
142;2;120;2040;1.69;1.69;0.0;5.08;22.88;5.08;0.85;26.27;17.8;17.8;0.85;2.21
674;8;539;2041;0.19;0.38;0.19;4.98;16.86;2.87;0.57;36.78;17.05;18.58;1.53;4.37
282;1;229;2042;1.32;0.88;0.0;4.41;17.62;3.52;0.44;37.0;15.42;17.62;1.76;2.68
44;0;36;2043;0.0;0.0;0.0;5.56;11.11;2.78;0.0;72.22;8.33;0.0;0.0;7.06
26;1;21;2044;0.0;0.0;0.0;0.0;65.0;0.0;0.0;25.0;10.0;0.0;0.0;3.5
415;2;364;2046;0.85;0.0;0.57;5.68;11.08;4.83;0.0;40.34;19.03;17.05;0.57;4.31
118;0;98;2047;2.06;0.0;0.0;1.03;17.53;1.03;0.0;42.27;16.49;19.59;0.0;1.32
90;1;85;2048;0.0;1.33;0.0;2.67;24.0;1.33;0.0;44.0;9.33;14.67;2.67;2.75
553;10;473;2049;0.66;0.22;0.22;5.31;14.6;2.21;1.11;38.5;19.47;17.04;0.66;2.45
246;0;208;2050;0.49;0.49;0.49;7.28;17.96;4.37;1.46;44.66;10.19;12.14;0.49;4.5
288;0;226;2051;0.45;0.45;0.0;4.46;25.0;2.68;0.89;33.48;16.96;14.29;1.34;4.49
110;0;85;2052;0.0;0.0;0.0;2.35;14.12;7.06;2.35;36.47;25.88;11.76;0.0;3.59
470;0;400;2053;0.75;0.5;0.0;5.0;25.75;3.5;0.75;25.5;21.75;14.5;2.0;1.34
342;2;262;2054;0.0;0.0;0.78;7.06;20.78;4.31;0.78;32.16;15.29;17.25;1.57;5.19
94;0;76;2055;0.0;0.0;0.0;3.95;19.74;1.32;0.0;48.68;11.84;11.84;2.63;0.87
132;1;112;2056;0.92;0.0;0.0;6.42;9.17;2.75;0.0;55.96;15.6;9.17;0.0;4.72
981;8;752;2057;0.95;0.14;0.27;3.81;20.03;2.45;0.82;47.0;13.22;9.81;1.5;3.87
519;1;435;2058;0.24;0.71;0.0;4.5;17.06;4.5;0.24;37.91;18.72;15.4;0.71;7.09
1978;10;1385;2059;1.25;0.74;0.29;4.42;7.51;4.49;0.74;41.13;15.97;22.22;1.25;3.92
212;4;173;2060;0.6;0.6;0.0;2.4;18.56;3.59;0.0;37.72;20.36;15.57;0.6;1.75
198;3;156;2061;2.68;0.67;1.34;4.7;8.72;1.34;2.68;45.64;14.77;16.11;1.34;1.35
93;1;81;2062;1.3;0.0;0.0;5.19;19.48;5.19;1.3;40.26;14.29;12.99;0.0;4.36
294;2;238;2063;0.43;0.43;0.0;8.66;8.23;0.87;0.43;48.05;15.15;16.45;1.3;4.15
2542;21;1959;2064;1.31;0.94;0.1;4.56;11.64;4.72;1.05;35.4;20.56;19.19;0.52;2.36
463;0;393;2065;1.8;1.8;0.0;3.87;12.37;3.87;0.26;48.45;13.4;12.63;1.55;0.69
165;2;130;2066;0.0;0.79;0.0;7.87;25.2;7.09;0.79;29.92;15.75;12.6;0.0;1.53
176;1;159;2067;0.0;0.0;0.0;9.8;22.88;3.92;0.65;31.37;20.92;9.8;0.65;0.46
64;1;58;2068;5.26;0.0;0.0;21.05;14.04;1.75;0.0;38.6;12.28;7.02;0.0;1.23
92;1;77;2069;0.0;0.0;0.0;0.0;32.43;1.35;0.0;47.3;6.76;12.16;0.0;0.7
344;0;282;2070;0.36;0.36;0.36;4.0;21.09;4.36;0.73;38.55;14.91;14.55;0.73;0.98
496;1;420;2071;0.98;0.98;0.24;6.83;13.66;4.15;1.22;36.1;17.56;16.1;2.2;0.92
150;0;132;2072;2.36;0.0;0.0;3.94;22.05;2.36;0.0;33.86;27.56;6.3;1.57;2.42
389;8;319;2073;1.29;1.29;0.0;7.07;12.86;3.86;0.32;48.55;11.9;10.93;1.93;1.75
430;2;356;2074;1.14;1.71;0.0;4.27;9.12;2.28;0.57;47.58;16.52;15.95;0.85;2.5
164;0;145;2075;0.0;0.69;0.0;8.33;22.22;4.17;0.0;38.89;13.89;11.81;0.0;3.76
97;0;86;2076;0.0;0.0;0.0;3.57;35.71;0.0;1.19;32.14;13.1;14.29;0.0;3.27
311;0;255;2077;0.4;0.4;0.0;4.38;17.93;5.98;0.0;32.27;19.12;17.53;1.99;3.97
