Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
5362;45;4185;62457;1.47;0.57;0.22;4.6;11.58;5.68;0.86;33.7;14.48;25.52;1.33;2.8
785;8;688;62458;2.11;0.6;0.15;6.77;13.38;3.91;1.2;32.93;21.35;16.09;1.5;2.53
191;2;166;62459;0.62;1.23;0.0;4.32;25.31;1.85;0.62;35.8;16.05;12.96;1.23;4.08
197;1;173;62460;0.59;0.59;1.18;7.65;40.0;0.59;2.94;22.35;11.76;11.76;0.59;4.0
601;4;468;62461;1.75;0.44;0.88;2.63;17.98;6.14;0.88;29.82;19.08;18.42;1.97;3.27
95;1;86;62462;0.0;1.23;0.0;9.88;27.16;6.17;0.0;34.57;8.64;12.35;0.0;1.89
378;2;318;62463;1.28;0.32;0.32;8.01;24.68;5.13;0.32;16.35;29.17;13.46;0.96;4.7
2624;22;2039;62464;1.27;0.3;0.05;4.56;8.47;5.17;0.46;42.09;14.71;21.7;1.22;4.46
183;2;154;62465;4.2;0.7;0.0;6.29;16.08;2.8;0.0;35.66;18.88;14.69;0.7;8.19
184;0;165;62466;0.63;1.27;0.0;5.7;17.09;2.53;0.0;28.48;28.48;12.66;3.16;4.8
121;0;98;62467;1.02;0.0;0.0;6.12;31.63;4.08;1.02;35.71;5.1;13.27;2.04;5.49
207;1;181;62468;0.57;0.57;0.57;5.71;28.57;4.0;1.14;30.29;20.57;8.0;0.0;2.08
436;2;345;62469;1.49;0.3;0.0;5.65;27.98;3.27;1.19;31.55;13.69;14.58;0.3;5.0
64;2;56;62470;0.0;0.0;0.0;7.55;39.62;1.89;0.0;18.87;18.87;13.21;0.0;4.0
807;8;724;62471;1.14;0.85;0.28;5.7;13.82;4.7;0.71;34.19;21.79;16.24;0.57;4.77
147;1;115;62472;0.0;0.0;0.0;6.25;25.89;4.46;1.79;21.43;26.79;10.71;2.68;4.39
7316;73;5459;62473;1.42;0.63;0.27;3.99;8.6;8.19;0.61;33.28;19.05;22.64;1.33;3.64
933;3;808;62474;1.64;0.51;0.13;5.31;15.8;4.8;0.76;31.73;22.63;15.68;1.01;1.39
187;3;168;62475;1.22;0.61;0.0;4.27;15.85;5.49;2.44;41.46;13.41;13.41;1.83;4.67
808;15;692;62476;0.45;1.34;0.45;5.5;19.76;2.08;0.15;38.19;17.83;13.22;1.04;0.51
575;5;491;62477;0.83;1.67;0.0;8.54;14.79;5.0;0.83;26.88;22.92;17.29;1.25;5.85
206;0;180;62478;0.57;0.0;0.0;5.71;26.86;4.0;1.71;26.29;23.43;9.14;2.29;2.99
1247;8;1053;62479;1.17;0.19;0.1;7.01;12.46;4.77;0.68;37.29;17.04;18.21;1.07;2.87
2056;15;1669;62480;0.99;0.56;0.06;5.01;8.85;4.39;0.74;42.33;16.15;19.68;1.24;4.77
127;0;115;62481;0.91;0.0;0.0;3.64;9.09;3.64;0.91;45.45;26.36;10.0;0.0;8.93
179;2;149;62483;0.69;1.39;0.0;7.64;22.22;1.39;0.0;31.94;16.67;15.97;2.08;4.66
258;0;221;62484;0.93;0.47;0.0;3.74;25.23;4.67;1.4;42.06;15.42;4.21;1.87;7.14
241;3;205;62485;2.03;0.51;0.0;8.63;23.86;0.51;0.51;41.62;12.18;9.64;0.51;4.0
777;7;652;62486;0.95;0.79;0.32;4.11;13.27;5.85;1.11;33.81;18.96;20.38;0.47;2.56
874;2;755;62487;0.54;0.41;0.0;5.58;13.47;2.99;0.82;34.97;20.0;20.27;0.95;8.02
560;2;495;62488;0.41;0.61;0.0;9.43;19.67;2.87;0.82;34.22;17.01;14.34;0.61;2.2
2805;17;2192;62489;1.17;0.33;0.33;4.91;12.66;4.77;0.7;41.5;14.81;18.41;0.42;6.35
200;1;171;62490;1.19;0.6;0.0;6.55;19.64;8.93;1.79;31.55;14.29;13.1;2.38;6.66
3948;25;3279;62491;0.78;0.5;0.13;6.64;21.47;4.66;0.72;27.76;21.31;15.31;0.72;1.94
179;0;141;62492;0.71;0.71;0.0;5.0;24.29;7.14;1.43;26.43;14.29;19.29;0.71;8.6
193;2;153;62493;0.67;0.67;0.0;7.33;22.0;4.0;0.0;34.67;17.33;10.67;2.67;7.14
48;1;41;62494;0.0;0.0;0.0;12.82;25.64;2.56;5.13;33.33;7.69;12.82;0.0;3.56
237;0;192;62495;0.53;1.07;0.53;8.02;22.46;8.02;0.53;29.95;14.97;13.37;0.53;4.63
215;0;183;62496;1.65;0.0;0.0;4.4;20.88;2.2;0.0;30.22;22.53;18.13;0.0;3.29
5267;39;4081;62497;0.81;0.78;0.15;4.36;7.14;6.35;0.78;39.44;15.94;23.55;0.71;3.81
23278;167;15775;62498;1.04;0.86;0.17;3.3;9.98;6.66;0.48;36.7;16.9;22.72;1.18;4.5
243;1;210;62499;1.94;0.49;0.0;11.17;27.67;1.94;4.37;25.24;20.87;5.83;0.49;4.32
333;6;292;62500;1.08;0.0;0.0;3.58;12.54;8.6;0.0;30.47;22.94;19.71;1.08;8.9
174;0;157;62501;2.6;0.65;0.65;3.25;19.48;7.14;0.65;27.92;20.78;14.94;1.95;3.55
3482;13;2908;62502;0.7;0.42;0.42;6.94;19.31;3.56;1.27;29.6;20.89;15.64;1.23;8.03
244;0;220;62503;0.46;0.0;0.0;5.56;25.46;4.63;2.78;25.93;20.83;13.43;0.93;5.41
168;1;156;62504;1.32;0.0;0.0;5.26;24.34;3.29;0.0;35.53;12.5;17.76;0.0;4.18
333;3;299;62505;1.73;0.69;1.38;3.11;18.69;3.81;2.08;34.26;18.34;14.53;1.38;6.72
1243;5;1032;62506;1.8;0.2;0.0;7.09;21.58;4.5;0.6;36.96;15.58;10.69;1.0;2.55
231;0;190;62507;0.54;0.0;0.0;5.95;12.43;4.32;0.54;38.92;23.78;10.27;3.24;5.51
284;2;245;62508;0.85;0.42;0.42;5.08;12.29;8.9;0.0;34.75;16.53;20.34;0.42;4.62
220;1;202;62509;1.02;0.51;1.02;6.09;17.26;3.55;1.52;42.64;13.2;12.69;0.51;5.29
21278;100;15564;62510;1.27;0.66;0.14;3.53;6.59;8.03;0.43;41.65;15.46;21.07;1.17;0.9
100;0;79;62511;0.0;1.35;0.0;6.76;39.19;5.41;1.35;21.62;8.11;16.22;0.0;3.26
484;2;392;62512;1.57;0.26;0.0;6.53;18.28;4.18;0.78;33.68;16.97;17.23;0.52;3.51
165;0;134;62513;1.49;0.0;0.0;1.49;22.39;6.72;0.75;35.07;15.67;16.42;0.0;2.21
192;2;167;62514;1.27;3.18;0.64;1.27;17.83;2.55;0.64;43.95;20.38;7.64;0.64;1.09
465;7;396;62515;0.52;1.05;0.0;5.77;16.54;5.51;0.52;33.86;19.69;16.01;0.52;6.33
6490;74;5249;62516;1.16;0.41;0.1;4.92;11.36;4.62;0.63;35.98;15.59;24.34;0.9;5.36
206;0;173;62517;2.94;0.0;0.0;5.88;12.94;5.29;1.18;43.53;16.47;11.18;0.59;5.01
122;0;111;62518;0.0;0.0;0.0;6.31;22.52;0.9;0.9;38.74;13.51;17.12;0.0;3.33
484;5;408;62519;0.25;0.25;0.0;10.28;24.56;3.26;2.51;37.34;12.28;8.27;1.0;1.32
1987;11;1682;62520;0.55;0.61;0.18;6.66;23.86;3.51;0.79;28.16;20.71;14.11;0.85;6.74
169;1;142;62521;0.0;2.21;0.0;6.62;8.82;2.21;0.74;45.59;18.38;15.44;0.0;3.95
220;3;189;62522;0.0;0.0;0.0;8.7;20.11;1.09;1.09;23.37;27.72;16.85;1.09;4.3
3782;34;3018;62523;1.03;0.65;0.17;4.31;7.26;6.33;0.51;43.26;14.96;20.16;1.37;4.4
1097;2;920;62524;1.0;0.33;0.11;6.36;17.97;5.36;1.0;30.69;20.09;16.41;0.67;3.86
7065;70;5644;62525;1.31;0.71;0.2;4.38;15.89;5.01;0.93;29.36;23.54;17.58;1.09;0.0
105;5;95;62526;1.11;0.0;2.22;5.56;24.44;3.33;1.11;35.56;15.56;11.11;0.0;9.01
180;0;154;62527;0.66;1.99;0.0;5.3;26.49;1.32;1.99;29.8;21.19;9.93;1.32;7.69
5397;42;4218;62528;0.96;0.56;0.32;4.56;9.9;6.74;0.74;39.0;16.16;20.0;1.05;4.65
1276;8;1060;62529;0.39;1.06;0.1;6.36;21.1;3.95;0.67;28.23;23.99;13.1;1.06;2.5
388;4;356;62530;0.29;0.57;0.57;4.87;28.08;4.3;0.57;32.95;14.33;12.03;1.43;4.91
694;3;577;62531;1.41;0.53;0.18;6.87;17.96;4.4;0.7;32.75;19.89;14.61;0.7;1.2
915;8;768;62532;0.53;0.4;0.27;3.33;7.86;3.86;0.93;48.74;13.18;20.37;0.53;6.82
122;0;102;62533;2.08;1.04;0.0;3.13;16.67;0.0;1.04;41.67;10.42;21.88;2.08;5.68
2683;23;2208;62534;1.12;0.61;0.23;5.04;12.84;9.01;0.7;30.41;21.02;17.61;1.4;3.08
146;1;119;62535;0.85;0.0;0.0;5.13;32.48;7.69;1.71;12.82;23.93;15.38;0.0;4.13
504;2;398;62536;0.52;1.03;0.0;6.72;21.19;4.65;1.03;34.11;14.21;16.02;0.52;8.77
100;1;82;62537;1.25;2.5;0.0;6.25;10.0;2.5;1.25;45.0;17.5;12.5;1.25;2.11
315;1;269;62538;1.13;0.0;0.0;4.91;21.89;4.91;1.13;35.47;18.49;11.7;0.38;3.75
195;1;169;62539;2.99;0.6;0.0;7.78;25.75;1.2;0.0;38.32;12.57;10.78;0.0;1.85
1176;9;992;62540;0.21;0.93;0.1;6.1;7.54;6.82;0.72;37.4;16.43;22.21;1.55;4.73
101;2;90;62541;0.0;1.14;0.0;9.09;34.09;5.68;1.14;22.73;7.95;15.91;2.27;3.43
157;0;131;62542;0.77;0.0;0.0;6.15;22.31;3.08;0.0;41.54;10.77;14.62;0.77;4.4
1512;7;1311;62543;1.17;0.31;0.23;8.42;13.17;4.13;0.78;33.36;17.23;20.42;0.78;8.33
134;2;122;62544;0.88;0.0;0.0;6.14;30.7;8.77;0.88;26.32;16.67;8.77;0.88;3.66
106;2;99;62545;0.0;1.05;0.0;2.11;34.74;2.11;0.0;28.42;22.11;9.47;0.0;4.19
275;2;243;62546;0.83;0.0;0.0;3.75;30.83;3.75;0.83;14.17;29.58;15.83;0.42;11.94
65;1;55;62547;3.7;1.85;0.0;16.67;14.81;1.85;0.0;29.63;22.22;9.26;0.0;5.2
7918;72;6341;62548;1.04;0.67;0.11;5.41;12.52;4.73;0.78;36.38;18.02;19.31;1.03;4.5
853;3;686;62549;1.49;0.45;0.0;6.27;22.24;3.43;0.45;28.66;22.69;13.28;1.04;5.44
936;8;718;62550;2.49;0.59;0.29;6.01;16.72;4.4;0.59;28.89;21.11;17.16;1.76;3.17
192;2;173;62551;1.19;3.57;0.0;7.74;17.26;8.33;0.0;25.6;17.86;16.07;2.38;4.8
784;2;616;62552;1.33;0.33;0.0;5.66;12.15;3.66;0.33;30.95;24.63;19.8;1.16;6.0
247;2;220;62553;2.79;0.47;0.0;6.98;20.47;4.19;1.4;32.56;14.88;16.28;0.0;1.47
75;0;68;62554;1.49;0.0;0.0;1.49;44.78;11.94;1.49;11.94;19.4;7.46;0.0;5.31
3927;35;2956;62555;1.29;0.42;0.1;3.11;6.32;5.2;0.42;45.64;10.71;25.79;1.01;4.0
237;0;209;62556;0.5;0.0;0.0;5.0;15.5;4.5;1.0;32.0;25.5;14.5;1.5;5.78
2215;13;1877;62557;0.87;0.71;0.11;5.6;19.3;5.44;0.71;24.03;25.77;16.69;0.76;1.67
135;1;127;62558;3.17;0.0;0.0;3.97;23.02;3.17;2.38;38.1;13.49;11.11;1.59;2.58
767;2;601;62559;0.69;1.2;0.0;6.17;20.41;4.8;0.34;34.99;19.04;11.49;0.86;3.85
3778;29;2932;62560;0.91;0.8;0.14;6.03;15.59;6.0;0.8;28.88;19.74;20.06;1.05;4.27
157;4;141;62561;2.21;0.0;0.0;2.94;41.91;1.47;2.94;26.47;16.18;4.41;1.47;5.88
140;3;122;62562;0.88;7.96;0.0;2.65;10.62;5.31;2.65;40.71;15.93;13.27;0.0;3.71
5564;25;4053;62563;1.39;0.43;0.25;3.27;6.89;4.0;0.46;52.15;12.54;17.33;1.29;2.92
348;2;298;62564;1.02;0.68;0.0;5.78;15.31;5.78;1.02;33.67;21.09;14.63;1.02;4.87
67;0;61;62565;0.0;0.0;0.0;1.67;21.67;1.67;1.67;43.33;20.0;10.0;0.0;4.16
526;6;477;62566;1.5;0.21;0.0;7.73;16.95;2.58;0.43;28.97;18.03;22.75;0.86;3.4
466;7;410;62567;0.77;0.26;0.0;8.72;16.41;3.85;2.31;37.69;17.69;10.51;1.79;2.6
488;1;433;62568;0.95;1.66;0.71;7.11;16.82;4.27;0.71;33.18;20.62;12.8;1.18;0.0
440;2;382;62569;0.0;1.07;0.0;7.49;16.58;5.88;0.53;38.77;17.91;11.23;0.53;4.94
8891;45;6390;62570;1.09;0.59;0.1;4.21;6.43;3.71;0.55;39.4;12.21;30.67;1.04;9.92
2862;11;2407;62571;0.76;0.72;0.13;5.3;23.74;2.92;0.85;25.56;25.99;13.23;0.81;2.56
504;1;396;62572;1.79;0.51;0.0;4.36;12.31;4.87;0.26;45.9;15.64;13.08;1.28;4.79
2919;18;2221;62573;0.74;0.6;0.0;4.95;8.83;4.16;0.42;44.08;15.4;19.52;1.3;4.26
168;6;156;62574;1.36;0.0;0.68;6.12;19.05;3.4;1.36;28.57;20.41;18.37;0.68;7.97
93;1;78;62576;2.6;0.0;0.0;9.09;24.68;2.6;1.3;35.06;10.39;14.29;0.0;3.82
62;0;52;62577;0.0;3.85;1.92;13.46;23.08;0.0;0.0;38.46;7.69;9.62;1.92;5.67
91;2;85;62578;2.47;1.23;0.0;9.88;34.57;4.94;0.0;19.75;13.58;12.35;1.23;3.61
408;3;364;62579;0.85;0.28;0.0;6.23;19.55;9.92;0.85;34.28;17.0;10.76;0.28;5.53
321;3;281;62580;0.73;0.0;0.0;6.59;20.51;2.56;0.37;27.47;20.51;20.51;0.73;6.09
225;2;191;62581;1.06;0.53;0.53;3.19;27.13;4.79;0.53;26.06;21.28;14.36;0.53;4.98
519;1;431;62582;0.71;0.95;0.24;8.75;22.46;4.26;0.0;22.93;25.53;13.71;0.47;3.33
434;6;372;62583;0.27;1.1;0.0;6.87;14.56;7.97;0.27;40.38;17.03;10.99;0.55;4.5
1159;7;938;62584;0.76;0.44;0.22;8.62;15.05;3.82;1.09;34.02;17.56;17.34;1.09;2.69
304;2;256;62585;0.81;1.21;0.0;6.07;31.98;5.67;0.4;22.67;20.65;8.91;1.62;0.0
368;1;321;62586;0.33;2.3;0.0;5.9;26.56;3.61;1.31;20.98;25.25;13.44;0.33;2.44
6409;33;4770;62587;1.01;0.69;0.15;3.4;6.72;5.53;0.52;42.4;14.43;23.9;1.25;4.99
1530;7;1204;62588;1.46;0.34;0.17;4.03;24.29;6.09;1.03;17.34;26.95;16.82;1.46;10.17
830;7;729;62589;1.0;0.43;0.0;4.84;28.88;4.98;0.28;20.2;21.91;16.36;1.14;4.62
41;0;36;62590;0.0;0.0;0.0;6.67;26.67;3.33;10.0;26.67;13.33;13.33;0.0;1.44
139;0;113;62591;0.0;0.0;0.0;4.5;21.62;4.5;0.0;40.54;18.02;9.91;0.9;2.92
394;5;345;62592;1.2;0.9;0.3;7.19;16.77;2.69;0.6;36.53;19.46;13.77;0.6;3.48
80;1;71;62593;1.47;0.0;0.0;2.94;26.47;0.0;2.94;35.29;10.29;19.12;1.47;3.57
263;2;211;62594;1.46;0.49;0.0;4.88;11.71;2.44;0.49;46.83;18.54;12.2;0.98;0.0
867;4;746;62595;2.08;0.28;0.0;6.23;21.33;4.99;0.55;25.9;23.55;13.99;1.11;5.28
207;3;182;62596;0.0;0.56;0.0;4.52;26.55;10.17;2.26;18.08;20.34;16.95;0.56;3.46
209;2;180;62597;0.0;0.58;0.0;6.94;16.76;4.62;0.58;35.84;19.08;15.03;0.58;0.0
520;3;425;62598;0.48;0.96;0.0;5.29;14.42;1.44;1.2;40.38;18.75;16.11;0.96;3.72
166;2;140;62599;2.19;0.0;0.0;5.84;27.01;2.92;1.46;19.71;16.06;21.9;2.92;13.95
129;0;115;62600;0.87;0.0;0.0;2.61;20.87;3.48;2.61;26.96;26.96;13.91;1.74;2.61
136;2;115;62601;0.0;0.89;0.0;8.04;24.11;3.57;0.0;44.64;8.93;8.04;1.79;4.41
158;1;119;62602;0.86;1.72;0.0;3.45;24.14;0.0;0.86;31.03;28.45;9.48;0.0;1.62
736;5;601;62603;2.21;0.51;0.17;5.45;8.86;5.28;0.68;34.58;21.81;19.42;1.02;4.64
3484;13;2848;62604;0.61;0.54;0.14;4.61;35.61;3.46;0.68;21.82;21.11;10.57;0.86;2.74
33;0;27;62605;0.0;0.0;0.0;3.7;48.15;0.0;0.0;18.52;18.52;11.11;0.0;4.34
1124;7;965;62606;0.64;0.21;0.0;8.49;18.26;3.72;0.85;34.08;20.59;12.74;0.42;4.7
55;1;46;62607;2.33;2.33;0.0;0.0;32.56;13.95;2.33;13.95;27.91;4.65;0.0;6.04
144;0;116;62608;1.74;0.87;0.0;6.96;27.83;2.61;0.87;43.48;9.57;5.22;0.87;5.56
1230;8;1095;62609;0.19;0.28;0.0;7.04;27.86;4.41;0.84;18.01;26.27;14.35;0.75;7.52
441;1;372;62610;0.54;0.81;0.0;4.58;25.34;1.62;0.27;28.57;22.1;13.75;2.43;2.02
406;2;352;62611;0.29;0.87;0.0;5.51;21.16;4.64;1.16;30.14;19.13;16.23;0.87;3.03
448;2;415;62612;0.5;0.75;0.0;6.23;18.95;2.74;0.25;31.42;23.44;15.21;0.5;6.1
683;4;549;62613;1.32;0.57;0.57;5.47;19.62;4.34;1.89;32.64;23.58;9.25;0.75;2.82
448;1;409;62614;0.99;1.24;0.5;6.68;14.36;4.7;0.74;30.2;23.51;16.09;0.99;0.76
210;1;185;62615;0.55;0.0;0.0;8.79;19.23;6.04;0.55;20.33;26.37;17.03;1.1;3.68
161;0;129;62616;0.0;0.79;0.0;4.76;29.37;5.56;1.59;38.1;11.11;7.94;0.79;3.84
8610;63;6491;62617;1.53;0.68;0.24;4.26;8.67;7.52;0.72;40.55;14.31;20.18;1.35;5.13
789;3;704;62618;0.14;0.72;0.14;4.91;16.31;2.02;1.01;45.02;16.59;12.12;1.01;4.55
117;0;101;62619;1.01;0.0;0.0;4.04;24.24;3.03;0.0;33.33;19.19;14.14;1.01;3.67
1124;7;942;62620;1.2;0.65;0.11;3.05;16.99;6.1;0.87;36.06;15.8;18.41;0.76;5.79
1155;8;1024;62621;0.7;0.6;0.1;6.95;18.43;2.82;0.7;34.84;17.62;16.11;1.11;5.5
164;2;141;62622;0.0;0.76;0.0;9.16;16.79;0.76;0.0;45.8;7.63;18.32;0.76;5.67
442;8;389;62623;0.79;0.26;0.0;7.89;15.79;3.68;1.32;39.47;17.37;12.37;1.05;2.17
3942;19;3041;62624;1.25;1.08;0.2;4.11;8.52;3.84;0.64;42.79;16.57;20.37;0.64;4.43
48;0;41;62625;0.0;2.56;0.0;7.69;20.51;5.13;0.0;51.28;2.56;10.26;0.0;2.96
1603;14;1318;62626;1.18;0.78;0.47;5.42;10.68;4.55;0.39;39.32;17.82;18.76;0.63;3.05
594;1;525;62627;0.77;0.97;0.0;7.14;16.99;3.67;0.58;29.73;21.04;18.53;0.58;2.01
4854;30;3530;62628;1.3;0.93;0.06;4.31;7.12;5.79;0.61;41.05;13.8;24.12;0.93;3.09
124;0;110;62629;0.0;0.92;0.0;9.17;18.35;5.5;0.0;27.52;25.69;12.84;0.0;6.33
227;1;200;62630;0.0;0.0;0.0;4.12;20.1;5.67;1.03;27.84;16.49;22.16;2.58;4.07
324;1;280;62631;2.54;0.72;1.09;3.99;25.72;2.17;0.0;37.32;10.87;14.13;1.45;4.09
247;3;210;62632;0.49;1.48;0.0;3.45;14.78;4.43;0.99;37.93;14.29;20.2;1.97;4.24
198;4;175;62633;0.0;0.59;0.0;2.96;39.64;2.96;0.0;27.22;12.43;14.2;0.0;3.61
877;2;733;62634;0.69;0.83;0.28;5.41;15.26;3.05;1.11;41.33;13.87;17.61;0.55;2.81
184;2;154;62635;0.67;0.0;0.0;5.37;16.78;2.01;0.67;28.19;30.87;13.42;2.01;8.67
219;3;198;62636;0.0;0.52;0.0;6.7;35.05;3.09;1.03;24.23;18.56;10.82;0.0;4.17
7051;51;5181;62637;1.22;1.28;0.18;3.69;8.17;6.33;0.5;39.46;14.8;23.34;1.04;3.88
980;9;760;62638;0.81;0.54;0.14;4.34;12.2;4.07;0.41;44.58;15.58;15.72;1.63;2.89
318;1;279;62639;0.74;0.37;0.0;5.58;25.65;4.09;0.37;27.88;20.82;13.01;1.49;3.77
284;2;239;62640;0.0;0.42;0.0;8.05;13.98;4.24;0.0;35.17;21.19;15.68;1.27;5.99
206;2;168;62641;1.81;0.0;0.0;8.43;25.9;3.61;3.01;30.12;18.07;7.83;1.2;4.09
556;3;473;62642;0.22;0.22;0.0;8.23;19.7;2.81;0.43;36.36;12.55;18.83;0.65;5.26
10699;146;7916;62643;1.1;0.43;0.12;4.11;8.43;8.67;0.63;34.24;17.0;23.68;1.59;2.16
406;4;325;62644;0.0;0.0;0.0;5.77;15.71;4.17;0.32;39.42;20.83;12.82;0.96;5.91
4336;67;3441;62645;0.81;0.63;0.06;6.02;13.36;3.88;1.26;36.31;19.28;17.21;1.17;5.03
475;1;391;62646;1.58;1.05;0.26;3.95;11.05;2.89;0.79;50.0;13.16;14.21;1.05;5.45
567;2;491;62647;0.84;0.42;0.63;6.28;17.15;3.77;0.42;28.03;27.62;13.6;1.26;4.9
366;1;320;62648;0.63;0.32;0.32;6.62;24.61;5.99;0.32;29.02;20.19;11.67;0.32;5.0
629;2;527;62649;0.58;0.0;0.0;5.07;10.14;4.09;0.58;37.23;20.47;20.27;1.56;5.23
589;2;505;62650;0.61;0.81;0.2;6.48;15.18;5.26;1.21;33.81;18.62;16.6;1.21;4.95
330;3;287;62651;0.72;0.0;0.0;7.55;19.06;2.16;0.36;39.57;15.83;12.95;1.8;3.33
1213;13;986;62652;1.16;0.11;0.0;4.43;16.67;5.91;1.05;35.23;16.35;18.25;0.84;6.29
336;1;303;62653;0.0;0.34;0.34;5.7;37.58;5.03;1.68;18.12;19.46;10.74;1.01;3.19
541;0;483;62654;0.63;0.84;0.42;6.92;24.11;5.45;0.63;22.22;18.87;19.5;0.42;6.4
232;0;210;62655;0.98;0.49;0.0;4.9;25.49;4.9;0.98;32.35;19.12;9.31;1.47;2.72
754;6;637;62656;0.65;1.29;0.32;7.26;15.81;5.0;0.48;26.77;27.26;14.52;0.65;4.22
360;4;330;62657;0.0;0.31;0.0;7.38;23.38;5.23;0.62;25.54;20.31;17.23;0.0;5.33
120;0;103;62658;0.0;0.0;0.0;3.96;49.5;4.95;0.0;12.87;21.78;6.93;0.0;4.6
74;0;60;62659;1.67;0.0;0.0;8.33;41.67;3.33;0.0;18.33;13.33;13.33;0.0;7.33
399;12;347;62660;0.3;1.2;0.0;4.49;15.87;6.29;1.8;34.73;18.56;15.57;1.2;5.08
381;6;327;62661;0.96;0.32;0.0;5.11;16.29;3.19;0.64;29.71;21.41;20.77;1.6;2.97
629;3;546;62662;1.13;0.19;0.19;6.97;12.24;6.4;0.56;33.33;21.28;16.76;0.94;2.36
225;0;186;62663;1.63;0.0;0.0;4.35;16.3;2.72;0.54;46.74;16.3;9.24;2.17;1.14
191;2;173;62664;0.6;1.81;0.0;6.63;33.13;4.22;0.0;34.34;15.06;3.01;1.2;4.23
184;2;159;62665;2.67;0.0;0.0;4.0;10.67;5.33;1.33;42.67;18.0;14.0;1.33;4.93
2358;14;1766;62666;1.34;0.23;0.17;4.13;6.28;4.6;0.41;49.97;13.55;18.21;1.11;6.85
6840;40;5121;62667;1.26;0.52;0.18;4.46;12.25;7.33;0.64;35.94;15.12;21.14;1.16;1.89
143;0;121;62668;0.0;0.0;1.69;8.47;17.8;5.08;2.54;37.29;15.25;7.63;4.24;4.84
246;1;208;62669;0.0;0.0;0.5;3.47;27.23;2.97;1.49;34.16;17.33;12.87;0.0;6.6
454;6;393;62670;0.52;1.05;0.26;4.19;28.53;2.36;1.57;25.39;21.47;13.09;1.57;3.81
211;0;179;62671;1.71;0.0;0.0;9.14;20.57;1.14;1.14;39.43;10.86;14.86;1.14;4.33
485;6;414;62672;1.49;0.0;0.25;6.47;19.15;4.23;0.75;37.31;15.67;14.18;0.5;3.32
520;5;419;62673;0.99;0.25;0.25;5.17;18.47;4.93;0.25;47.04;12.07;9.11;1.48;6.67
437;2;374;62674;1.1;0.55;0.0;5.48;21.64;6.85;0.27;31.23;19.18;13.42;0.27;2.44
195;0;164;62675;0.63;0.63;0.0;2.52;16.35;1.89;1.26;39.62;21.38;15.09;0.63;4.46
381;3;320;62676;0.97;0.97;0.0;4.19;10.65;4.84;0.97;40.32;18.39;18.39;0.32;3.77
281;3;216;62677;3.3;0.0;0.0;3.77;22.64;6.6;0.94;29.25;17.45;11.79;4.25;1.92
502;8;440;62678;0.95;0.71;0.0;8.81;29.52;3.81;1.19;25.95;17.86;9.05;2.14;7.59
273;10;241;62679;0.87;1.3;0.0;6.06;19.48;4.33;0.43;30.3;23.38;13.42;0.43;3.48
548;0;493;62680;1.24;1.04;0.21;5.39;18.67;3.32;1.04;35.89;20.33;12.03;0.83;4.35
492;7;423;62681;1.73;0.25;0.0;7.65;16.05;6.67;0.99;31.6;20.49;14.07;0.49;0.65
44;0;42;62682;0.0;0.0;0.0;7.32;39.02;2.44;0.0;31.71;17.07;2.44;0.0;3.3
182;1;160;62683;0.64;0.0;0.0;9.55;28.03;4.46;0.64;27.39;17.2;11.46;0.64;2.54
1879;8;1492;62684;1.51;0.55;0.21;4.73;10.97;3.77;0.34;38.55;20.51;17.42;1.44;4.89
186;3;164;62685;0.64;0.0;0.0;5.13;17.95;1.92;0.0;46.15;17.95;10.26;0.0;1.42
278;2;236;62686;1.34;0.45;0.0;5.8;18.3;7.59;1.34;28.13;20.54;16.07;0.45;2.81
3414;23;2725;62688;0.94;0.57;0.08;5.78;16.25;3.48;0.76;32.24;23.39;15.23;1.28;5.04
306;6;260;62689;1.19;0.4;1.19;9.09;19.37;4.35;1.19;26.09;21.34;13.44;2.37;5.04
184;3;159;62690;0.0;0.0;0.0;3.27;14.38;0.65;1.31;43.79;20.92;15.03;0.65;4.37
619;5;559;62691;1.65;0.18;0.18;6.06;15.05;3.3;1.28;29.72;24.77;16.33;1.47;3.99
226;3;201;62692;1.52;0.0;0.0;7.61;8.12;2.54;1.02;50.25;17.77;9.64;1.52;2.6
943;4;798;62693;0.64;1.42;0.39;6.44;18.66;4.89;1.16;27.16;22.52;15.7;1.03;5.97
175;2;145;62694;0.0;0.0;2.13;9.22;18.44;1.42;0.71;39.01;14.18;12.77;2.13;5.75
213;0;182;62695;0.56;0.0;0.56;3.93;23.03;2.81;0.0;39.89;18.54;9.55;1.12;5.7
164;2;142;62696;0.0;0.72;0.0;9.35;15.83;5.04;0.72;39.57;12.23;16.55;0.0;5.53
172;0;142;62697;0.72;0.0;0.0;2.88;13.67;5.04;0.0;46.04;14.39;16.55;0.72;6.81
223;2;188;62698;0.55;0.55;0.0;5.46;27.87;4.37;0.0;20.22;32.24;7.65;1.09;4.5
470;1;412;62699;0.25;0.75;0.75;8.23;9.73;3.99;0.25;41.65;18.7;14.21;1.5;4.17
177;3;164;62700;0.65;0.0;0.0;1.95;20.78;2.6;3.25;34.42;24.03;11.69;0.65;4.02
344;4;278;62701;0.37;0.75;0.0;5.22;19.03;5.97;0.37;32.09;20.9;14.93;0.37;1.09
